"CIN198904030","LAN",1,0,0,3,2,"BCBBCX",0,0,"randw001","R","randw001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","","","","E5/TH1/G5.B-2(E3)","T","F",4,1,18,"T","T",0,"F","F",0,"F","F",0,"F","F",5,"G","F","F","5",2,5,"T",3,"F",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"CIN198904030","LAN",1,0,0,1,2,"BFMFFFX",0,0,"grifa001","R","grifa001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","","randw001","","3/G3.2-3","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","3",0,0,"N",0,"N",0,"N",0,0,3,0,"3","","","","F","F","F","F","F","F","F","F","F","","jackd001","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,2
"CIN198904030","LAN",1,0,1,1,1,"BSX",0,0,"gibsk001","L","gibsk001","L","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","","","randw001","S9/L9.3-H(UR)","F","F",7,3,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"L","F","F","9",0,0,"N",0,"N",0,"N",1,0,0,5,"","","","","F","F","F","F","F","F","F","F","F","","","jackd001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"CIN198904030","LAN",1,0,1,3,2,"CBBBF>X",1,0,"murre001","R","murre001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","gibsk001","","","53/G56.1-2","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","56",0,0,"N",0,"N",0,"N",0,2,0,0,"53","","","","F","F","F","F","F","F","F","F","F","jackd001","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,4
"CIN198904030","LAN",1,0,2,1,1,"BFB",1,0,"marsm001","R","marsm001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","","gibsk001","","SB3.2-H(E2/TH3)(UR)","F","F",9,5,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,2,"T",0,"N",0,"N",0,0,5,0,"","","","","F","T","F","F","F","F","F","F","F","","jackd001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"CIN198904030","LAN",1,0,2,3,2,"BFB.FBB",2,0,"marsm001","R","marsm001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","","","","W","F","F",9,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"CIN198904030","LAN",1,0,2,0,0,"C",2,0,"shelj001","R","shelj001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","marsm001","","","SB2","F","F",8,6,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","jackd001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"CIN198904030","LAN",1,0,2,3,2,"C.FFBBFBS",2,0,"shelj001","R","shelj001","R","jackd001","L","jackd001","L","reedj001","benzt001","oestr001","saboc001","larkb001","danik001","davie001","oneip001","","marsm001","","K","F","F",8,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","jackd001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"CIN198904030","LAN",1,1,0,3,1,"BBBCX",2,0,"larkb001","R","larkb001","R","belct001","R","belct001","R","sciom001","murre001","randw001","hamij001","grifa001","gibsk001","shelj001","marsm001","","","","43/G4","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,9
"CIN198904030","LAN",1,1,1,1,2,"CCBX",2,0,"saboc001","R","saboc001","R","belct001","R","belct001","R","sciom001","murre001","randw001","hamij001","grifa001","gibsk001","shelj001","marsm001","","","","S7/L7","F","F",5,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","7",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
