"SLN195204150","PIT",1,0,0,0,0,"",0,0,"beart101","L","beart101","L","stalg103","R","stalg103","R","riced101","bilks101","schor101","johnb108","hemus101","musis101","westw102","slaue101","","","","7","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1
"SLN195204150","PIT",1,0,1,0,0,"",0,0,"metkg101","L","metkg101","L","stalg103","R","stalg103","R","riced101","bilks101","schor101","johnb108","hemus101","musis101","westw102","slaue101","","","","63","F","F",3,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,2
"SLN195204150","PIT",1,0,2,0,0,"",0,0,"bellg103","L","bellg103","L","stalg103","R","stalg103","R","riced101","bilks101","schor101","johnb108","hemus101","musis101","westw102","slaue101","","","","8","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,3
"SLN195204150","PIT",1,1,0,0,0,"",0,0,"hemus101","L","hemus101","L","dickm101","R","dickm101","R","mccuc101","metkg101","mersj101","halld101","koshc101","kiner101","beart101","bellg103","","","","8","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,4
"SLN195204150","PIT",1,1,1,0,0,"",0,0,"schor101","L","schor101","L","dickm101","R","dickm101","R","mccuc101","metkg101","mersj101","halld101","koshc101","kiner101","beart101","bellg103","","","","HR/9","F","F",4,2,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"SLN195204150","PIT",1,1,1,0,0,"",0,1,"musis101","L","musis101","L","dickm101","R","dickm101","R","mccuc101","metkg101","mersj101","halld101","koshc101","kiner101","beart101","bellg103","","","","W","F","F",7,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"SLN195204150","PIT",1,1,1,0,0,"",0,1,"slaue101","L","slaue101","L","dickm101","R","dickm101","R","mccuc101","metkg101","mersj101","halld101","koshc101","kiner101","beart101","bellg103","musis101","","","S.1-3","F","F",9,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","dickm101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"SLN195204150","PIT",1,1,1,0,0,"",0,1,"westw102","R","westw102","R","dickm101","R","dickm101","R","mccuc101","metkg101","mersj101","halld101","koshc101","kiner101","beart101","bellg103","slaue101","","musis101","7.3-H","F","F",8,5,2,"T","T",0,"F","F",1,"F","F",1,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,4,"7","","","","F","F","F","F","F","F","F","F","F","dickm101","","dickm101","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,8
"SLN195204150","PIT",1,1,2,0,0,"",0,2,"bilks101","R","bilks101","R","dickm101","R","dickm101","R","mccuc101","metkg101","mersj101","halld101","koshc101","kiner101","beart101","bellg103","slaue101","","","8","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","dickm101","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"SLN195204150","PIT",2,0,0,0,0,"",0,2,"kiner101","R","kiner101","R","stalg103","R","stalg103","R","riced101","bilks101","schor101","johnb108","hemus101","musis101","westw102","slaue101","","","","13","T","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,10
