"CHN200204050","PIT",1,0,0,3,2,"BFSFBBX",0,0,"browa001","L","browa001","L","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","13/G","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,1
"CHN200204050","PIT",1,0,1,1,2,"BFCX",0,0,"kendj001","R","kendj001","R","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","43/G","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2
"CHN200204050","PIT",1,0,2,0,0,"X",0,0,"riosa001","L","riosa001","L","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","53/G","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,3
"CHN200204050","PIT",1,1,0,1,2,"BCSFS",0,0,"deshd001","L","deshd001","L","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","","","","K","T","F",4,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"CHN200204050","PIT",1,1,1,2,2,"CBBFX",0,0,"pattc001","L","pattc001","L","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","","","","13/G","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,5
"CHN200204050","PIT",1,1,2,0,1,"CX",0,0,"sosas001","R","sosas001","R","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","","","","4/P4","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","4",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,6
"CHN200204050","PIT",2,0,0,2,0,"BBX",0,0,"ramia001","R","ramia001","R","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","8/F8","T","F",5,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"CHN200204050","PIT",2,0,1,2,2,"FBBFX",0,0,"mackr001","L","mackr001","L","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","53/G","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,8
"CHN200204050","PIT",2,0,2,2,2,"CCFBFFBX",0,0,"younk001","R","younk001","R","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","9/L9","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"L","F","F","9",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,9
"CHN200204050","PIT",2,1,0,2,2,"CSBBC",0,0,"mcgrf001","L","mcgrf001","L","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","","","","K/C","T","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"CHN200204050","PIT",2,1,1,1,0,"BX",0,0,"gonza001","R","gonza001","R","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","","","","S9","F","F",6,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"CHN200204050","PIT",2,1,1,0,1,"CX",0,0,"hundt001","R","hundt001","R","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","gonza001","","","6/P6","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","6",0,0,"N",0,"N",0,"N",0,1,0,0,"6","","","","F","F","F","F","F","F","F","F","F","willd002","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,12
"CHN200204050","PIT",2,1,2,2,1,"CBBX",0,0,"stync001","R","stync001","R","willd002","L","willd002","L","kendj001","younk001","reesp001","ramia001","wilsj002","riosa001","browa001","mackr001","gonza001","","","64(1)/FO","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","willd002","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,13
"CHN200204050","PIT",3,0,0,1,0,"BX",0,0,"wilsj002","R","wilsj002","R","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","7/F7","T","F",6,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,14
"CHN200204050","PIT",3,0,1,0,0,"X",0,0,"reesp001","R","reesp001","R","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","9/F9","F","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,15
"CHN200204050","PIT",3,0,2,0,2,"CSFS",0,0,"willd002","L","willd002","L","berej002","R","berej002","R","hundt001","mcgrf001","deshd001","stync001","gonza001","lewid001","pattc001","sosas001","","","","K","F","F",1,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,16
