"NYN197304060","PHI",1,0,0,0,0,"",0,0,"bowal001","L","bowal001","L","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","","","","6","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,1
"NYN197304060","PHI",1,0,1,0,0,"",0,0,"unsed101","L","unsed101","L","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","","","","13","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,2
"NYN197304060","PHI",1,0,2,0,0,"",0,0,"montw101","L","montw101","L","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","","","","W","F","F",9,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"NYN197304060","PHI",1,0,2,0,0,"",0,0,"huttt101","L","huttt101","L","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","montw101","","","3/G","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"3","","","","F","F","F","F","F","F","F","F","F","seavt001","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,4
"NYN197304060","PHI",1,1,0,0,0,"",0,0,"harrb101","R","harrb101","R","carls001","L","carls001","L","ryanm101","huttt101","doyld102","pagaj101","bowal001","luzig001","unsed101","montw101","","","","W","T","F",6,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"NYN197304060","PHI",1,1,0,0,0,"",0,0,"millf105","R","millf105","R","carls001","L","carls001","L","ryanm101","huttt101","doyld102","pagaj101","bowal001","luzig001","unsed101","montw101","harrb101","","","4(1)3/GDP","F","F",4,2,2,"T","T",0,"F","F",2,"T","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","4","","","F","F","F","F","F","F","F","F","F","carls001","","","F","F","F","F","F","","","","",0,4,3,0,4,0,0,0,0,6
"NYN197304060","PHI",1,1,2,0,0,"",0,0,"maysw101","R","maysw101","R","carls001","L","carls001","L","ryanm101","huttt101","doyld102","pagaj101","bowal001","luzig001","unsed101","montw101","","","","3/P","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,7
"NYN197304060","PHI",2,0,0,0,0,"",0,0,"luzig001","R","luzig001","R","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","","","","53","T","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,8
"NYN197304060","PHI",2,0,1,0,0,"",0,0,"pagaj101","R","pagaj101","R","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","","","","K/C","F","F",5,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"NYN197304060","PHI",2,0,2,0,0,"",0,0,"ryanm101","R","ryanm101","R","seavt001","R","seavt001","R","dyerd101","milnj101","millf105","fregj101","harrb101","jonec102","maysw101","staur001","","","","3","F","F",2,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,10
