"PHA195204160","NYA",1,0,0,0,0,"",0,0,"rizzp101","R","rizzp101","R","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","7","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1
"PHA195204160","NYA",1,0,1,0,0,"",0,0,"jensj101","R","jensj101","R","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","K","F","F",8,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"PHA195204160","NYA",1,0,2,0,0,"",0,0,"mantm101","R","mantm101","R","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","2/FL","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"PHA195204160","NYA",1,1,0,0,0,"",0,0,"joose101","R","joose101","R","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","","","","9","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,4
"PHA195204160","NYA",1,1,1,0,0,"",0,0,"fainf101","L","fainf101","L","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","","","","9/9D","F","F",3,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9D",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,5
"PHA195204160","NYA",1,1,2,0,0,"",0,0,"valoe101","L","valoe101","L","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","","","","W","F","F",8,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"PHA195204160","NYA",1,1,2,0,0,"",0,0,"zerng101","R","zerng101","R","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","valoe101","","","W.1-2","F","F",7,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","rascv101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"PHA195204160","NYA",1,1,2,0,0,"",0,0,"clara102","R","clara102","R","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","zerng101","valoe101","","4/P","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"4","","","","F","F","F","F","F","F","F","F","F","rascv101","rascv101","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,8
"PHA195204160","NYA",2,0,0,0,0,"",0,0,"mcdog101","R","mcdog101","R","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","3/FL","T","F",5,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,9
"PHA195204160","NYA",2,0,1,0,0,"",0,0,"baueh101","R","baueh101","R","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","8/L","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,10
"PHA195204160","NYA",2,0,2,0,0,"",0,0,"mizej101","L","mizej101","L","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","K","F","F",3,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,11
"PHA195204160","NYA",2,1,0,0,0,"",0,0,"hitcb101","R","hitcb101","R","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","","","","9","T","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,12
"PHA195204160","NYA",2,1,1,0,0,"",0,0,"sudep101","R","sudep101","R","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","","","","4","F","F",4,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,13
"PHA195204160","NYA",2,1,2,0,0,"",0,0,"tiptj101","R","tiptj101","R","rascv101","R","rascv101","R","silvc101","mizej101","colej106","mcdog101","rizzp101","baueh101","jensj101","mantm101","","","","53","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,14
"PHA195204160","NYA",3,0,0,0,0,"",0,0,"colej106","R","colej106","R","kella103","L","kella103","L","tiptj101","fainf101","sudep101","hitcb101","joose101","zerng101","valoe101","clara102","","","","S7","T","F",4,7,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,15
