"ATL198204090","HOU",1,0,0,0,0,"",0,0,"puhlt001","L","puhlt001","L","boggt001","R","boggt001","R","beneb001","chamc001","hubbg001","hornb001","ramir001","murpd001","butlb001","washc001","","","","S7","T","F",9,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"ATL198204090","HOU",1,0,0,0,0,"",0,0,"garnp001","R","garnp001","R","boggt001","R","boggt001","R","beneb001","chamc001","hubbg001","hornb001","ramir001","murpd001","butlb001","washc001","puhlt001","","","SB2","F","F",4,2,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","boggt001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"ATL198204090","HOU",1,0,0,0,0,"",0,0,"garnp001","R","garnp001","R","boggt001","R","boggt001","R","beneb001","chamc001","hubbg001","hornb001","ramir001","murpd001","butlb001","washc001","","puhlt001","","W","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","boggt001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"ATL198204090","HOU",1,0,0,0,0,"",0,0,"scott001","L","scott001","L","boggt001","R","boggt001","R","beneb001","chamc001","hubbg001","hornb001","ramir001","murpd001","butlb001","washc001","garnp001","puhlt001","","K","F","F",8,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","boggt001","boggt001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"ATL198204090","HOU",1,0,1,0,0,"",0,0,"cruzj001","L","cruzj001","L","boggt001","R","boggt001","R","beneb001","chamc001","hubbg001","hornb001","ramir001","murpd001","butlb001","washc001","garnp001","puhlt001","","K/C","F","F",7,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","boggt001","boggt001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"ATL198204090","HOU",1,0,2,0,0,"",0,0,"ashba001","L","ashba001","L","boggt001","R","boggt001","R","beneb001","chamc001","hubbg001","hornb001","ramir001","murpd001","butlb001","washc001","garnp001","puhlt001","","6/P","F","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"6","","","","F","F","F","F","F","F","F","F","F","boggt001","boggt001","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,6
"ATL198204090","HOU",1,1,0,0,0,"",0,0,"butlb001","L","butlb001","L","suttd001","R","suttd001","R","ashba001","howea001","garnp001","knigr001","reync001","cruzj001","scott001","puhlt001","","","","43","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"ATL198204090","HOU",1,1,1,0,0,"",0,0,"hubbg001","R","hubbg001","R","suttd001","R","suttd001","R","ashba001","howea001","garnp001","knigr001","reync001","cruzj001","scott001","puhlt001","","","","W","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"ATL198204090","HOU",1,1,1,0,0,"",0,0,"washc001","L","washc001","L","suttd001","R","suttd001","R","ashba001","howea001","garnp001","knigr001","reync001","cruzj001","scott001","puhlt001","hubbg001","","","S7.1-2","F","F",9,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","suttd001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"ATL198204090","HOU",1,1,1,0,0,"",0,0,"hornb001","R","hornb001","R","suttd001","R","suttd001","R","ashba001","howea001","garnp001","knigr001","reync001","cruzj001","scott001","puhlt001","washc001","hubbg001","","PO1(E2).2-H;1-3","F","F",5,4,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,2,"T",0,"N",0,"N",0,3,4,0,"","E2","","","F","F","F","F","F","F","T","F","F","suttd001","suttd001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
