"TBA199904090","BOS",1,0,0,3,2,"BBCFBFFX",0,0,"offej001","L","offej001","L","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","43/G4","T","F",3,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,1
"TBA199904090","BOS",1,0,1,2,2,"BCCBS",0,0,"lewid001","R","lewid001","R","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","K","F","F",8,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"TBA199904090","BOS",1,0,2,3,0,"BBBB",0,0,"valej002","R","valej002","R","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","W","F","F",5,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"TBA199904090","BOS",1,0,2,3,2,"CFBBBX",0,0,"daubb001","L","daubb001","L","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","valej002","","","D9/L9LM.1-3","F","F",10,4,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"L","F","F","9LM",0,0,"N",0,"N",0,"N",2,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","arror001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"TBA199904090","BOS",1,0,2,2,2,"BCFBS",0,0,"oleat001","L","oleat001","L","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","daubb001","valej002","K","F","F",7,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","arror001","arror001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"TBA199904090","BOS",1,1,0,1,0,"BX",0,0,"winnr001","L","winnr001","L","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","","","","13/BG13S","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","T","F","13S",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,6
"TBA199904090","BOS",1,1,1,3,0,"BBBB",0,0,"martd002","L","martd002","L","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","","","","W","F","F",9,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"TBA199904090","BOS",1,1,1,1,1,"CBX",0,0,"cansj001","R","cansj001","R","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","martd002","","","9/F9M","F","F",10,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9M",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","portm001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,8
"TBA199904090","BOS",1,1,2,3,1,"BBFBX",0,0,"mcgrf001","L","mcgrf001","L","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","martd002","","","43/G34","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","34",0,0,"N",0,"N",0,"N",0,1,0,0,"43","","","","F","F","F","F","F","F","F","F","F","portm001","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,9
"TBA199904090","BOS",2,0,0,2,0,"BBX",0,0,"hatts001","L","hatts001","L","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","31/G34","T","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","34",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,10
"TBA199904090","BOS",2,0,1,1,1,"CBX",0,0,"merll001","R","merll001","R","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","7/F7S","F","F",4,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7S",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,11
"TBA199904090","BOS",2,0,2,2,0,"BBX",0,0,"nixot001","L","nixot001","L","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","43/G4","F","F",9,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,12
"TBA199904090","BOS",2,1,0,0,1,"CX",0,0,"flahj001","R","flahj001","R","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","","","","S8/G6M","T","F",2,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"G","F","F","6M",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,13
"TBA199904090","BOS",2,1,0,3,0,"BBBX",0,0,"boggw001","L","boggw001","L","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","flahj001","","","9/F9M","F","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9M",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","portm001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,14
"TBA199904090","BOS",2,1,1,0,1,"CX",0,0,"mccrq001","L","mccrq001","L","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","flahj001","","","4/P4M","F","F",7,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","4M",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","portm001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,15
"TBA199904090","BOS",2,1,2,0,2,"CFC",0,0,"cairm001","R","cairm001","R","portm001","R","portm001","R","hatts001","offej001","merll001","valej002","sadld001","oleat001","lewid001","nixot001","flahj001","","","K","F","F",4,8,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","portm001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,16
"TBA199904090","BOS",3,0,0,0,0,"X",0,0,"sadld001","R","sadld001","R","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","","","D7/L7LS","T","F",6,9,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"L","F","F","7LS",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,17
"TBA199904090","BOS",3,0,0,1,0,"BX",0,0,"offej001","L","offej001","L","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","sadld001","","6/P6D","F","F",3,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","6D",0,0,"N",0,"N",0,"N",0,0,2,0,"6","","","","F","F","F","F","F","F","F","F","F","","arror001","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,18
"TBA199904090","BOS",3,0,1,3,1,"BBBCB",0,0,"lewid001","R","lewid001","R","arror001","R","arror001","R","flahj001","mcgrf001","cairm001","boggw001","stock001","mccrq001","winnr001","martd002","","sadld001","","W","F","F",8,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","arror001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,19
