"SDN198604110","CIN",1,0,0,0,0,"",0,0,"davie001","R","davie001","R","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","","","","K","T","F",8,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"SDN198604110","CIN",1,0,1,0,0,"",0,0,"danik001","L","danik001","L","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","","","","S9","F","F",7,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"SDN198604110","CIN",1,0,1,0,0,"",0,0,"parkd001","L","parkd001","L","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","danik001","","","5","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"5","","","","F","F","F","F","F","F","F","F","F","showe001","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,3
"SDN198604110","CIN",1,0,2,0,0,"",0,0,"esasn001","R","esasn001","R","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","danik001","","","SB2","F","F",3,4,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","showe001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"SDN198604110","CIN",1,0,2,0,0,"",0,0,"esasn001","R","esasn001","R","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","","danik001","","W","F","F",3,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","showe001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"SDN198604110","CIN",1,0,2,0,0,"",0,0,"bellb001","R","bellb001","R","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","esasn001","danik001","","3","F","F",5,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"3","","","","F","F","F","F","F","F","F","F","F","showe001","showe001","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"SDN198604110","CIN",1,1,0,0,0,"",0,0,"flant001","L","flant001","L","dennj001","R","dennj001","R","diazb001","esasn001","oestr001","bellb001","concd001","danik001","davie001","parkd001","","","","K","T","F",4,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"SDN198604110","CIN",1,1,1,0,0,"",0,0,"gwynt001","L","gwynt001","L","dennj001","R","dennj001","R","diazb001","esasn001","oestr001","bellb001","concd001","danik001","davie001","parkd001","","","","S8","F","F",9,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"SDN198604110","CIN",1,1,1,0,0,"",0,0,"mcrek001","R","mcrek001","R","dennj001","R","dennj001","R","diazb001","esasn001","oestr001","bellb001","concd001","danik001","davie001","parkd001","gwynt001","","","9","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","dennj001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,9
"SDN198604110","CIN",1,1,2,0,0,"",0,0,"garvs001","R","garvs001","R","dennj001","R","dennj001","R","diazb001","esasn001","oestr001","bellb001","concd001","danik001","davie001","parkd001","gwynt001","","","K","F","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","dennj001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"SDN198604110","CIN",2,0,0,0,0,"",0,0,"concd001","R","concd001","R","showe001","R","showe001","R","kennt001","garvs001","flant001","nettg001","tempg001","martc001","mcrek001","gwynt001","","","","53","T","F",6,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,11
