"CIN197904040","SFN",1,0,0,0,0,"",0,0,"nortb101","L","nortb101","L","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","","","","7","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1
"CIN197904040","SFN",1,0,1,0,0,"",0,0,"whitt001","L","whitt001","L","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","","","","D9","F","F",7,2,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"CIN197904040","SFN",1,0,1,0,0,"",0,0,"madlb001","R","madlb001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","","whitt001","","9","F","F",4,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"9","","","","F","F","F","F","F","F","F","F","F","","seavt001","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,3
"CIN197904040","SFN",1,0,2,0,0,"",0,0,"clarj001","R","clarj001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","","whitt001","","W","F","F",9,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","seavt001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"CIN197904040","SFN",1,0,2,0,0,"",0,0,"evand001","L","evand001","L","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","clarj001","whitt001","","43","F","F",5,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"43","","","","F","F","F","F","F","F","F","F","F","seavt001","seavt001","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,5
"CIN197904040","SFN",1,1,0,0,0,"",0,0,"grifk001","L","grifk001","L","bluev001","L","bluev001","L","hillm001","iviem101","madlb001","evand001","metzr101","whitt001","nortb101","clarj001","","","","13","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,6
"CIN197904040","SFN",1,1,1,0,0,"",0,0,"concd001","R","concd001","R","bluev001","L","bluev001","L","hillm001","iviem101","madlb001","evand001","metzr101","whitt001","nortb101","clarj001","","","","W","F","F",6,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"CIN197904040","SFN",1,1,1,0,0,"",0,0,"morgj001","L","morgj001","L","bluev001","L","bluev001","L","hillm001","iviem101","madlb001","evand001","metzr101","whitt001","nortb101","clarj001","concd001","","","16(1)3/GDP","F","F",4,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","16","","","F","F","F","F","F","F","F","F","F","bluev001","","","F","F","F","F","F","","","","",0,6,3,0,1,6,0,0,0,8
"CIN197904040","SFN",2,0,0,0,0,"",0,0,"iviem101","R","iviem101","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","","","","S8","T","F",3,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"CIN197904040","SFN",2,0,0,0,0,"",0,0,"hillm001","R","hillm001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","auerr101","concd001","fostg001","geroc101","grifk001","iviem101","","","S.1-2","F","F",2,7,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","seavt001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
