"KCA197604130","CAL",1,0,0,0,0,"",0,0,"colld001","L","colld001","L","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","","","8","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1
"KCA197604130","CAL",1,0,1,0,0,"",0,0,"remyj001","L","remyj001","L","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","","","13","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,2
"KCA197604130","CAL",1,0,2,0,0,"",0,0,"bochb001","L","bochb001","L","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","","","S9","F","F",3,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"KCA197604130","CAL",1,0,2,0,0,"",0,0,"meltb101","R","meltb101","R","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","bochb001","","","WP.1-2","F","F",10,4,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","fitza101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"KCA197604130","CAL",1,0,2,0,0,"",0,0,"meltb101","R","meltb101","R","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","bochb001","","K","F","F",10,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","fitza101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"KCA197604130","CAL",1,1,0,0,0,"",0,0,"nelsd101","R","nelsd101","R","hassa001","L","hassa001","L","herre102","bochb001","remyj001","chald101","ramio101","colld001","torrr101","stanl102","","","","9","T","F",10,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,6
"KCA197604130","CAL",1,1,1,0,0,"",0,0,"otisa001","R","otisa001","R","hassa001","L","hassa001","L","herre102","bochb001","remyj001","chald101","ramio101","colld001","torrr101","stanl102","","","","53","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,7
"KCA197604130","CAL",1,1,2,0,0,"",0,0,"bretg001","L","bretg001","L","hassa001","L","hassa001","L","herre102","bochb001","remyj001","chald101","ramio101","colld001","torrr101","stanl102","","","","13","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,8
"KCA197604130","CAL",2,0,0,0,0,"",0,0,"herre102","L","herre102","L","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","","","13","T","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,9
"KCA197604130","CAL",2,0,1,0,0,"",0,0,"stanl102","R","stanl102","R","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","","","W","F","F",9,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"KCA197604130","CAL",2,0,1,0,0,"",0,0,"chald101","R","chald101","R","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","stanl102","","","S8.1-2","F","F",5,7,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","fitza101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"KCA197604130","CAL",2,0,1,0,0,"",0,0,"torrr101","L","torrr101","L","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","chald101","stanl102","","S9.2XH(92);1-3;B-2(THH)","F","F",8,8,20,"T","T",1,"F","F",1,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",2,3,0,0,"","","92","","F","F","F","F","F","F","F","F","F","fitza101","fitza101","","F","F","F","F","F","","","","",0,2,0,0,9,0,0,0,0,12
"KCA197604130","CAL",2,0,2,0,0,"",0,0,"ramio101","R","ramio101","R","fitza101","R","fitza101","R","healf102","maybj101","whitf001","bretg001","patef101","mcrah001","otisa001","cowea001","","torrr101","chald101","K","F","F",6,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","fitza101","fitza101","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"KCA197604130","CAL",2,1,0,0,0,"",0,0,"maybj101","L","maybj101","L","hassa001","L","hassa001","L","herre102","bochb001","remyj001","chald101","ramio101","colld001","torrr101","stanl102","","","","8","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,14
"KCA197604130","CAL",2,1,1,0,0,"",0,0,"mcrah001","R","mcrah001","R","hassa001","L","hassa001","L","herre102","bochb001","remyj001","chald101","ramio101","colld001","torrr101","stanl102","","","","S9","F","F",7,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,15
"KCA197604130","CAL",2,1,1,0,0,"",0,0,"cowea001","R","cowea001","R","hassa001","L","hassa001","L","herre102","bochb001","remyj001","chald101","ramio101","colld001","torrr101","stanl102","mcrah001","","","2/BINT","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","hassa001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,16
