"CHA198704100","DET",1,0,0,0,0,"",0,0,"whitl001","L","whitl001","L","allen001","R","allen001","R","karkr001","walkg001","hilld001","hulet001","guilo001","redug001","bostd001","caldi001","","","","HR/9","T","F",4,1,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"CHA198704100","DET",1,0,0,0,0,"",1,0,"sherp001","L","sherp001","L","allen001","R","allen001","R","karkr001","walkg001","hilld001","hulet001","guilo001","redug001","bostd001","caldi001","","","","S8","F","F",9,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"CHA198704100","DET",1,0,0,0,0,"",1,0,"nokem001","L","nokem001","L","allen001","R","allen001","R","karkr001","walkg001","hilld001","hulet001","guilo001","redug001","bostd001","caldi001","sherp001","","","HR/9.1-H","F","F",10,3,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","allen001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"CHA198704100","DET",1,0,0,0,0,"",3,0,"trama001","R","trama001","R","allen001","R","allen001","R","karkr001","walkg001","hilld001","hulet001","guilo001","redug001","bostd001","caldi001","","","","8","F","F",6,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,4
"CHA198704100","DET",1,0,1,0,0,"",3,0,"grubj001","L","grubj001","L","allen001","R","allen001","R","karkr001","walkg001","hilld001","hulet001","guilo001","redug001","bostd001","caldi001","","","","31","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,5
"CHA198704100","DET",1,0,2,0,0,"",3,0,"evand001","L","evand001","L","allen001","R","allen001","R","karkr001","walkg001","hilld001","hulet001","guilo001","redug001","bostd001","caldi001","","","","63","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,6
"CHA198704100","DET",1,1,0,0,0,"",3,0,"redug001","R","redug001","R","tanaf001","L","tanaf001","L","lowrd001","evand001","whitl001","coled001","trama001","grubj001","lemoc001","sherp001","","","","W","T","F",7,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"CHA198704100","DET",1,1,0,0,0,"",3,0,"hilld001","R","hilld001","R","tanaf001","L","tanaf001","L","lowrd001","evand001","whitl001","coled001","trama001","grubj001","lemoc001","sherp001","redug001","","","PO1(E3).1-2","F","F",4,2,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,3,"D",0,"N",0,"N",0,2,0,0,"","E3","","","F","F","F","F","F","F","T","F","F","tanaf001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"CHA198704100","DET",1,1,0,0,0,"",3,0,"hilld001","R","hilld001","R","tanaf001","L","tanaf001","L","lowrd001","evand001","whitl001","coled001","trama001","grubj001","lemoc001","sherp001","","redug001","","63","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"63","","","","F","F","F","F","F","F","F","F","F","","tanaf001","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,9
"CHA198704100","DET",1,1,1,0,0,"",3,0,"walkg001","L","walkg001","L","tanaf001","L","tanaf001","L","lowrd001","evand001","whitl001","coled001","trama001","grubj001","lemoc001","sherp001","","redug001","","43.2-3","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"43","","","","F","F","F","F","F","F","F","F","F","","tanaf001","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,10
