"NYA197304090","CLE",1,0,0,0,0,"",0,0,"torrr101","R","torrr101","R","petef101","L","petef101","L","munst101","alouf101","clarh101","nettg001","michg101","whitr101","murcb101","aloum101","","","","7","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1
"NYA197304090","CLE",1,0,1,0,0,"",0,0,"hendg001","R","hendg001","R","petef101","L","petef101","L","munst101","alouf101","clarh101","nettg001","michg101","whitr101","murcb101","aloum101","","","","3/G","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,2
"NYA197304090","CLE",1,0,2,0,0,"",0,0,"chamc001","L","chamc001","L","petef101","L","petef101","L","munst101","alouf101","clarh101","nettg001","michg101","whitr101","murcb101","aloum101","","","","31","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,3
"NYA197304090","CLE",1,1,0,0,0,"",0,0,"clarh101","R","clarh101","R","strob101","L","strob101","L","duncd101","chamc001","brohj101","bellb001","cardl101","spikc101","hendg001","torrr101","","","","8","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,4
"NYA197304090","CLE",1,1,1,0,0,"",0,0,"whitr101","R","whitr101","R","strob101","L","strob101","L","duncd101","chamc001","brohj101","bellb001","cardl101","spikc101","hendg001","torrr101","","","","S","F","F",7,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"NYA197304090","CLE",1,1,1,0,0,"",0,0,"aloum101","L","aloum101","L","strob101","L","strob101","L","duncd101","chamc001","brohj101","bellb001","cardl101","spikc101","hendg001","torrr101","whitr101","","","13.1-2","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"13","","","","F","F","F","F","F","F","F","F","F","strob101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,6
"NYA197304090","CLE",1,1,2,0,0,"",0,0,"murcb101","L","murcb101","L","strob101","L","strob101","L","duncd101","chamc001","brohj101","bellb001","cardl101","spikc101","hendg001","torrr101","","whitr101","","8","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"8","","","","F","F","F","F","F","F","F","F","F","","strob101","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"NYA197304090","CLE",2,0,0,0,0,"",0,0,"spikc101","R","spikc101","R","petef101","L","petef101","L","munst101","alouf101","clarh101","nettg001","michg101","whitr101","murcb101","aloum101","","","","63","T","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,8
"NYA197304090","CLE",2,0,1,0,0,"",0,0,"duncd101","R","duncd101","R","petef101","L","petef101","L","munst101","alouf101","clarh101","nettg001","michg101","whitr101","murcb101","aloum101","","","","63","F","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,9
"NYA197304090","CLE",2,0,2,0,0,"",0,0,"ellij101","R","ellij101","R","petef101","L","petef101","L","munst101","alouf101","clarh101","nettg001","michg101","whitr101","murcb101","aloum101","","","","23","F","F",10,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"23","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,10
