"MIN197904170","CAL",1,0,0,0,0,"",0,0,"millr001","L","millr001","L","goltd101","R","goltd101","R","wyneb001","jackr002","wilfr001","cubbm101","smalr001","landk001","norww101","sofir101","","","","T8","T","F",8,1,22,"T","T",3,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",3,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"MIN197904170","CAL",1,0,0,0,0,"",0,0,"lansc001","R","lansc001","R","goltd101","R","goltd101","R","wyneb001","jackr002","wilfr001","cubbm101","smalr001","landk001","norww101","sofir101","","","millr001","8","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"8","","","","F","F","F","F","F","F","F","F","F","","","goltd101","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,2
"MIN197904170","CAL",1,0,1,0,0,"",0,0,"carer001","L","carer001","L","goltd101","R","goltd101","R","wyneb001","jackr002","wilfr001","cubbm101","smalr001","landk001","norww101","sofir101","","","millr001","13","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"13","","","","F","F","F","F","F","F","F","F","F","","","goltd101","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,3
"MIN197904170","CAL",1,0,2,0,0,"",0,0,"bayld001","R","bayld001","R","goltd101","R","goltd101","R","wyneb001","jackr002","wilfr001","cubbm101","smalr001","landk001","norww101","sofir101","","","millr001","S9.3-H","F","F",9,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,4,"","","","","F","F","F","F","F","F","F","F","F","","","goltd101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"MIN197904170","CAL",1,0,2,0,0,"",1,0,"rudij101","R","rudij101","R","goltd101","R","goltd101","R","wyneb001","jackr002","wilfr001","cubbm101","smalr001","landk001","norww101","sofir101","bayld001","","","PO1(13)","F","F",7,5,8,"F","F",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"","13","","","F","F","F","F","F","F","T","F","F","goltd101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,5
"MIN197904170","CAL",1,1,0,0,0,"",1,0,"cubbm101","L","cubbm101","L","ryann001","R","ryann001","R","downb001","carer001","gricb001","lansc001","mullr001","rudij101","millr001","bayld001","","","","K/C","T","F",5,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"MIN197904170","CAL",1,1,1,0,0,"",1,0,"smalr001","L","smalr001","L","ryann001","R","ryann001","R","downb001","carer001","gricb001","lansc001","mullr001","rudij101","millr001","bayld001","","","","S7","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"MIN197904170","CAL",1,1,1,0,0,"",1,0,"landk001","L","landk001","L","ryann001","R","ryann001","R","downb001","carer001","gricb001","lansc001","mullr001","rudij101","millr001","bayld001","smalr001","","","3/G.1-2","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"3","","","","F","F","F","F","F","F","F","F","F","ryann001","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,8
"MIN197904170","CAL",1,1,2,0,0,"",1,0,"jackr002","R","jackr002","R","ryann001","R","ryann001","R","downb001","carer001","gricb001","lansc001","mullr001","rudij101","millr001","bayld001","","smalr001","","W","F","F",3,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","ryann001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"MIN197904170","CAL",1,1,2,0,0,"",1,0,"adamg101","L","adamg101","L","ryann001","R","ryann001","R","downb001","carer001","gricb001","lansc001","mullr001","rudij101","millr001","bayld001","jackr002","smalr001","","43","F","F",10,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"43","","","","F","F","F","F","F","F","F","F","F","ryann001","ryann001","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,10
