"CIN197604080","HOU",1,0,0,0,0,"",0,0,"howaw101","L","howaw101","L","nolag101","R","nolag101","R","bencj101","peret001","morgj001","rosep001","concd001","fostg001","geroc101","grifk001","","","","8","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1
"CIN197604080","HOU",1,0,1,0,0,"",0,0,"cabee001","R","cabee001","R","nolag101","R","nolag101","R","bencj101","peret001","morgj001","rosep001","concd001","fostg001","geroc101","grifk001","","","","63","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,2
"CIN197604080","HOU",1,0,2,0,0,"",0,0,"cedec001","R","cedec001","R","nolag101","R","nolag101","R","bencj101","peret001","morgj001","rosep001","concd001","fostg001","geroc101","grifk001","","","","9","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,3
"CIN197604080","HOU",1,1,0,0,0,"",0,0,"rosep001","L","rosep001","L","richj101","R","richj101","R","johnc001","watsb001","milbl001","cabee001","metzr101","howaw101","cedec001","grosg001","","","","S8","T","F",5,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"CIN197604080","HOU",1,1,0,0,0,"",0,0,"grifk001","L","grifk001","L","richj101","R","richj101","R","johnc001","watsb001","milbl001","cabee001","metzr101","howaw101","cedec001","grosg001","rosep001","","","46(1)/FO.B-1","F","F",9,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","46","","","F","F","F","F","F","F","F","F","F","richj101","","","F","F","F","F","F","","","","",0,6,0,0,4,0,0,0,0,5
"CIN197604080","HOU",1,1,1,0,0,"",0,0,"morgj001","L","morgj001","L","richj101","R","richj101","R","johnc001","watsb001","milbl001","cabee001","metzr101","howaw101","cedec001","grosg001","grifk001","","","SB2.1-3(E2/TH2)","F","F",4,3,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,2,"T",0,"N",0,"N",0,3,0,0,"","","","","T","F","F","F","F","F","F","F","F","richj101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"CIN197604080","HOU",1,1,1,0,0,"",0,0,"morgj001","L","morgj001","L","richj101","R","richj101","R","johnc001","watsb001","milbl001","cabee001","metzr101","howaw101","cedec001","grosg001","","","grifk001","FC5.3XH(5);B-1","F","F",4,3,19,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","5","F","F","F","F","F","F","F","F","F","","","richj101","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,7
"CIN197604080","HOU",1,1,2,0,0,"",0,0,"bencj101","R","bencj101","R","richj101","R","richj101","R","johnc001","watsb001","milbl001","cabee001","metzr101","howaw101","cedec001","grosg001","morgj001","","","8","F","F",2,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","richj101","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,8
"CIN197604080","HOU",2,0,0,0,0,"",0,0,"watsb001","R","watsb001","R","nolag101","R","nolag101","R","bencj101","peret001","morgj001","rosep001","concd001","fostg001","geroc101","grifk001","","","","K","T","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"CIN197604080","HOU",2,0,1,0,0,"",0,0,"johnc001","R","johnc001","R","nolag101","R","nolag101","R","bencj101","peret001","morgj001","rosep001","concd001","fostg001","geroc101","grifk001","","","","K/C","F","F",2,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"CIN197604080","HOU",2,0,2,0,0,"",0,0,"grosg001","L","grosg001","L","nolag101","R","nolag101","R","bencj101","peret001","morgj001","rosep001","concd001","fostg001","geroc101","grifk001","","","","43","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,11
