"TEX200304040","SEA",1,0,0,2,2,"BFCBS",0,0,"suzui001","L","suzui001","L","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","K","T","F",9,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"TEX200304040","SEA",1,0,1,2,2,"BCBCX",0,0,"winnr001","L","winnr001","L","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","8/F","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,2
"TEX200304040","SEA",1,0,2,0,0,"X",0,0,"marte001","R","marte001","R","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","HR/9/F","F","F",10,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"F","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"TEX200304040","SEA",1,0,2,3,1,"CBBBX",1,0,"olerj001","L","olerj001","L","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","43/G","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"TEX200304040","SEA",1,1,0,0,2,"CFX",1,0,"gland001","R","gland001","R","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","","","","4/L","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,5
"TEX200304040","SEA",1,1,1,3,2,"BFBBSFB",1,0,"blalh001","L","blalh001","L","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","","","","W","F","F",5,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"TEX200304040","SEA",1,1,1,2,2,"CBBCX",1,0,"rodra001","R","rodra001","R","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","blalh001","","","4/P","F","F",6,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","franr001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,7
"TEX200304040","SEA",1,1,2,2,2,"BCBSX",1,0,"palmr001","L","palmr001","L","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","blalh001","","","8/L","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","franr001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,8
"TEX200304040","SEA",2,0,0,0,0,"X",1,0,"boonb002","R","boonb002","R","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","8/L","T","F",4,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"TEX200304040","SEA",2,0,1,2,2,"CBSBX",1,0,"camem001","R","camem001","R","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","53/G","F","F",8,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,10
"TEX200304040","SEA",2,0,2,3,2,"BFBBCS",1,0,"mclem001","L","mclem001","L","valdi001","R","valdi001","R","diaze002","palmr001","younm003","blalh001","rodra001","sierr001","gland001","gonzj002","","","","K","F","F",6,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,11
"TEX200304040","SEA",2,1,0,0,1,"CX",1,0,"gonzj002","R","gonzj002","R","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","","","","S8/L","T","F",9,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"TEX200304040","SEA",2,1,0,0,0,"X",1,0,"sierr001","L","sierr001","L","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","gonzj002","","","HR/8/F.1-H","F","F",7,6,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"F","F","F","8",0,0,"N",0,"N",0,"N",4,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","franr001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,13
"TEX200304040","SEA",2,1,0,0,1,"SX",1,2,"everc001","L","everc001","L","franr001","R","franr001","R","davib003","olerj001","boonb002","cirij001","mclem001","winnr001","camem001","suzui001","","","","8/F","F","F",10,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,14
