"SLN198804080","PIT",1,0,0,0,2,"FFX",0,0,"bondb001","L","bondb001","L","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","","","","D/L7L","T","F",7,1,21,"T","T",2,"F","F",0,"F","F",0,"F","F",0,"L","F","F","7L",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"SLN198804080","PIT",1,0,0,2,0,"BBX",0,0,"lindj002","R","lindj002","R","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","","bondb001","","43/G4.2-3","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4",0,0,"N",0,"N",0,"N",0,0,3,0,"43","","","","F","F","F","F","F","F","F","F","F","","cox-d001","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2
"SLN198804080","PIT",1,0,1,3,2,"CBBBFX",0,0,"vansa001","L","vansa001","L","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","","","bondb001","8/SF/F8D.3-H","F","F",8,3,2,"T","F",0,"F","T",1,"F","F",1,"F","F",8,"F","F","F","8D",0,0,"N",0,"N",0,"N",0,0,0,4,"8","","","","F","F","F","F","F","F","F","F","F","","","cox-d001","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,3
"SLN198804080","PIT",1,0,2,2,1,"BBFX",1,0,"bonib001","L","bonib001","L","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","","","","HR/F9D","F","F",5,4,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"F","F","F","9D",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"SLN198804080","PIT",1,0,2,0,0,"X",2,0,"coled001","R","coled001","R","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","","","","3/G3","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","3",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,5
"SLN198804080","PIT",1,1,0,0,2,"FCX",2,0,"colev001","L","colev001","L","fishb001","R","fishb001","R","lavam001","breas001","lindj002","bonib001","pedra001","bondb001","vansa001","coled001","","","","43/G4","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,6
"SLN198804080","PIT",1,1,1,3,2,"CCBBBX",2,0,"smito001","L","smito001","L","fishb001","R","fishb001","R","lavam001","breas001","lindj002","bonib001","pedra001","bondb001","vansa001","coled001","","","","13/G1","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","1",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,7
"SLN198804080","PIT",1,1,2,3,2,"CBBFBX",2,0,"herrt001","L","herrt001","L","fishb001","R","fishb001","R","lavam001","breas001","lindj002","bonib001","pedra001","bondb001","vansa001","coled001","","","","43/G4","F","F",4,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"SLN198804080","PIT",2,0,0,2,2,"CCFBBX",2,0,"breas001","L","breas001","L","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","","","","S8/L8S","T","F",3,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"L","F","F","8S",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"SLN198804080","PIT",2,0,0,2,1,"BBCX",2,0,"lavam001","L","lavam001","L","cox-d001","R","cox-d001","R","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","fordc001","breas001","","","36(1)3/GDP","F","F",2,7,2,"T","T",0,"F","F",2,"T","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","36","","","F","F","F","F","F","F","F","F","F","cox-d001","","","F","F","F","F","F","","","","",0,6,3,0,3,6,0,0,0,10
