"TEX197904100","CLE",1,0,0,0,0,"",0,0,"harrt001","R","harrt001","R","alexd001","R","alexd001","R","sundj001","jorgm001","willb101","bellb001","normn001","sampb001","oliva001","grubj001","","","","63","T","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"TEX197904100","CLE",1,0,1,0,0,"",0,0,"norrj101","L","norrj101","L","alexd001","R","alexd001","R","sundj001","jorgm001","willb101","bellb001","normn001","sampb001","oliva001","grubj001","","","","43","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2
"TEX197904100","CLE",1,0,2,0,0,"",0,0,"bondb101","R","bondb101","R","alexd001","R","alexd001","R","sundj001","jorgm001","willb101","bellb001","normn001","sampb001","oliva001","grubj001","","","","9","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,3
"TEX197904100","CLE",1,1,0,0,0,"",0,0,"willb101","L","willb101","L","wiser101","R","wiser101","R","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","9","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,4
"TEX197904100","CLE",1,1,1,0,0,"",0,0,"sampb001","R","sampb001","R","wiser101","R","wiser101","R","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","53","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,5
"TEX197904100","CLE",1,1,2,0,0,"",0,0,"oliva001","L","oliva001","L","wiser101","R","wiser101","R","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","HR/9","F","F",8,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"TEX197904100","CLE",1,1,2,0,0,"",0,1,"grubj001","L","grubj001","L","wiser101","R","wiser101","R","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","43","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"TEX197904100","CLE",2,0,0,0,0,"",0,1,"thora001","R","thora001","R","alexd001","R","alexd001","R","sundj001","jorgm001","willb101","bellb001","normn001","sampb001","oliva001","grubj001","","","","K","T","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"TEX197904100","CLE",2,0,1,0,0,"",0,1,"alexg101","R","alexg101","R","alexd001","R","alexd001","R","sundj001","jorgm001","willb101","bellb001","normn001","sampb001","oliva001","grubj001","","","","W","F","F",2,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"TEX197904100","CLE",2,0,1,0,0,"",0,1,"cagew101","L","cagew101","L","alexd001","R","alexd001","R","sundj001","jorgm001","willb101","bellb001","normn001","sampb001","oliva001","grubj001","alexg101","","","K","F","F",10,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","alexd001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
