"BAL196604150","NYA",1,0,0,0,0,"",0,0,"richb102","R","richb102","R","bunkw101","R","bunkw101","R","etcha101","poweb101","johnd105","robib104","aparl101","blefc101","blaip101","robif103","","","","63","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"BAL196604150","NYA",1,0,1,0,0,"",0,0,"whitr101","L","whitr101","L","bunkw101","R","bunkw101","R","etcha101","poweb101","johnd105","robib104","aparl101","blefc101","blaip101","robif103","","","","2/FL","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"BAL196604150","NYA",1,0,2,0,0,"",0,0,"marir101","L","marir101","L","bunkw101","R","bunkw101","R","etcha101","poweb101","johnd105","robib104","aparl101","blefc101","blaip101","robif103","","","","K","F","F",9,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"BAL196604150","NYA",1,1,0,0,0,"",0,0,"aparl101","R","aparl101","R","petef101","L","petef101","L","howae101","pepij101","richb102","boyec102","murcb101","trest101","whitr101","marir101","","","","S7/G#","T","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"BAL196604150","NYA",1,1,0,0,0,"",0,0,"blefc101","L","blefc101","L","petef101","L","petef101","L","howae101","pepij101","richb102","boyec102","murcb101","trest101","whitr101","marir101","aparl101","","","7","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"7","","","","F","F","F","F","F","F","F","F","F","petef101","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,5
"BAL196604150","NYA",1,1,1,0,0,"",0,0,"robif103","R","robif103","R","petef101","L","petef101","L","howae101","pepij101","richb102","boyec102","murcb101","trest101","whitr101","marir101","aparl101","","","13.1-2","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"13","","","","F","F","F","F","F","F","F","F","F","petef101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,6
"BAL196604150","NYA",1,1,2,0,0,"",0,0,"robib104","R","robib104","R","petef101","L","petef101","L","howae101","pepij101","richb102","boyec102","murcb101","trest101","whitr101","marir101","","aparl101","","S9/G.2-H#","F","F",5,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","petef101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"BAL196604150","NYA",1,1,2,0,0,"",0,1,"poweb101","L","poweb101","L","petef101","L","petef101","L","howae101","pepij101","richb102","boyec102","murcb101","trest101","whitr101","marir101","robib104","","","13","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"13","","","","F","F","F","F","F","F","F","F","F","petef101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,8
"BAL196604150","NYA",2,0,0,0,0,"",0,1,"trest101","L","trest101","L","bunkw101","R","bunkw101","R","etcha101","poweb101","johnd105","robib104","aparl101","blefc101","blaip101","robif103","","","","7","T","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,9
"BAL196604150","NYA",2,0,1,0,0,"",0,1,"pepij101","L","pepij101","L","bunkw101","R","bunkw101","R","etcha101","poweb101","johnd105","robib104","aparl101","blefc101","blaip101","robif103","","","","S7","F","F",3,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
