"CAL198604140","SEA",1,0,0,0,0,"",0,0,"tartd001","R","tartd001","R","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","","","","9","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,1
"CAL198604140","SEA",1,0,1,0,0,"",0,0,"bradp001","R","bradp001","R","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","","","","6","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,2
"CAL198604140","SEA",1,0,2,0,0,"",0,0,"caldi001","R","caldi001","R","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","","","","K","F","F",8,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"CAL198604140","SEA",1,1,0,0,0,"",0,0,"gricb001","R","gricb001","R","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","","","","43","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"CAL198604140","SEA",1,1,1,0,0,"",0,0,"joynw001","L","joynw001","L","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","","","","43","F","F",3,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,5
"CAL198604140","SEA",1,1,2,0,0,"",0,0,"decid001","R","decid001","R","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","","","","W","F","F",5,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"CAL198604140","SEA",1,1,2,0,0,"",0,0,"downb001","R","downb001","R","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","decid001","","","W.1-2","F","F",10,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","langm001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"CAL198604140","SEA",1,1,2,0,0,"",0,0,"hendg001","R","hendg001","R","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","downb001","decid001","","S.2-H;1-2","F","F",9,5,20,"T","T",1,"F","F",0,"F","F",1,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,4,0,"","","","","F","F","F","F","F","F","F","F","F","langm001","langm001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"CAL198604140","SEA",1,1,2,0,0,"",0,1,"milld001","R","milld001","R","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","hendg001","downb001","","8","F","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"8","","","","F","F","F","F","F","F","F","F","F","langm001","langm001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"CAL198604140","SEA",2,0,0,0,0,"",0,1,"thomg001","R","thomg001","R","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","","","","W","T","F",10,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"CAL198604140","SEA",2,0,0,0,0,"",0,1,"davia002","L","davia002","L","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","thomg001","","","46(1)/FO/G.B-1","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","46","","","F","F","F","F","F","F","F","F","F","slatj001","","","F","F","F","F","F","","","","",0,6,0,0,4,0,0,0,0,11
"CAL198604140","SEA",2,0,1,0,0,"",0,1,"cowea001","R","cowea001","R","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","davia002","","","64(1)/FO/G.B-1","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","slatj001","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,12
"CAL198604140","SEA",2,0,2,0,0,"",0,1,"presj001","R","presj001","R","slatj001","R","slatj001","R","boonb001","joynw001","gricb001","decid001","burlr001","milld001","pettg001","hendg001","cowea001","","","8/L","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","slatj001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,13
"CAL198604140","SEA",2,1,0,0,0,"",0,1,"burlr001","R","burlr001","R","langm001","L","langm001","L","yeags001","davia002","tartd001","presj001","owens001","bradp001","caldi001","cowea001","","","","63","T","F",6,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,14
