"LAN200004140","CIN",1,0,0,2,2,"BBCSX",0,0,"reesp001","R","reesp001","R","herso001","R","herso001","R","hundt001","karre001","grudm001","belta001","elstk001","shefg001","whitd001","grees001","","","","S8","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"LAN200004140","CIN",1,0,0,0,2,"CFX",0,0,"larkb001","R","larkb001","R","herso001","R","herso001","R","hundt001","karre001","grudm001","belta001","elstk001","shefg001","whitd001","grees001","reesp001","","","9/F9","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","herso001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,2
"LAN200004140","CIN",1,0,1,1,0,"BX",0,0,"grifk002","L","grifk002","L","herso001","R","herso001","R","hundt001","karre001","grudm001","belta001","elstk001","shefg001","whitd001","grees001","reesp001","","","36(1)3/GDP","F","F",8,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","36","","","F","F","F","F","F","F","F","F","F","herso001","","","F","F","F","F","F","","","","",0,6,3,0,3,6,0,0,0,3
"LAN200004140","CIN",1,1,0,2,0,"BBX",0,0,"whitd001","L","whitd001","L","bellr003","R","bellr003","R","taube001","morrh001","reesp001","boona001","larkb001","yound001","grifk002","bichd001","","","","3/G","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,4
"LAN200004140","CIN",1,1,1,2,2,"BFBFS",0,0,"grudm001","R","grudm001","R","bellr003","R","bellr003","R","taube001","morrh001","reesp001","boona001","larkb001","yound001","grifk002","bichd001","","","","K","F","F",4,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"LAN200004140","CIN",1,1,2,1,0,"BX",0,0,"shefg001","R","shefg001","R","bellr003","R","bellr003","R","taube001","morrh001","reesp001","boona001","larkb001","yound001","grifk002","bichd001","","","","HR/7","F","F",7,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","7",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"LAN200004140","CIN",1,1,2,3,2,"BCBSBX",0,1,"grees001","L","grees001","L","bellr003","R","bellr003","R","taube001","morrh001","reesp001","boona001","larkb001","yound001","grifk002","bichd001","","","","7/F7","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,7
"LAN200004140","CIN",2,0,0,2,1,"BBCX",0,1,"bichd001","R","bichd001","R","herso001","R","herso001","R","hundt001","karre001","grudm001","belta001","elstk001","shefg001","whitd001","grees001","","","","S7","T","F",9,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"LAN200004140","CIN",2,0,0,1,1,"BFX",0,1,"yound001","L","yound001","L","herso001","R","herso001","R","hundt001","karre001","grudm001","belta001","elstk001","shefg001","whitd001","grees001","bichd001","","","S9/9S.1-2","F","F",7,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","9S",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","herso001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"LAN200004140","CIN",2,0,0,1,2,"CFBX",0,1,"taube001","L","taube001","L","herso001","R","herso001","R","hundt001","karre001","grudm001","belta001","elstk001","shefg001","whitd001","grees001","yound001","bichd001","","4(1)3/GDP.2-3","F","F",2,6,2,"T","T",0,"F","F",2,"T","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"43","4","","","F","F","F","F","F","F","F","F","F","herso001","herso001","","F","F","F","F","F","","","","",0,4,3,0,4,0,0,0,0,10
