"SEA200304080","ANA",1,0,0,2,2,"CBBSX",0,0,"ecksd001","R","ecksd001","R","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","","","","63/G","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"SEA200304080","ANA",1,0,1,1,2,"CCFBH",0,0,"erstd001","L","erstd001","L","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","","","","HP","F","F",8,2,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"SEA200304080","ANA",1,0,1,2,2,"1BBCSF1X",0,0,"salmt001","R","salmt001","R","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","erstd001","","","6/P","F","F",10,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"6","","","","F","F","F","F","F","F","F","F","F","moyej001","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,3
"SEA200304080","ANA",1,0,2,1,2,"BCC1FX",0,0,"andeg001","L","andeg001","L","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","erstd001","","","DGR/89/F.1-3","F","F",7,4,21,"T","T",2,"F","F",0,"F","F",0,"F","F",0,"F","F","F","89",0,0,"N",0,"N",0,"N",2,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","moyej001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"SEA200304080","ANA",1,0,2,1,2,"SSBX",0,0,"glaut001","R","glaut001","R","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","","andeg001","erstd001","63/G","F","F",5,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"63","","","","F","F","F","F","F","F","F","F","F","","moyej001","moyej001","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,5
"SEA200304080","ANA",1,1,0,0,0,"X",0,0,"suzui001","L","suzui001","L","ortir002","R","ortir002","R","molib001","woots001","gil-b001","glaut001","ecksd001","andeg001","erstd001","owene001","","","","31/G","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,6
"SEA200304080","ANA",1,1,1,3,0,"BBBB",0,0,"winnr001","L","winnr001","L","ortir002","R","ortir002","R","molib001","woots001","gil-b001","glaut001","ecksd001","andeg001","erstd001","owene001","","","","W","F","F",7,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"SEA200304080","ANA",1,1,1,2,1,"BC11B1X",0,0,"mclem001","L","mclem001","L","ortir002","R","ortir002","R","molib001","woots001","gil-b001","glaut001","ecksd001","andeg001","erstd001","owene001","winnr001","","","8/F","F","F",10,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","ortir002","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,8
"SEA200304080","ANA",1,1,2,2,2,"1FFF>F*BB1F>X",0,0,"olerj001","L","olerj001","L","ortir002","R","ortir002","R","molib001","woots001","gil-b001","glaut001","ecksd001","andeg001","erstd001","owene001","winnr001","","","S8/F.1-3","F","F",3,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","ortir002","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"SEA200304080","ANA",1,1,2,0,2,"SCS",0,0,"boonb002","R","boonb002","R","ortir002","R","ortir002","R","molib001","woots001","gil-b001","glaut001","ecksd001","andeg001","erstd001","owene001","olerj001","","winnr001","K","F","F",4,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"2","","","","F","F","F","F","F","F","F","F","F","ortir002","","ortir002","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"SEA200304080","ANA",2,0,0,1,2,"CFFBC",0,0,"woots001","R","woots001","R","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","","","","K","T","F",3,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,11
"SEA200304080","ANA",2,0,1,2,2,"SBSBS",0,0,"gil-b001","R","gil-b001","R","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","","","","K","F","F",4,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,12
"SEA200304080","ANA",2,0,2,2,1,"BBCX",0,0,"molib001","R","molib001","R","moyej001","L","moyej001","L","wilsd001","olerj001","boonb002","cirij001","guilc001","winnr001","camem001","suzui001","","","","53/G","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,13
"SEA200304080","ANA",2,1,0,2,2,"..BBFCS",0,0,"camem001","R","camem001","R","ortir002","R","ortir002","R","molib001","woots001","gil-b001","spies001","ecksd001","andeg001","erstd001","owene001","","","","K","T","F",8,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,14
"SEA200304080","ANA",2,1,1,2,0,"BBX",0,0,"cirij001","R","cirij001","R","ortir002","R","ortir002","R","molib001","woots001","gil-b001","spies001","ecksd001","andeg001","erstd001","owene001","","","","53/G","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,15
