"TOR198204090","MIL",1,0,0,0,0,"",0,0,"molip001","R","molip001","R","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","","","","S9","T","F",5,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"TOR198204090","MIL",1,0,0,0,0,"",0,0,"moorc001","R","moorc001","R","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","molip001","","","S7.1-2","F","F",2,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","bombm101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"TOR198204090","MIL",1,0,0,0,0,"",0,0,"coopc001","L","coopc001","L","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","moorc001","molip001","","D7.2-H;1-H","F","F",3,3,21,"T","T",2,"F","F",0,"F","F",2,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,4,4,0,"","","","","F","F","F","F","F","F","F","F","F","bombm101","bombm101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"TOR198204090","MIL",1,0,0,0,0,"",2,0,"oglib001","L","oglib001","L","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","","coopc001","","HR/9.2-H","F","F",7,4,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","bombm101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"TOR198204090","MIL",1,0,0,0,0,"",4,0,"thomg001","R","thomg001","R","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","","","","W","F","F",8,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"TOR198204090","MIL",1,0,0,0,0,"",4,0,"hisll101","R","hisll101","R","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","thomg001","","","K","F","F",10,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","bombm101","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"TOR198204090","MIL",1,0,1,0,0,"",4,0,"younr001","R","younr001","R","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","thomg001","","","S7.1-2","F","F",6,7,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","bombm101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"TOR198204090","MIL",1,0,1,0,0,"",4,0,"broum001","R","broum001","R","bombm101","R","bombm101","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","younr001","thomg001","","S9.2-H;1-2","F","F",9,8,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,2,4,0,"","","","","F","F","F","F","F","F","F","F","F","bombm101","bombm101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"TOR198204090","MIL",1,0,1,0,0,"",5,0,"gantj001","L","gantj001","L","murrd001","R","murrd001","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","broum001","younr001","","W.2-3;1-2","F","F",4,9,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","bombm101","bombm101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"TOR198204090","MIL",1,0,1,0,0,"",5,0,"molip001","R","molip001","R","murrd001","R","murrd001","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","gantj001","broum001","younr001","7/SF.3-H","F","F",5,1,2,"T","F",0,"F","T",1,"F","F",1,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,4,"7","","","","F","F","F","F","F","F","F","F","F","murrd001","bombm101","bombm101","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,10
"TOR198204090","MIL",1,0,2,0,0,"",6,0,"moorc001","R","moorc001","R","murrd001","R","murrd001","R","white002","upshw001","garcd001","mullr001","grifa001","wooda001","mosel001","barfj001","gantj001","broum001","","7/7D","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7D",0,0,"N",0,"N",0,"N",0,1,2,0,"7","","","","F","F","F","F","F","F","F","F","F","murrd001","bombm101","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,11
