"MIL198004100","BOS",1,0,0,0,0,"",0,0,"remyj001","L","remyj001","L","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","","","","13","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,1
"MIL198004100","BOS",1,0,1,0,0,"",0,0,"burlr001","R","burlr001","R","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","","","","S9","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"MIL198004100","BOS",1,0,1,0,0,"",0,0,"lynnf001","L","lynnf001","L","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","burlr001","","","8","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","slatj001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,3
"MIL198004100","BOS",1,0,2,0,0,"",0,0,"ricej001","R","ricej001","R","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","burlr001","","","K","F","F",7,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","slatj001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"MIL198004100","BOS",1,1,0,0,0,"",0,0,"molip001","R","molip001","R","ecked001","R","ecked001","R","raded101","peret001","remyj001","hobsb101","burlr001","ricej001","lynnf001","evand002","","","","53","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,5
"MIL198004100","BOS",1,1,1,0,0,"",0,0,"coopc001","L","coopc001","L","ecked001","R","ecked001","R","raded101","peret001","remyj001","hobsb101","burlr001","ricej001","lynnf001","evand002","","","","K/C","F","F",3,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"MIL198004100","BOS",1,1,2,0,0,"",0,0,"david101","R","david101","R","ecked001","R","ecked001","R","raded101","peret001","remyj001","hobsb101","burlr001","ricej001","lynnf001","evand002","","","","9","F","F",10,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,7
"MIL198004100","BOS",2,0,0,0,0,"",0,0,"yastc101","L","yastc101","L","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","","","","S9/89","T","F",10,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","89",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"MIL198004100","BOS",2,0,0,0,0,"",0,0,"peret001","R","peret001","R","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","yastc101","","","S9.1-3","F","F",3,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","slatj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"MIL198004100","BOS",2,0,0,0,0,"",0,0,"hobsb101","R","hobsb101","R","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","peret001","","yastc101","WP.1-2","F","F",5,7,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,3,"","","","","F","F","F","F","F","F","F","F","F","slatj001","","slatj001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"MIL198004100","BOS",2,0,0,0,0,"",0,0,"hobsb101","R","hobsb101","R","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","","peret001","yastc101","S/G46.3-H;2-3","F","F",5,7,20,"T","T",1,"F","F",0,"F","F",1,"F","F",0,"G","F","F","46",0,0,"N",0,"N",0,"N",1,0,3,4,"","","","","F","F","F","F","F","F","F","F","F","","slatj001","slatj001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"MIL198004100","BOS",2,0,0,0,0,"",1,0,"evand002","R","evand002","R","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","hobsb101","","peret001","K","F","F",9,8,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"2","","","","F","F","F","F","F","F","F","F","F","slatj001","","slatj001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,12
"MIL198004100","BOS",2,0,1,0,0,"",1,0,"raded101","L","raded101","L","slatj001","R","slatj001","R","moorc001","coopc001","molip001","moned101","younr001","oglib001","thomg001","lezcs001","hobsb101","","peret001","46(1)3/GDP","F","F",2,9,2,"T","T",0,"F","F",2,"T","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"63","46","","","F","F","F","F","F","F","F","F","F","slatj001","","slatj001","F","F","F","F","F","","","","",0,6,3,0,4,6,0,0,0,13
