"ATL197904090","CIN",1,0,0,0,0,"",0,0,"grifk001","L","grifk001","L","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","","","","D7","T","F",9,1,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"ATL197904090","CIN",1,0,0,0,0,"",0,0,"concd001","R","concd001","R","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","","grifk001","","1/SH.2-3","F","F",6,2,2,"T","F",0,"T","F",1,"F","F",0,"F","F",1,"G","T","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"1","","","","F","F","F","F","F","F","F","F","F","","mahlm001","","F","F","F","F","F","","","","",0,1,0,0,0,0,0,0,0,2
"ATL197904090","CIN",1,0,1,0,0,"",0,0,"morgj001","L","morgj001","L","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","","","grifk001","W","F","F",4,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,3,"","","","","F","F","F","F","F","F","F","F","F","","","mahlm001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"ATL197904090","CIN",1,0,1,0,0,"",0,0,"fostg001","R","fostg001","R","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","morgj001","","grifk001","T9.3-H;1-H","F","F",7,4,22,"T","T",3,"F","F",0,"F","F",2,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",3,4,0,4,"","","","","F","F","F","F","F","F","F","F","F","mahlm001","","mahlm001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"ATL197904090","CIN",1,0,1,0,0,"",2,0,"bencj101","R","bencj101","R","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","","","fostg001","9/SF.3-H","F","F",2,5,2,"T","F",0,"F","T",1,"F","F",1,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,4,"9","","","","F","F","F","F","F","F","F","F","F","","","mahlm001","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,5
"ATL197904090","CIN",1,0,2,0,0,"",3,0,"dried001","L","dried001","L","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","","","","3/P","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"ATL197904090","CIN",1,1,0,0,0,"",3,0,"roysj001","R","roysj001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","knigr001","concd001","fostg001","geroc101","grifk001","","","","K/C","T","F",5,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"ATL197904090","CIN",1,1,1,0,0,"",3,0,"hubbg001","R","hubbg001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","knigr001","concd001","fostg001","geroc101","grifk001","","","","W","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"ATL197904090","CIN",1,1,1,0,0,"",3,0,"mattg001","R","mattg001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","knigr001","concd001","fostg001","geroc101","grifk001","hubbg001","","","S7.1-2","F","F",9,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","seavt001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"ATL197904090","CIN",1,1,1,0,0,"",3,0,"burrj001","R","burrj001","R","seavt001","R","seavt001","R","bencj101","dried001","morgj001","knigr001","concd001","fostg001","geroc101","grifk001","mattg001","hubbg001","","K+CS3(25)/DP","F","F",7,4,3,"T","T",0,"F","F",2,"T","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","25","","F","F","F","F","T","F","F","F","F","seavt001","seavt001","","F","F","F","F","F","","","","",0,2,5,0,2,0,0,0,0,10
"ATL197904090","CIN",2,0,0,0,0,"",3,0,"knigr001","R","knigr001","R","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","","","","E1","T","F",5,7,18,"T","T",0,"F","F",0,"F","F",0,"F","F",1,"G","F","F","",1,1,"F",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"ATL197904090","CIN",2,0,0,0,0,"",3,0,"geroc101","L","geroc101","L","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","knigr001","","","6/P","F","F",8,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"6","","","","F","F","F","F","F","F","F","F","F","mahlm001","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,12
"ATL197904090","CIN",2,0,1,0,0,"",3,0,"seavt001","R","seavt001","R","mahlm001","L","mahlm001","L","murpd001","lum-m101","hubbg001","roysj001","friap101","burrj001","bonnb001","mattg001","knigr001","","","14/SH.1-2","F","F",1,9,2,"T","F",0,"T","F",1,"F","F",0,"F","F",1,"G","T","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"14","","","","F","F","F","F","F","F","F","F","F","mahlm001","","","F","F","F","F","F","","","","",0,4,0,0,1,0,0,0,0,13
