"SFN196004120","SLN",1,0,0,0,0,"",0,0,"cunnj101","L","cunnj101","L","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","5/FL","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,1
"SFN196004120","SLN",1,0,1,0,0,"",0,0,"spend101","R","spend101","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","K","F","F",6,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"SFN196004120","SLN",1,0,2,0,0,"",0,0,"whitb105","L","whitb105","L","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","S9","F","F",8,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"SFN196004120","SLN",1,0,2,0,0,"",0,0,"boyek101","R","boyek101","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","whitb105","","","SB2","F","F",5,4,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","jones105","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"SFN196004120","SLN",1,0,2,0,0,"",0,0,"boyek101","R","boyek101","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","whitb105","","7","F","F",5,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"7","","","","F","F","F","F","F","F","F","F","F","","jones105","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,5
"SFN196004120","SLN",1,1,0,0,0,"",0,0,"blasd101","L","blasd101","L","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","","E4","T","F",4,1,18,"T","T",0,"F","F",0,"F","F",0,"F","F",4,"G","F","F","",1,4,"F",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"SFN196004120","SLN",1,1,0,0,0,"",0,0,"davej101","R","davej101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","blasd101","","","13/SH.1-2","F","F",5,2,2,"T","F",0,"T","F",1,"F","F",0,"F","F",1,"G","T","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"13","","","","F","F","F","F","F","F","F","F","F","jackl102","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,7
"SFN196004120","SLN",1,1,1,0,0,"",0,0,"maysw101","R","maysw101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","blasd101","","W","F","F",8,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","jackl102","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"SFN196004120","SLN",1,1,1,0,0,"",0,0,"mccow101","L","mccow101","L","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","maysw101","blasd101","","2/FL","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","T","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","jackl102","jackl102","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"SFN196004120","SLN",1,1,2,0,0,"",0,0,"cepeo101","R","cepeo101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","maysw101","blasd101","","T8.1-H(UR);2-H(UR)","F","F",7,5,22,"T","T",3,"F","F",0,"F","F",2,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",3,5,5,0,"","","","","F","F","F","F","F","F","F","F","F","jackl102","jackl102","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"SFN196004120","SLN",1,1,2,0,0,"",0,2,"kirkw101","L","kirkw101","L","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","cepeo101","W","F","F",9,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,3,"","","","","F","F","F","F","F","F","F","F","F","","","jackl102","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"SFN196004120","SLN",1,1,2,0,0,"",0,2,"brese101","R","brese101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","kirkw101","","cepeo101","SB2","F","F",6,7,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,3,"","","","","T","F","F","F","F","F","F","F","F","jackl102","","jackl102","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"SFN196004120","SLN",1,1,2,0,0,"",0,2,"brese101","R","brese101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","kirkw101","cepeo101","W","F","F",6,7,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,3,"","","","","F","F","F","F","F","F","F","F","F","","jackl102","jackl102","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,13
"SFN196004120","SLN",1,1,2,0,0,"",0,2,"schmb101","R","schmb101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","brese101","kirkw101","cepeo101","7","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,3,"7","","","","F","F","F","F","F","F","F","F","F","jackl102","jackl102","jackl102","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,14
"SFN196004120","SLN",2,0,0,0,0,"",0,2,"musis101","L","musis101","L","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","9","T","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,15
"SFN196004120","SLN",2,0,1,0,0,"",0,2,"wagnl101","L","wagnl101","L","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","5/FL","F","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,16
"SFN196004120","SLN",2,0,2,0,0,"",0,2,"smith108","R","smith108","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","7","F","F",2,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,17
"SFN196004120","SLN",2,1,0,0,0,"",0,2,"jones105","R","jones105","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","","13","T","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,18
"SFN196004120","SLN",2,1,1,0,0,"",0,2,"blasd101","L","blasd101","L","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","","53","F","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,19
"SFN196004120","SLN",2,1,2,0,0,"",0,2,"davej101","R","davej101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","","K","F","F",5,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,20
"SFN196004120","SLN",3,0,0,0,0,"",0,2,"grama101","R","grama101","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","9","T","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,21
"SFN196004120","SLN",3,0,1,0,0,"",0,2,"jackl102","R","jackl102","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","K/C","F","F",1,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,22
"SFN196004120","SLN",3,0,2,0,0,"",0,2,"cunnj101","L","cunnj101","L","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","8","F","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,23
"SFN196004120","SLN",3,1,0,0,0,"",0,2,"maysw101","R","maysw101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","","D9","T","F",8,3,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,24
"SFN196004120","SLN",3,1,0,0,0,"",0,2,"mccow101","L","mccow101","L","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","maysw101","","43.2-3","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"43","","","","F","F","F","F","F","F","F","F","F","","jackl102","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,25
"SFN196004120","SLN",3,1,1,0,0,"",0,2,"cepeo101","R","cepeo101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","","","maysw101","S8.3-H","F","F",7,5,20,"T","T",1,"F","F",0,"F","F",1,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,4,"","","","","F","F","F","F","F","F","F","F","F","","","jackl102","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,26
"SFN196004120","SLN",3,1,1,0,0,"",0,3,"kirkw101","L","kirkw101","L","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","cepeo101","","","9","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","jackl102","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,27
"SFN196004120","SLN",3,1,2,0,0,"",0,3,"brese101","R","brese101","R","jackl102","R","jackl102","R","smith108","musis101","grama101","boyek101","spend101","wagnl101","whitb105","cunnj101","cepeo101","","","PO1(13)","F","F",6,7,8,"F","F",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"","13","","","F","F","F","F","F","F","T","F","F","jackl102","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,28
"SFN196004120","SLN",4,0,0,0,0,"",0,3,"spend101","R","spend101","R","jones105","R","jones105","R","schmb101","mccow101","blasd101","davej101","brese101","cepeo101","maysw101","kirkw101","","","","63","T","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,29
