"MIL200404090","HOU",1,0,0,3,2,"BBBCCX",0,0,"biggc001","R","biggc001","R","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","","","","S7/F-","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"MIL200404090","HOU",1,0,0,1,0,"BX",0,0,"evera001","R","evera001","R","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","biggc001","","","46(1)3/GDP","F","F",6,2,2,"T","T",0,"F","F",2,"T","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","46","","","F","F","F","F","F","F","F","F","F","oberw001","","","F","F","F","F","F","","","","",0,6,3,0,4,6,0,0,0,2
"MIL200404090","HOU",1,0,2,3,2,"SCBBBB",0,0,"bagwj001","R","bagwj001","R","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","","","","W","F","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"MIL200404090","HOU",1,0,2,0,0,"X",0,0,"kentj001","R","kentj001","R","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","bagwj001","","","64(1)/FO/G","F","F",4,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","oberw001","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,4
"MIL200404090","HOU",1,1,0,3,1,"CBBBX",0,0,"podss001","L","podss001","L","millw001","R","millw001","R","ausmb001","bagwj001","kentj001","ensbm001","evera001","berkl001","biggc001","hidar001","","","","2/P2F","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"P","F","T","2F",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"MIL200404090","HOU",1,1,1,2,2,"BCBCX",0,0,"counc001","L","counc001","L","millw001","R","millw001","R","ausmb001","bagwj001","kentj001","ensbm001","evera001","berkl001","biggc001","hidar001","","","","5/P5F","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"P","F","T","5F",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,6
"MIL200404090","HOU",1,1,2,3,2,"BCCBBC",0,0,"spivj001","R","spivj001","R","millw001","R","millw001","R","ausmb001","bagwj001","kentj001","ensbm001","evera001","berkl001","biggc001","hidar001","","","","K","F","F",4,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"MIL200404090","HOU",2,0,0,1,1,"CBX",0,0,"berkl001","L","berkl001","L","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","","","","D7/F","T","F",7,5,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"MIL200404090","HOU",2,0,0,1,1,"BFX",0,0,"hidar001","R","hidar001","R","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","","berkl001","","53/G","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"53","","","","F","F","F","F","F","F","F","F","F","","oberw001","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,9
"MIL200404090","HOU",2,0,1,1,0,"*BX",0,0,"ensbm001","R","ensbm001","R","oberw001","R","oberw001","R","benng001","overl001","spivj001","helmw001","counc001","jenkg001","podss001","grieb001","","berkl001","","S5/G.2-3","F","F",5,7,20,"T","T",1,"F","F",0,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","","","","F","F","F","F","F","F","F","F","F","","oberw001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
