"PIT195004210","CIN",1,0,0,0,0,"",0,0,"hattg101","L","hattg101","L","werlb101","L","werlb101","L","mccuc101","hoppj102","murtd101","fernn101","rojes101","kiner101","westw102","beart101","","","","W","T","F",5,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"PIT195004210","CIN",1,0,0,0,0,"",0,0,"usheb101","R","usheb101","R","werlb101","L","werlb101","L","mccuc101","hoppj102","murtd101","fernn101","rojes101","kiner101","westw102","beart101","hattg101","","","64(1)3/GDP","F","F",8,2,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","64","","","F","F","F","F","F","F","F","F","F","werlb101","","","F","F","F","F","F","","","","",0,4,3,0,6,4,0,0,0,2
"PIT195004210","CIN",1,0,2,0,0,"",0,0,"wyroj101","L","wyroj101","L","werlb101","L","werlb101","L","mccuc101","hoppj102","murtd101","fernn101","rojes101","kiner101","westw102","beart101","","","","13","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,3
"PIT195004210","CIN",1,1,0,0,0,"",0,0,"beart101","L","beart101","L","wehmh101","R","wehmh101","R","coopw102","klust101","blooj101","hattg101","stalv101","litwd101","usheb101","wyroj101","","","","3/G","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,4
"PIT195004210","CIN",1,1,1,0,0,"",0,0,"hoppj102","L","hoppj102","L","wehmh101","R","wehmh101","R","coopw102","klust101","blooj101","hattg101","stalv101","litwd101","usheb101","wyroj101","","","","8","F","F",3,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,5
"PIT195004210","CIN",1,1,2,0,0,"",0,0,"kiner101","R","kiner101","R","wehmh101","R","wehmh101","R","coopw102","klust101","blooj101","hattg101","stalv101","litwd101","usheb101","wyroj101","","","","HR/7","F","F",7,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","7",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"PIT195004210","CIN",1,1,2,0,0,"",0,1,"fernn101","R","fernn101","R","wehmh101","R","wehmh101","R","coopw102","klust101","blooj101","hattg101","stalv101","litwd101","usheb101","wyroj101","","","","2/FL","F","F",5,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"PIT195004210","CIN",2,0,0,0,0,"",0,1,"coopw102","R","coopw102","R","werlb101","L","werlb101","L","mccuc101","hoppj102","murtd101","fernn101","rojes101","kiner101","westw102","beart101","","","","K","T","F",2,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"PIT195004210","CIN",2,0,1,0,0,"",0,1,"litwd101","R","litwd101","R","werlb101","L","werlb101","L","mccuc101","hoppj102","murtd101","fernn101","rojes101","kiner101","westw102","beart101","","","","63","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,9
"PIT195004210","CIN",2,0,2,0,0,"",0,1,"klust101","L","klust101","L","werlb101","L","werlb101","L","mccuc101","hoppj102","murtd101","fernn101","rojes101","kiner101","westw102","beart101","","","","5/FL","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,10
