"NYN199004090","PIT",1,0,0,2,1,"CBBX",0,0,"backw001","L","backw001","L","goodd001","R","goodd001","R","lyonb002","marsm001","jeffg001","johnh001","elstk001","mcrek001","millk001","strad001","","","","53/G56S","T","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","56S",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,1
"NYN199004090","PIT",1,0,1,0,2,"SSC",0,0,"bellj001","R","bellj001","R","goodd001","R","goodd001","R","lyonb002","marsm001","jeffg001","johnh001","elstk001","mcrek001","millk001","strad001","","","","K","F","F",6,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"NYN199004090","PIT",1,0,2,1,2,"CCFBX",0,0,"vansa001","L","vansa001","L","goodd001","R","goodd001","R","lyonb002","marsm001","jeffg001","johnh001","elstk001","mcrek001","millk001","strad001","","","","53/G56S","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","56S",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,3
"NYN199004090","PIT",1,1,0,3,2,"BBBCCX",0,0,"jeffg001","L","jeffg001","L","drabd001","R","drabd001","R","lavam001","breas001","lindj002","backw001","bellj001","bondb001","vansa001","bonib001","","","","43/G4D","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4D",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"NYN199004090","PIT",1,1,1,3,2,"CBBFBX",0,0,"millk001","R","millk001","R","drabd001","R","drabd001","R","lavam001","breas001","lindj002","backw001","bellj001","bondb001","vansa001","bonib001","","","","53/G56","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","56",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,5
"NYN199004090","PIT",1,1,2,1,1,"FBX",0,0,"johnh001","L","johnh001","L","drabd001","R","drabd001","R","lavam001","breas001","lindj002","backw001","bellj001","bondb001","vansa001","bonib001","","","","HR/9","F","F",5,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"NYN199004090","PIT",1,1,2,3,2,"BBBFSX",0,1,"strad001","L","strad001","L","drabd001","R","drabd001","R","lavam001","breas001","lindj002","backw001","bellj001","bondb001","vansa001","bonib001","","","","8/F8","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"NYN199004090","PIT",2,0,0,3,2,"BSBFBX",0,1,"bonib001","L","bonib001","L","goodd001","R","goodd001","R","lyonb002","marsm001","jeffg001","johnh001","elstk001","mcrek001","millk001","strad001","","","","S7/L6D","T","F",9,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","6D",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"NYN199004090","PIT",2,0,0,3,0,"BBBB",0,1,"bondb001","L","bondb001","L","goodd001","R","goodd001","R","lyonb002","marsm001","jeffg001","johnh001","elstk001","mcrek001","millk001","strad001","bonib001","","","W.1-2","F","F",7,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","goodd001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"NYN199004090","PIT",2,0,0,2,1,"BFBX",0,1,"breas001","L","breas001","L","goodd001","R","goodd001","R","lyonb002","marsm001","jeffg001","johnh001","elstk001","mcrek001","millk001","strad001","bondb001","bonib001","","8/L8D.2-3","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","8D",0,0,"N",0,"N",0,"N",0,1,3,0,"8","","","","F","F","F","F","F","F","F","F","F","goodd001","goodd001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,10
