"CHN197404090","PHI",1,0,0,0,0,"",0,0,"cashd101","R","cashd101","R","bonhb101","R","bonhb101","R","mittg101","willb104","harrv101","madlb001","kessd101","moraj101","mondr001","cardj101","","","","53","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,1
"CHN197404090","PHI",1,0,1,0,0,"",0,0,"bowal001","L","bowal001","L","bonhb101","R","bonhb101","R","mittg101","willb104","harrv101","madlb001","kessd101","moraj101","mondr001","cardj101","","","","W","F","F",6,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"CHN197404090","PHI",1,0,1,0,0,"",0,0,"unsed101","L","unsed101","L","bonhb101","R","bonhb101","R","mittg101","willb104","harrv101","madlb001","kessd101","moraj101","mondr001","cardj101","bowal001","","","13.1-2","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"13","","","","F","F","F","F","F","F","F","F","F","bonhb101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,3
"CHN197404090","PHI",1,0,2,0,0,"",0,0,"luzig001","R","luzig001","R","bonhb101","R","bonhb101","R","mittg101","willb104","harrv101","madlb001","kessd101","moraj101","mondr001","cardj101","","bowal001","","K","F","F",7,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","bonhb101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"CHN197404090","PHI",1,1,0,0,0,"",0,0,"harrv101","L","harrv101","L","schur101","R","schur101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","unsed101","robib101","","","","W","T","F",4,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"CHN197404090","PHI",1,1,0,0,0,"",0,0,"mondr001","L","mondr001","L","schur101","R","schur101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","unsed101","robib101","harrv101","","","D9/G.1-3","F","F",8,2,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"G","F","F","",0,0,"N",0,"N",0,"N",2,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","schur101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"CHN197404090","PHI",1,1,0,0,0,"",0,0,"moraj101","R","moraj101","R","schur101","R","schur101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","unsed101","robib101","","mondr001","harrv101","PO2(E1).3-H;2-3","F","F",7,3,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,1,"T",0,"N",0,"N",0,0,3,4,"","","E1","","F","F","F","F","F","F","F","T","F","","schur101","schur101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"CHN197404090","PHI",1,1,0,0,0,"",0,1,"moraj101","R","moraj101","R","schur101","R","schur101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","unsed101","robib101","","","mondr001","W","F","F",7,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,3,"","","","","F","F","F","F","F","F","F","F","F","","","schur101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"CHN197404090","PHI",1,1,0,0,0,"",0,1,"willb104","L","willb104","L","schur101","R","schur101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","unsed101","robib101","moraj101","","mondr001","E3.3-H(RBI)(UR);1-2","F","F",3,4,18,"T","T",0,"F","F",0,"F","F",1,"F","F",3,"G","F","F","",1,3,"F",0,"N",0,"N",1,2,0,5,"","","","","F","F","F","F","F","F","F","F","F","schur101","","schur101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"CHN197404090","PHI",1,1,0,0,0,"",0,2,"cardj101","R","cardj101","R","schur101","R","schur101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","unsed101","robib101","willb104","moraj101","","W.2-3;1-2","F","F",9,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","schur101","schur101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
