"SLN197004100","NYN",1,0,0,0,0,"",0,0,"ageet101","R","ageet101","R","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","","","","53","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,1
"SLN197004100","NYN",1,0,1,0,0,"",0,0,"harrb101","L","harrb101","L","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","","","","K/C","F","F",6,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"SLN197004100","NYN",1,0,2,0,0,"",0,0,"foy-j101","R","foy-j101","R","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","","","","63","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,3
"SLN197004100","NYN",1,1,0,0,0,"",0,0,"brocl102","L","brocl102","L","mcanj101","R","mcanj101","R","grotj101","shama101","boswk101","foy-j101","harrb101","jonec102","ageet101","swobr101","","","","31","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,4
"SLN197004100","NYN",1,1,1,0,0,"",0,0,"cardj101","R","cardj101","R","mcanj101","R","mcanj101","R","grotj101","shama101","boswk101","foy-j101","harrb101","jonec102","ageet101","swobr101","","","","S9","F","F",8,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"SLN197004100","NYN",1,1,1,0,0,"",0,0,"alled101","R","alled101","R","mcanj101","R","mcanj101","R","grotj101","shama101","boswk101","foy-j101","harrb101","jonec102","ageet101","swobr101","cardj101","","","SB2","F","F",5,3,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","mcanj101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"SLN197004100","NYN",1,1,1,0,0,"",0,0,"alled101","R","alled101","R","mcanj101","R","mcanj101","R","grotj101","shama101","boswk101","foy-j101","harrb101","jonec102","ageet101","swobr101","","cardj101","","8/F.2-3","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"8","","","","F","F","F","F","F","F","F","F","F","","mcanj101","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"SLN197004100","NYN",1,1,2,0,0,"",0,0,"torrj101","R","torrj101","R","mcanj101","R","mcanj101","R","grotj101","shama101","boswk101","foy-j101","harrb101","jonec102","ageet101","swobr101","","","cardj101","63","F","F",2,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"63","","","","F","F","F","F","F","F","F","F","F","","","mcanj101","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,8
"SLN197004100","NYN",2,0,0,0,0,"",0,0,"jonec102","R","jonec102","R","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","","","","3/G","T","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,9
"SLN197004100","NYN",2,0,1,0,0,"",0,0,"shama101","L","shama101","L","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","","","","8/F","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,10
"SLN197004100","NYN",2,0,2,0,0,"",0,0,"swobr101","R","swobr101","R","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","","","","W","F","F",9,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"SLN197004100","NYN",2,0,2,0,0,"",0,0,"boswk101","L","boswk101","L","culvg101","R","culvg101","R","torrj101","haguj101","javij101","alled101","maxvd101","brocl102","cardj101","lee-l101","swobr101","","","8/F","F","F",4,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","culvg101","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,12
