"HOU197304090","LAN",1,0,0,0,0,"",0,0,"lacyl001","R","lacyl001","R","reusj001","L","reusj001","L","howal102","may-l101","helmt101","raded103","metzr101","watsb001","cedec001","wynnj101","","","","K","T","F",4,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"HOU197304090","LAN",1,0,1,0,0,"",0,0,"motam101","R","motam101","R","reusj001","L","reusj001","L","howal102","may-l101","helmt101","raded103","metzr101","watsb001","cedec001","wynnj101","","","","S9","F","F",7,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"HOU197304090","LAN",1,0,1,0,0,"",0,0,"daviw102","L","daviw102","L","reusj001","L","reusj001","L","howal102","may-l101","helmt101","raded103","metzr101","watsb001","cedec001","wynnj101","motam101","","","43(B)63(1)/GDP","F","F",8,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","363","","","F","F","F","F","F","F","F","F","F","reusj001","","","F","F","F","F","F","","","","",0,3,3,0,4,3,6,0,0,3
"HOU197304090","LAN",1,1,0,0,0,"",0,0,"wynnj101","R","wynnj101","R","ostec103","L","ostec103","L","fergj101","buckb001","lacyl001","mcmuk101","russb001","motam101","daviw102","craww101","","","","S7","T","F",9,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"HOU197304090","LAN",1,1,0,0,0,"",0,0,"helmt101","R","helmt101","R","ostec103","L","ostec103","L","fergj101","buckb001","lacyl001","mcmuk101","russb001","motam101","daviw102","craww101","wynnj101","","","SB2","F","F",4,2,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","ostec103","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"HOU197304090","LAN",1,1,0,0,0,"",0,0,"helmt101","R","helmt101","R","ostec103","L","ostec103","L","fergj101","buckb001","lacyl001","mcmuk101","russb001","motam101","daviw102","craww101","","wynnj101","","3E1.2-3;B-1","F","F",4,2,2,"T","T",0,"F","F",0,"F","F",0,"F","F",3,"G","F","F","",1,1,"D",0,"N",0,"N",1,0,3,0,"3E1","","","","F","F","F","F","F","F","F","F","F","","ostec103","","F","F","F","F","F","","","","",0,0,0,0,3,0,0,0,0,6
"HOU197304090","LAN",1,1,0,0,0,"",0,0,"cedec001","R","cedec001","R","ostec103","L","ostec103","L","fergj101","buckb001","lacyl001","mcmuk101","russb001","motam101","daviw102","craww101","helmt101","","wynnj101","64(1)3/GDP.3-H(NR)","F","F",8,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,4,"43","64","","","F","F","F","F","F","F","F","F","F","ostec103","","ostec103","F","F","F","F","F","","","","",0,4,3,0,6,4,0,0,0,7
"HOU197304090","LAN",1,1,2,0,0,"",0,1,"watsb001","R","watsb001","R","ostec103","L","ostec103","L","fergj101","buckb001","lacyl001","mcmuk101","russb001","motam101","daviw102","craww101","","","","13","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,8
"HOU197304090","LAN",2,0,0,0,0,"",0,1,"fergj101","R","fergj101","R","reusj001","L","reusj001","L","howal102","may-l101","helmt101","raded103","metzr101","watsb001","cedec001","wynnj101","","","","8","T","F",2,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"HOU197304090","LAN",2,0,1,0,0,"",0,1,"buckb001","L","buckb001","L","reusj001","L","reusj001","L","howal102","may-l101","helmt101","raded103","metzr101","watsb001","cedec001","wynnj101","","","","K","F","F",3,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
