"ARI200004040","PHI",1,0,0,0,2,"CFX",0,0,"gland001","R","gland001","R","johnr005","L","johnr005","L","milld002","durae001","bellj001","harrl001","womat001","gonzl001","finls001","lee-t002","","","","9/F9","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,1
"ARI200004040","PHI",1,0,1,3,0,"BBBB",0,0,"gantr001","R","gantr001","R","johnr005","L","johnr005","L","milld002","durae001","bellj001","harrl001","womat001","gonzl001","finls001","lee-t002","","","","W","F","F",7,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"ARI200004040","PHI",1,0,1,1,2,"CBCS",0,0,"roles001","R","roles001","R","johnr005","L","johnr005","L","milld002","durae001","bellj001","harrl001","womat001","gonzl001","finls001","lee-t002","gantr001","","","K","F","F",5,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","johnr005","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"ARI200004040","PHI",1,0,2,2,1,"BBFX",0,0,"liebm001","R","liebm001","R","johnr005","L","johnr005","L","milld002","durae001","bellj001","harrl001","womat001","gonzl001","finls001","lee-t002","gantr001","","","9/F9","F","F",2,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","johnr005","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,4
"ARI200004040","PHI",1,1,0,3,2,"BBBCCX",0,0,"womat001","L","womat001","L","ashba002","R","ashba002","R","liebm001","brogr001","jordk001","roles001","relad001","gantr001","gland001","sefck001","","","","S8","T","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"ARI200004040","PHI",1,1,0,0,1,"CX",0,0,"bellj001","R","bellj001","R","ashba002","R","ashba002","R","liebm001","brogr001","jordk001","roles001","relad001","gantr001","gland001","sefck001","womat001","","","63/G.1-2","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"63","","","","F","F","F","F","F","F","F","F","F","ashba002","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,6
"ARI200004040","PHI",1,1,1,1,0,"BX",0,0,"gonzl001","L","gonzl001","L","ashba002","R","ashba002","R","liebm001","brogr001","jordk001","roles001","relad001","gantr001","gland001","sefck001","","womat001","","43/G.2-3","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"43","","","","F","F","F","F","F","F","F","F","F","","ashba002","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"ARI200004040","PHI",1,1,2,2,1,"CBBX",0,0,"durae001","L","durae001","L","ashba002","R","ashba002","R","liebm001","brogr001","jordk001","roles001","relad001","gantr001","gland001","sefck001","","","womat001","3/G","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"3","","","","F","F","F","F","F","F","F","F","F","","","ashba002","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,8
"ARI200004040","PHI",2,0,0,3,2,"BBBCFB",0,0,"jordk001","R","jordk001","R","johnr005","L","johnr005","L","milld002","durae001","bellj001","harrl001","womat001","gonzl001","finls001","lee-t002","","","","W","T","F",4,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"ARI200004040","PHI",2,0,0,0,2,"SSS",0,0,"brogr001","L","brogr001","L","johnr005","L","johnr005","L","milld002","durae001","bellj001","harrl001","womat001","gonzl001","finls001","lee-t002","jordk001","","","K","F","F",3,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","johnr005","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
