"OAK200004030","DET",1,0,0,1,2,"CSBS",0,0,"polol001","L","polol001","L","appik001","R","appik001","R","hernr002","giamj001","menef001","chave001","tejam001","grieb001","beckr002","staim001","","","","K","T","F",9,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"OAK200004030","DET",1,0,1,2,2,"SSBBX",0,0,"ausmb001","R","ausmb001","R","appik001","R","appik001","R","hernr002","giamj001","menef001","chave001","tejam001","grieb001","beckr002","staim001","","","","9/FL","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,2
"OAK200004030","DET",1,0,2,1,1,"BCX",0,0,"higgb001","L","higgb001","L","appik001","R","appik001","R","hernr002","giamj001","menef001","chave001","tejam001","grieb001","beckr002","staim001","","","","S8","F","F",7,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"OAK200004030","DET",1,0,2,0,0,"X",0,0,"gonzj002","R","gonzj002","R","appik001","R","appik001","R","hernr002","giamj001","menef001","chave001","tejam001","grieb001","beckr002","staim001","higgb001","","","E5/TH.1-2","F","F",10,4,18,"T","T",0,"F","F",0,"F","F",0,"F","F",5,"G","F","F","",1,5,"T",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","appik001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"OAK200004030","DET",1,0,2,0,1,"CX",0,0,"clart002","L","clart002","L","appik001","R","appik001","R","hernr002","giamj001","menef001","chave001","tejam001","grieb001","beckr002","staim001","gonzj002","higgb001","","13/G","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"13","","","","F","F","F","F","F","F","F","F","F","appik001","appik001","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,5
"OAK200004030","DET",1,1,0,2,2,"BCBFS",0,0,"beckr002","L","beckr002","L","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","","","","K23","T","F",8,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"23","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,6
"OAK200004030","DET",1,1,1,2,0,"BBX",0,0,"tejam001","R","tejam001","R","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","","","","7/F7","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,7
"OAK200004030","DET",1,1,2,1,2,"BCSX",0,0,"giamj001","L","giamj001","L","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","","","","HR/9","F","F",3,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"OAK200004030","DET",1,1,2,3,0,"BBBB",0,1,"jahaj001","R","jahaj001","R","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","","","","W","F","F",10,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"OAK200004030","DET",1,1,2,2,0,"BBB",0,1,"staim001","L","staim001","L","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","jahaj001","","","WP.1-2","F","F",9,5,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","nomoh001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"OAK200004030","DET",1,1,2,3,1,"BBBFB",0,1,"staim001","L","staim001","L","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","","jahaj001","","W","F","F",9,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","nomoh001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"OAK200004030","DET",1,1,2,2,0,"BBX",0,1,"grieb001","L","grieb001","L","nomoh001","R","nomoh001","R","ausmb001","clart002","easld001","palmd002","cruzd001","higgb001","encaj001","polol001","staim001","jahaj001","","8/F8","F","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8",0,0,"N",0,"N",0,"N",0,1,2,0,"8","","","","F","F","F","F","F","F","F","F","F","nomoh001","nomoh001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,12
"OAK200004030","DET",2,0,0,0,1,"CX",0,1,"palmd002","R","palmd002","R","appik001","R","appik001","R","hernr002","giamj001","menef001","chave001","tejam001","grieb001","beckr002","staim001","","","","HR/78","T","F",5,6,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","78",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,13
