"TOR199204100","BAL",1,0,0,1,2,"FBSX",0,0,"andeb001","L","andeb001","L","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","D9/L9M","T","F",7,1,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"L","F","F","9M",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"TOR199204100","BAL",1,0,0,0,1,"CX",0,0,"orsuj001","L","orsuj001","L","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","andeb001","","D7/F7LS.2-H","F","F",9,2,21,"T","T",2,"F","F",0,"F","F",1,"F","F",7,"F","F","F","7LS",0,0,"N",0,"N",0,"N",2,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","key-j001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"TOR199204100","BAL",1,0,0,2,1,"CBBX",1,0,"ripkc001","R","ripkc001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","orsuj001","","S9/L89S.2-H","F","F",6,3,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"L","F","F","89S",0,0,"N",0,"N",0,"N",1,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","key-j001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"TOR199204100","BAL",1,0,0,0,2,"SSFX",2,0,"millr002","R","millr002","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","ripkc001","","","64(1)3/GDP/G6S","F","F",10,4,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","6S",0,0,"N",0,"N",0,"N",0,0,0,0,"43","64","","","F","F","F","F","F","F","F","F","F","key-j001","","","F","F","F","F","F","","","","",0,4,3,0,6,4,0,0,0,4
"TOR199204100","BAL",1,0,2,3,2,"BCBSBX",2,0,"devem001","R","devem001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","HR/L78XD.B-H","F","F",8,5,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"L","F","F","78XD",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"TOR199204100","BAL",1,0,2,2,0,"BBX",3,0,"gomel001","R","gomel001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","3/G34","F","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","34",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"TOR199204100","BAL",1,1,0,2,2,"FFBBX",3,0,"whitd001","L","whitd001","L","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","","","","E4/G4.B-1","T","F",8,1,18,"T","T",0,"F","F",0,"F","F",0,"F","F",4,"G","F","F","4",1,4,"F",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"TOR199204100","BAL",1,1,0,0,0,"X",3,0,"alomr001","L","alomr001","L","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","whitd001","","","46(1)3/GDP/G4M","F","F",4,2,2,"T","T",0,"F","F",2,"T","F",0,"F","F",4,"G","F","F","4M",0,0,"N",0,"N",0,"N",0,0,0,0,"63","46","","","F","F","F","F","F","F","F","F","F","mussm001","","","F","F","F","F","F","","","","",0,6,3,0,4,6,0,0,0,8
"TOR199204100","BAL",1,1,2,2,2,"BBFSFX",3,0,"cartj001","R","cartj001","R","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","","","","9/F9D","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9D",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,9
"TOR199204100","BAL",2,0,0,2,1,"BBFX",3,0,"segud001","R","segud001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","9/F89M","T","F",3,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","89M",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,10
"TOR199204100","BAL",2,0,1,3,1,"BCBBB",3,0,"hoilc001","R","hoilc001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","W","F","F",2,8,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"TOR199204100","BAL",2,0,1,2,2,"CB1BFX",3,0,"ripkb001","R","ripkb001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","hoilc001","","","4/P6M","F","F",4,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","6M",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","key-j001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,12
"TOR199204100","BAL",2,0,2,3,2,"BCCBFBFH",3,0,"andeb001","L","andeb001","L","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","hoilc001","","","HP.1-2","F","F",7,1,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","key-j001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,13
"TOR199204100","BAL",2,0,2,1,2,"BFSFS",3,0,"orsuj001","L","orsuj001","L","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","andeb001","hoilc001","","K","F","F",9,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","key-j001","key-j001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,14
"TOR199204100","BAL",2,1,0,0,0,"X",3,0,"winfd001","R","winfd001","R","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","","","","D8/L8RXD","T","F",10,4,21,"T","T",2,"F","F",0,"F","F",0,"F","F",8,"L","F","F","8RXD",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,15
"TOR199204100","BAL",2,1,0,0,1,"FX",3,0,"grubk001","R","grubk001","R","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","","winfd001","","S/F8RS.2-3","F","F",5,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"F","F","F","8RS",0,0,"N",0,"N",0,"N",1,0,3,0,"","","","","F","F","F","F","F","F","F","F","F","","mussm001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,16
"TOR199204100","BAL",2,1,0,2,1,"C1BBX",3,0,"olerj001","L","olerj001","L","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","grubk001","","winfd001","8/SF/L8LS.3-H(RBI)","F","F",3,6,2,"T","F",0,"F","T",1,"F","F",1,"F","F",8,"L","F","F","8LS",0,0,"N",0,"N",0,"N",0,1,0,4,"8","","","","F","F","F","F","F","F","F","F","F","mussm001","","mussm001","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,17
"TOR199204100","BAL",2,1,1,3,1,"BBBSB",3,1,"maldc001","R","maldc001","R","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","grubk001","","","W.1-2","F","F",9,7,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","mussm001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,18
"TOR199204100","BAL",2,1,1,3,1,"BBFBX",3,1,"bordp001","R","bordp001","R","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","maldc001","grubk001","","54(1)/FO/G56.2-3;B-1","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","56",0,0,"N",0,"N",0,"N",1,0,3,0,"","54","","","F","F","F","F","F","F","F","F","F","mussm001","mussm001","","F","F","F","F","F","","","","",0,4,0,0,5,0,0,0,0,19
"TOR199204100","BAL",2,1,2,2,2,"FBBFFFX",3,1,"lee-m001","L","lee-m001","L","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","bordp001","","grubk001","43/G4M","F","F",6,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","4M",0,0,"N",0,"N",0,"N",0,1,0,3,"43","","","","F","F","F","F","F","F","F","F","F","mussm001","","mussm001","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,20
"TOR199204100","BAL",3,0,0,1,1,"FBX",3,1,"ripkc001","R","ripkc001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","8/F8LS","T","F",6,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8LS",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,21
"TOR199204100","BAL",3,0,1,3,2,"CFFFBBBX",3,1,"millr002","R","millr002","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","8/F8LXD","F","F",10,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8LXD",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,22
"TOR199204100","BAL",3,0,2,1,2,"BCCFX",3,1,"devem001","R","devem001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","DGR/L78XD","F","F",8,5,21,"T","T",2,"F","F",0,"F","F",0,"F","F",0,"L","F","F","78XD",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,23
"TOR199204100","BAL",3,0,2,0,1,"CX",3,1,"gomel001","R","gomel001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","devem001","","S4/P4MS.2-3","F","F",5,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",4,"P","F","F","4MS",0,0,"N",0,"N",0,"N",1,0,3,0,"","","","","F","F","F","F","F","F","F","F","F","","key-j001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,24
"TOR199204100","BAL",3,0,2,1,2,"CBSFS",3,1,"segud001","R","segud001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","gomel001","","devem001","K","F","F",3,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"2","","","","F","F","F","F","F","F","F","F","F","key-j001","","key-j001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,25
"TOR199204100","BAL",3,1,0,1,0,"BX",3,1,"whitd001","L","whitd001","L","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","","","","S7/L7S","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","7S",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,26
"TOR199204100","BAL",3,1,0,1,2,"C1BS1X",3,1,"alomr001","L","alomr001","L","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","whitd001","","","8/DP/F8LD.1X2(864)","F","F",4,2,2,"T","T",0,"F","F",2,"T","F",0,"F","F",8,"F","F","F","8LD",0,0,"N",0,"N",0,"N",0,0,0,0,"8","864","","","F","F","F","F","F","F","F","F","F","mussm001","","","F","F","F","F","F","","","","",0,8,4,0,8,6,0,0,0,27
"TOR199204100","BAL",3,1,2,1,0,"BX",3,1,"cartj001","R","cartj001","R","mussm001","R","mussm001","R","hoilc001","segud001","ripkb001","gomel001","ripkc001","andeb001","devem001","orsuj001","","","","3/P3F","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","T","3F",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,28
"TOR199204100","BAL",4,0,0,1,0,"BX",3,1,"hoilc001","R","hoilc001","R","key-j001","L","key-j001","L","bordp001","olerj001","alomr001","grubk001","lee-m001","cartj001","whitd001","maldc001","","","","8/F8RD","T","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8RD",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,29
