"PHI199204070","CHN",1,0,0,0,1,"CX",0,0,"dunss001","R","dunss001","R","mulht001","L","mulht001","L","dauld001","krukj001","moram001","holld001","duncm001","chamw001","dyksl001","murpd001","","","","7/L78M","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"L","F","F","78M",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1
"PHI199204070","CHN",1,0,1,1,1,"SBX",0,0,"sosas001","R","sosas001","R","mulht001","L","mulht001","L","dauld001","krukj001","moram001","holld001","duncm001","chamw001","dyksl001","murpd001","","","","8/F8LXD","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8LXD",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,2
"PHI199204070","CHN",1,0,2,0,1,"CX",0,0,"sandr001","R","sandr001","R","mulht001","L","mulht001","L","dauld001","krukj001","moram001","holld001","duncm001","chamw001","dyksl001","murpd001","","","","S6/L6M","F","F",4,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",6,"L","F","F","6M",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"PHI199204070","CHN",1,0,2,0,0,"X",0,0,"dawsa001","R","dawsa001","R","mulht001","L","mulht001","L","dauld001","krukj001","moram001","holld001","duncm001","chamw001","dyksl001","murpd001","sandr001","","","54(1)/FO/G5.B-1","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","5",0,0,"N",0,"N",0,"N",1,0,0,0,"","54","","","F","F","F","F","F","F","F","F","F","mulht001","","","F","F","F","F","F","","","","",0,4,0,0,5,0,0,0,0,4
"PHI199204070","CHN",1,1,0,0,1,"CH",0,0,"dyksl001","L","dyksl001","L","maddg002","R","maddg002","R","villh001","gracm001","sandr001","scotg001","dunss001","salal001","sosas001","dawsa001","","","","HP","T","F",8,1,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"PHI199204070","CHN",1,1,0,0,1,"1CB",0,0,"duncm001","R","duncm001","R","maddg002","R","maddg002","R","villh001","gracm001","sandr001","scotg001","dunss001","salal001","sosas001","dawsa001","dyksl001","","","WP.1-2","F","F",6,2,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","maddg002","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"PHI199204070","CHN",1,1,0,2,2,"1CB.MBS",0,0,"duncm001","R","duncm001","R","maddg002","R","maddg002","R","villh001","gracm001","sandr001","scotg001","dunss001","salal001","sosas001","dawsa001","","dyksl001","","K","F","F",6,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","maddg002","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"PHI199204070","CHN",1,1,1,0,0,"2X",0,0,"holld001","L","holld001","L","maddg002","R","maddg002","R","villh001","gracm001","sandr001","scotg001","dunss001","salal001","sosas001","dawsa001","","dyksl001","","7/F7M","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7M",0,0,"N",0,"N",0,"N",0,0,2,0,"7","","","","F","F","F","F","F","F","F","F","F","","maddg002","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,8
"PHI199204070","CHN",1,1,2,1,2,"CSBFX",0,0,"krukj001","L","krukj001","L","maddg002","R","maddg002","R","villh001","gracm001","sandr001","scotg001","dunss001","salal001","sosas001","dawsa001","","dyksl001","","S9/G34D.2-H","F","F",3,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"G","F","F","34D",0,0,"N",0,"N",0,"N",1,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","maddg002","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"PHI199204070","CHN",1,1,2,1,2,"F1B11F>B",0,1,"murpd001","R","murpd001","R","maddg002","R","maddg002","R","villh001","gracm001","sandr001","scotg001","dunss001","salal001","sosas001","dawsa001","krukj001","","","CS2(24)","F","F",9,5,6,"F","F",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"","24","","","F","F","F","T","F","F","F","F","F","maddg002","","","F","F","F","F","F","","","","",0,4,0,0,2,0,0,0,0,10
