"CLE197904070","BOS",1,0,0,0,0,"",0,0,"remyj001","L","remyj001","L","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","63","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"CLE197904070","BOS",1,0,1,0,0,"",0,0,"burlr001","R","burlr001","R","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","K","F","F",6,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"CLE197904070","BOS",1,0,2,0,0,"",0,0,"lynnf001","L","lynnf001","L","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","W","F","F",8,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"CLE197904070","BOS",1,0,2,0,0,"",0,0,"ricej001","R","ricej001","R","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","lynnf001","","","43","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"43","","","","F","F","F","F","F","F","F","F","F","waitr001","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"CLE197904070","BOS",1,1,0,0,0,"",0,0,"harrt001","R","harrt001","R","torrm001","R","torrm001","R","montb101","scotg102","remyj001","wolfl101","burlr001","ricej001","lynnf001","evand002","","","","7","T","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,5
"CLE197904070","BOS",1,1,1,0,0,"",0,0,"norrj101","L","norrj101","L","torrm001","R","torrm001","R","montb101","scotg102","remyj001","wolfl101","burlr001","ricej001","lynnf001","evand002","","","","8","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,6
"CLE197904070","BOS",1,1,2,0,0,"",0,0,"bondb101","R","bondb101","R","torrm001","R","torrm001","R","montb101","scotg102","remyj001","wolfl101","burlr001","ricej001","lynnf001","evand002","","","","K/C","F","F",9,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"CLE197904070","BOS",2,0,0,0,0,"",0,0,"yastc101","L","yastc101","L","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","W","T","F",10,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"CLE197904070","BOS",2,0,0,0,0,"",0,0,"scotg102","R","scotg102","R","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","yastc101","","","5(B)3(1)/LDP","F","F",3,6,2,"T","T",0,"F","F",2,"T","F",0,"F","F",5,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","53","","","F","F","F","F","F","F","F","F","F","waitr001","","","F","F","F","F","F","","","","",0,5,3,0,5,0,0,0,0,9
"CLE197904070","BOS",2,0,2,0,0,"",0,0,"wolfl101","R","wolfl101","R","waitr001","L","waitr001","L","alexg101","thora001","kuipd001","harrt001","veryt001","cox-t101","norrj101","bondb101","","","","9","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,10
