"SEA200504040","MIN",1,0,0,2,2,"BBCFC",0,0,"stews002","R","stews002","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","K","T","F",7,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"SEA200504040","MIN",1,0,1,2,0,"BBX",0,0,"bartj001","R","bartj001","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","9/F","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,2
"SEA200504040","MIN",1,0,2,3,2,"BBBCCX",0,0,"mauej001","L","mauej001","L","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","43/G","F","F",2,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,3
"SEA200504040","MIN",1,1,0,0,1,"CX",0,0,"suzui001","L","suzui001","L","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","","","","S7/L","T","F",9,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"SEA200504040","MIN",1,1,0,0,0,"X",0,0,"reedj004","L","reedj004","L","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","suzui001","","","9/F","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","radkb001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,5
"SEA200504040","MIN",1,1,1,2,2,"1BFBF>X",0,0,"belta001","R","belta001","R","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","suzui001","","","E1/TH/FO/G.1-2","F","F",5,3,18,"T","T",0,"F","F",0,"F","F",0,"F","F",1,"G","F","F","",1,1,"T",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","radkb001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"SEA200504040","MIN",1,1,1,0,0,"X",0,0,"sexsr001","R","sexsr001","R","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","belta001","suzui001","","HR/7/F.2-H(UR);1-H","F","F",3,4,23,"T","T",4,"F","F",0,"F","F",3,"F","F",0,"F","F","F","7",0,0,"N",0,"N",0,"N",4,4,5,0,"","","","","F","F","F","F","F","F","F","F","F","radkb001","radkb001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"SEA200504040","MIN",1,1,1,1,1,"FBX",0,3,"boonb002","R","boonb002","R","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","","","","9!/F","F","F",4,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,8
"SEA200504040","MIN",1,1,2,1,2,"CBFX",0,3,"ibanr001","L","ibanr001","L","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","","","","9/F","F","F",10,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,9
"SEA200504040","MIN",2,0,0,2,2,"BBCSFFS",0,3,"mornj001","L","mornj001","L","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","K","T","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"SEA200504040","MIN",2,0,1,3,2,"SF*BBBFX",0,3,"huntt001","R","huntt001","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","13/G-","F","F",8,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,11
"SEA200504040","MIN",2,0,2,2,1,"BFBH",0,3,"jonej003","L","jonej003","L","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","HP","F","F",9,6,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"SEA200504040","MIN",2,0,2,2,2,"CBBFS",0,3,"fordl001","R","fordl001","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","jonej003","","","K","F","F",10,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","moyej001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"SEA200504040","MIN",2,1,0,2,2,"CBFFFBFX",0,3,"winnr001","L","winnr001","L","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","","","","43/G","T","F",7,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,14
"SEA200504040","MIN",2,1,1,0,2,"CFX",0,3,"olivm001","R","olivm001","R","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","","","","2/P2F","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"P","F","T","2F",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,15
"SEA200504040","MIN",2,1,2,1,0,"BX",0,3,"valdw001","R","valdw001","R","radkb001","R","radkb001","R","mauej001","mornj001","rival001","cuddm001","bartj001","stews002","huntt001","jonej003","","","","143/G","F","F",6,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"143","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,4,0,0,0,16
"SEA200504040","MIN",3,0,0,0,1,"CX",0,3,"cuddm001","R","cuddm001","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","63/G","T","F",5,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,17
"SEA200504040","MIN",3,0,1,1,2,"CSBX",0,3,"rival001","R","rival001","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","","","","S9/L","F","F",4,9,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,18
"SEA200504040","MIN",3,0,1,2,0,"BBX",0,3,"stews002","R","stews002","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","rival001","","","2!/P2F","F","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"P","F","T","2F",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","moyej001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,19
"SEA200504040","MIN",3,0,2,0,0,"X",0,3,"bartj001","R","bartj001","R","moyej001","L","moyej001","L","olivm001","sexsr001","boonb002","belta001","valdw001","winnr001","reedj004","suzui001","rival001","","","64(1)/FO/G+","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","moyej001","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,20
