"CIN196504120","MLN",1,0,0,0,0,"",0,0,"mayel101","L","mayel101","L","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","","","13","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,1
"CIN196504120","MLN",1,0,1,0,0,"",0,0,"alouf101","R","alouf101","R","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","","","K","F","F",9,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"CIN196504120","MLN",1,0,2,0,0,"",0,0,"mathe101","L","mathe101","L","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","","","K","F","F",5,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"CIN196504120","MLN",1,1,0,0,0,"",0,0,"rosep001","L","rosep001","L","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","","","","S7","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"CIN196504120","MLN",1,1,0,0,0,"",0,0,"harpt101","R","harpt101","R","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","rosep001","","","13/SH.1-2","F","F",7,2,2,"T","F",0,"T","F",1,"F","F",0,"F","F",1,"G","T","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"13","","","","F","F","F","F","F","F","F","F","F","clont101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,5
"CIN196504120","MLN",1,1,1,0,0,"",0,0,"pinsv101","L","pinsv101","L","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","","rosep001","","W","F","F",8,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","clont101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"CIN196504120","MLN",1,1,1,0,0,"",0,0,"robif103","R","robif103","R","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","pinsv101","rosep001","","643.2-3;1-2","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,3,0,"643","","","","F","F","F","F","F","F","F","F","F","clont101","clont101","","F","F","F","F","F","","","","",0,3,0,0,6,4,0,0,0,7
"CIN196504120","MLN",1,1,2,0,0,"",0,0,"coleg101","L","coleg101","L","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","","pinsv101","rosep001","43","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"43","","","","F","F","F","F","F","F","F","F","F","","clont101","clont101","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"CIN196504120","MLN",2,0,0,0,0,"",0,0,"torrj101","R","torrj101","R","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","","","8","T","F",2,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"CIN196504120","MLN",2,0,1,0,0,"",0,0,"jonem102","L","jonem102","L","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","","","W","F","F",7,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"CIN196504120","MLN",2,0,1,0,0,"",0,0,"aarot101","R","aarot101","R","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","jonem102","","","S7.1-2","F","F",3,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","otooj101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"CIN196504120","MLN",2,0,1,0,0,"",0,0,"menkd101","R","menkd101","R","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","aarot101","jonem102","","PO1(E1).2-3;1-2","F","F",6,7,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,1,"T",0,"N",0,"N",0,2,3,0,"","E1","","","F","F","F","F","F","F","T","F","F","otooj101","otooj101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"CIN196504120","MLN",2,0,1,0,0,"",0,0,"menkd101","R","menkd101","R","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","aarot101","jonem102","K","F","F",6,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","otooj101","otooj101","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"CIN196504120","MLN",2,0,2,0,0,"",0,0,"aloms101","R","aloms101","R","otooj101","L","otooj101","L","edwaj101","coleg101","rosep001","johnd103","cardl101","harpt101","pinsv101","robif103","","aarot101","jonem102","7","F","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"7","","","","F","F","F","F","F","F","F","F","F","","otooj101","otooj101","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,14
"CIN196504120","MLN",2,1,0,0,0,"",0,0,"johnd103","R","johnd103","R","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","","","","8","T","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,15
"CIN196504120","MLN",2,1,1,0,0,"",0,0,"edwaj101","L","edwaj101","L","clont101","R","clont101","R","torrj101","aarot101","aloms101","mathe101","menkd101","jonem102","mayel101","alouf101","","","","W","F","F",2,7,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,16
