"CIN195104160","PIT",1,0,0,0,0,"",0,0,"dillb102","R","dillb102","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","","","","3/FL","T","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,1
"CIN195104160","PIT",1,0,1,0,0,"",0,0,"metkg101","L","metkg101","L","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","","","","DGR/7","F","F",8,2,21,"T","T",2,"F","F",0,"F","F",0,"F","F",0,"","F","F","7",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"CIN195104160","PIT",1,0,1,0,0,"",0,0,"bellg103","L","bellg103","L","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","","metkg101","","K","F","F",9,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","blace102","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"CIN195104160","PIT",1,0,2,0,0,"",0,0,"kiner101","R","kiner101","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","","metkg101","","K","F","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","blace102","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"CIN195104160","PIT",1,1,0,0,0,"",0,0,"adamb103","R","adamb103","R","chamc102","L","chamc102","L","mccuc101","kiner101","basgm101","dillb102","strig102","westw102","metkg101","bellg103","","","","8/L","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,5
"CIN195104160","PIT",1,1,1,0,0,"",0,0,"usheb101","R","usheb101","R","chamc102","L","chamc102","L","mccuc101","kiner101","basgm101","dillb102","strig102","westw102","metkg101","bellg103","","","","K","F","F",8,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"CIN195104160","PIT",1,1,2,0,0,"",0,0,"wyroj101","L","wyroj101","L","chamc102","L","chamc102","L","mccuc101","kiner101","basgm101","dillb102","strig102","westw102","metkg101","bellg103","","","","53","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,7
"CIN195104160","PIT",2,0,0,0,0,"",0,0,"westw102","R","westw102","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","","","","8","T","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,8
"CIN195104160","PIT",2,0,1,0,0,"",0,0,"strig102","R","strig102","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","","","","S6","F","F",6,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",6,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"CIN195104160","PIT",2,0,1,0,0,"",0,0,"basgm101","R","basgm101","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","strig102","","","K","F","F",4,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","blace102","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"CIN195104160","PIT",2,0,2,0,0,"",0,0,"mccuc101","R","mccuc101","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","strig102","","","S6.1-2","F","F",2,8,20,"T","T",1,"F","F",0,"F","F",0,"F","F",6,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","blace102","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"CIN195104160","PIT",2,0,2,0,0,"",0,0,"chamc102","L","chamc102","L","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","mccuc101","strig102","","S7.2-H;1-2","F","F",1,9,20,"T","T",1,"F","F",0,"F","F",1,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,4,0,"","","","","F","F","F","F","F","F","F","F","F","blace102","blace102","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"CIN195104160","PIT",2,0,2,0,0,"",1,0,"dillb102","R","dillb102","R","blace102","R","blace102","R","scheb101","klust101","adamb103","hattg101","stalv101","adcoj101","usheb101","wyroj101","chamc102","mccuc101","","13","F","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"13","","","","F","F","F","F","F","F","F","F","F","blace102","blace102","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,13
"CIN195104160","PIT",2,1,0,0,0,"",1,0,"klust101","L","klust101","L","chamc102","L","chamc102","L","mccuc101","kiner101","basgm101","dillb102","strig102","westw102","metkg101","bellg103","","","","S8","T","F",3,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,14
