"PHI197504110","SLN",1,0,0,0,0,"",0,0,"brocl102","L","brocl102","L","twitw101","R","twitw101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","banna001","andem101","","","","8","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1
"PHI197504110","SLN",1,0,1,0,0,"",0,0,"sizet101","R","sizet101","R","twitw101","R","twitw101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","banna001","andem101","","","","9","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,2
"PHI197504110","SLN",1,0,2,0,0,"",0,0,"mcbrb101","L","mcbrb101","L","twitw101","R","twitw101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","banna001","andem101","","","","S8","F","F",8,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"PHI197504110","SLN",1,0,2,0,0,"",0,0,"smitr101","L","smitr101","L","twitw101","R","twitw101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","banna001","andem101","mcbrb101","","","BK.1-2","F","F",9,4,11,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","twitw101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"PHI197504110","SLN",1,0,2,0,0,"",0,0,"smitr101","L","smitr101","L","twitw101","R","twitw101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","banna001","andem101","","mcbrb101","","7","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"7","","","","F","F","F","F","F","F","F","F","F","","twitw101","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,5
"PHI197504110","SLN",1,1,0,0,0,"",0,0,"cashd101","R","cashd101","R","mcgll101","R","mcgll101","R","simmt001","hernk001","sizet101","reitk101","brine101","brocl102","mcbrb101","smitr101","","","","43","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,6
"PHI197504110","SLN",1,1,1,0,0,"",0,0,"bowal001","L","bowal001","L","mcgll101","R","mcgll101","R","simmt001","hernk001","sizet101","reitk101","brine101","brocl102","mcbrb101","smitr101","","","","9","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,7
"PHI197504110","SLN",1,1,2,0,0,"",0,0,"montw101","L","montw101","L","mcgll101","R","mcgll101","R","simmt001","hernk001","sizet101","reitk101","brine101","brocl102","mcbrb101","smitr101","","","","W","F","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"PHI197504110","SLN",1,1,2,0,0,"",0,0,"luzig001","R","luzig001","R","mcgll101","R","mcgll101","R","simmt001","hernk001","sizet101","reitk101","brine101","brocl102","mcbrb101","smitr101","montw101","","","13","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"13","","","","F","F","F","F","F","F","F","F","F","mcgll101","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,9
"PHI197504110","SLN",2,0,0,0,0,"",0,0,"simmt001","L","simmt001","L","twitw101","R","twitw101","R","boonb001","montw101","cashd101","schmm001","bowal001","luzig001","banna001","andem101","","","","9","T","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,10
