"WS1195204150","BOS",1,0,0,0,0,"",0,0,"dimad101","R","dimad101","R","portb102","R","portb102","R","klutc101","vernm101","michc101","yoste101","uptot101","coang101","norei101","meles101","","","","13","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,1
"WS1195204150","BOS",1,0,1,0,0,"",0,0,"peskj101","L","peskj101","L","portb102","R","portb102","R","klutc101","vernm101","michc101","yoste101","uptot101","coang101","norei101","meles101","","","","63","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,2
"WS1195204150","BOS",1,0,2,0,0,"",0,0,"willt103","L","willt103","L","portb102","R","portb102","R","klutc101","vernm101","michc101","yoste101","uptot101","coang101","norei101","meles101","","","","W","F","F",7,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"WS1195204150","BOS",1,0,2,0,0,"",0,0,"dropw101","R","dropw101","R","portb102","R","portb102","R","klutc101","vernm101","michc101","yoste101","uptot101","coang101","norei101","meles101","willt103","","","K","F","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","portb102","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"WS1195204150","BOS",1,1,0,0,0,"",0,0,"yoste101","R","yoste101","R","parnm101","L","parnm101","L","niarg101","dropw101","lepct101","peskj101","pierj102","willt103","dimad101","throf101","","","","43","T","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,5
"WS1195204150","BOS",1,1,1,0,0,"",0,0,"coang101","L","coang101","L","parnm101","L","parnm101","L","niarg101","dropw101","lepct101","peskj101","pierj102","willt103","dimad101","throf101","","","","K","F","F",7,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"WS1195204150","BOS",1,1,2,0,0,"",0,0,"norei101","L","norei101","L","parnm101","L","parnm101","L","niarg101","dropw101","lepct101","peskj101","pierj102","willt103","dimad101","throf101","","","","W","F","F",8,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"WS1195204150","BOS",1,1,2,0,0,"",0,0,"meles101","R","meles101","R","parnm101","L","parnm101","L","niarg101","dropw101","lepct101","peskj101","pierj102","willt103","dimad101","throf101","norei101","","","43","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"43","","","","F","F","F","F","F","F","F","F","F","parnm101","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"WS1195204150","BOS",2,0,0,0,0,"",0,0,"throf101","L","throf101","L","portb102","R","portb102","R","klutc101","vernm101","michc101","yoste101","uptot101","coang101","norei101","meles101","","","","K/C","T","F",9,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"WS1195204150","BOS",2,0,1,0,0,"",0,0,"pierj102","R","pierj102","R","portb102","R","portb102","R","klutc101","vernm101","michc101","yoste101","uptot101","coang101","norei101","meles101","","","","W","F","F",6,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
