"BOS198104100","CHA",1,0,0,0,0,"",0,0,"leflr101","R","leflr101","R","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","","","","S9/L","T","F",7,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"BOS198104100","CHA",1,0,0,0,0,"",0,0,"squim001","L","squim001","L","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","leflr101","","","PO1(E1).1-2","F","F",3,2,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,1,"T",0,"N",0,"N",0,2,0,0,"","E1","","","F","F","F","F","F","F","T","F","F","ecked001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"BOS198104100","CHA",1,0,0,0,0,"",0,0,"squim001","L","squim001","L","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","","leflr101","","13","F","F",3,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"13","","","","F","F","F","F","F","F","F","F","F","","ecked001","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,3
"BOS198104100","CHA",1,0,1,0,0,"",0,0,"fiskc001","R","fiskc001","R","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","","leflr101","","13.2-3","F","F",2,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"13","","","","F","F","F","F","F","F","F","F","F","","ecked001","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,4
"BOS198104100","CHA",1,0,2,0,0,"",0,0,"luzig001","R","luzig001","R","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","","","leflr101","K/C","F","F",10,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"2","","","","F","F","F","F","F","F","F","F","F","","","ecked001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"BOS198104100","CHA",1,1,0,3,2,"",0,0,"evand002","R","evand002","R","burnb001","L","burnb001","L","fiskc001","squim001","bernt001","morrj002","almob001","leflr101","lemoc001","bainh001","","","","3/FL","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"BOS198104100","CHA",1,1,1,0,0,"",0,0,"stapd001","R","stapd001","R","burnb001","L","burnb001","L","fiskc001","squim001","bernt001","morrj002","almob001","leflr101","lemoc001","bainh001","","","","9/F","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,7
"BOS198104100","CHA",1,1,2,3,2,"",0,0,"rudij101","R","rudij101","R","burnb001","L","burnb001","L","fiskc001","squim001","bernt001","morrj002","almob001","leflr101","lemoc001","bainh001","","","","W","F","F",10,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"BOS198104100","CHA",1,1,2,0,0,"",0,0,"ricej001","R","ricej001","R","burnb001","L","burnb001","L","fiskc001","squim001","bernt001","morrj002","almob001","leflr101","lemoc001","bainh001","rudij101","","","S9/F.1-3","F","F",7,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","burnb001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"BOS198104100","CHA",1,1,2,0,0,"",0,0,"peret001","R","peret001","R","burnb001","L","burnb001","L","fiskc001","squim001","bernt001","morrj002","almob001","leflr101","lemoc001","bainh001","ricej001","","rudij101","K","F","F",3,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"2","","","","F","F","F","F","F","F","F","F","F","burnb001","","burnb001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"BOS198104100","CHA",2,0,0,1,2,"",0,0,"lemoc001","R","lemoc001","R","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","","","","HP","T","F",8,5,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"BOS198104100","CHA",2,0,0,0,0,"",0,0,"bainh001","L","bainh001","L","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","lemoc001","","","S7/F.1-2","F","F",9,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","ecked001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"BOS198104100","CHA",2,0,0,0,0,"X",0,0,"morrj002","R","morrj002","R","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","bainh001","lemoc001","","1/BP","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"P","T","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"1","","","","F","F","F","F","F","F","F","F","F","ecked001","ecked001","","F","F","F","F","F","","","","",0,1,0,0,0,0,0,0,0,13
"BOS198104100","CHA",2,0,1,0,0,"",0,0,"bernt001","L","bernt001","L","ecked001","R","ecked001","R","alleg001","peret001","stapd001","lansc001","hoffg001","ricej001","millr001","evand002","bainh001","lemoc001","","36(1)/FO.2-3","F","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","36","","","F","F","F","F","F","F","F","F","F","ecked001","ecked001","","F","F","F","F","F","","","","",0,6,0,0,3,0,0,0,0,14
