"NYA196404160","BOS",1,0,0,0,0,"",0,0,"schic101","R","schic101","R","fordw101","L","fordw101","L","howae101","pepij101","richb102","boyec102","linzp101","trest101","mantm101","marir101","","","","63","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"NYA196404160","BOS",1,0,1,0,0,"",0,0,"brese101","R","brese101","R","fordw101","L","fordw101","L","howae101","pepij101","richb102","boyec102","linzp101","trest101","mantm101","marir101","","","","3/G","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,2
"NYA196404160","BOS",1,0,2,0,0,"",0,0,"yastc101","L","yastc101","L","fordw101","L","fordw101","L","howae101","pepij101","richb102","boyec102","linzp101","trest101","mantm101","marir101","","","","K/C","F","F",7,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"NYA196404160","BOS",1,1,0,0,0,"",0,0,"linzp101","R","linzp101","R","monbb101","R","monbb101","R","tillb101","stuad101","schic101","malzf101","brese101","yastc101","conit101","clinl101","","","","8","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,4
"NYA196404160","BOS",1,1,1,0,0,"",0,0,"richb102","R","richb102","R","monbb101","R","monbb101","R","tillb101","stuad101","schic101","malzf101","brese101","yastc101","conit101","clinl101","","","","7","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,5
"NYA196404160","BOS",1,1,2,0,0,"",0,0,"marir101","L","marir101","L","monbb101","R","monbb101","R","tillb101","stuad101","schic101","malzf101","brese101","yastc101","conit101","clinl101","","","","S8/G","F","F",9,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"NYA196404160","BOS",1,1,2,0,0,"",0,0,"mantm101","L","mantm101","L","monbb101","R","monbb101","R","tillb101","stuad101","schic101","malzf101","brese101","yastc101","conit101","clinl101","marir101","","","8","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","monbb101","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"NYA196404160","BOS",2,0,0,0,0,"",0,0,"malzf101","R","malzf101","R","fordw101","L","fordw101","L","howae101","pepij101","richb102","boyec102","linzp101","trest101","mantm101","marir101","","","","W","T","F",5,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"NYA196404160","BOS",2,0,0,0,0,"",0,0,"stuad101","R","stuad101","R","fordw101","L","fordw101","L","howae101","pepij101","richb102","boyec102","linzp101","trest101","mantm101","marir101","malzf101","","","S7/G.1-3","F","F",3,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"G","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","fordw101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"NYA196404160","BOS",2,0,0,0,0,"",0,0,"clinl101","R","clinl101","R","fordw101","L","fordw101","L","howae101","pepij101","richb102","boyec102","linzp101","trest101","mantm101","marir101","stuad101","","malzf101","S9.3-H;1-2","F","F",9,6,20,"T","T",1,"F","F",0,"F","F",1,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,4,"","","","","F","F","F","F","F","F","F","F","F","fordw101","","fordw101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
