"PIT197504110","NYN",1,0,0,0,0,"",0,0,"cling101","R","cling101","R","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","","","","S8","T","F",7,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"PIT197504110","NYN",1,0,0,0,0,"",0,0,"millf105","R","millf105","R","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","cling101","","","13/SH.1-2","F","F",4,2,2,"T","F",0,"T","F",1,"F","F",0,"F","F",1,"G","T","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"13","","","","F","F","F","F","F","F","F","F","F","reusj001","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,2
"PIT197504110","NYN",1,0,1,0,0,"",0,0,"milnj101","L","milnj101","L","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","","cling101","","7/FL","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,2,0,"7","","","","F","F","F","F","F","F","F","F","F","","reusj001","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,3
"PIT197504110","NYN",1,0,2,0,0,"",0,0,"torrj101","R","torrj101","R","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","","cling101","","K","F","F",5,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","reusj001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"PIT197504110","NYN",1,1,0,0,0,"",0,0,"stenr101","R","stenr101","R","koosj001","L","koosj001","L","grotj101","milnj101","millf105","torrj101","harrb101","cling101","unsed101","kingd001","","","","8","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,5
"PIT197504110","NYN",1,1,1,0,0,"",0,0,"hebnr001","L","hebnr001","L","koosj001","L","koosj001","L","grotj101","milnj101","millf105","torrj101","harrb101","cling101","unsed101","kingd001","","","","6/P","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,6
"PIT197504110","NYN",1,1,2,0,0,"",0,0,"oliva001","L","oliva001","L","koosj001","L","koosj001","L","grotj101","milnj101","millf105","torrj101","harrb101","cling101","unsed101","kingd001","","","","43","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"PIT197504110","NYN",2,0,0,0,0,"",0,0,"kingd001","R","kingd001","R","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","","","","S7","T","F",9,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"PIT197504110","NYN",2,0,0,0,0,"",0,0,"grotj101","R","grotj101","R","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","kingd001","","","SB2","F","F",2,6,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","reusj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"PIT197504110","NYN",2,0,0,0,0,"",0,0,"grotj101","R","grotj101","R","reusj001","L","reusj001","L","sangm101","starw101","stenr101","hebnr001","tavef101","ziskr101","oliva001","parkd001","","kingd001","","K","F","F",2,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","reusj001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
