"BAL196204140","BOS",1,0,0,0,0,"",0,0,"runnp101","L","runnp101","L","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","","","","K/C","T","F",3,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"BAL196204140","BOS",1,0,1,0,0,"",0,0,"schic101","R","schic101","R","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","","","","W","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"BAL196204140","BOS",1,0,1,0,0,"",0,0,"geigg101","L","geigg101","L","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","schic101","","","9","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","estrc101","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,3
"BAL196204140","BOS",1,0,2,0,0,"",0,0,"yastc101","L","yastc101","L","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","schic101","","","K","F","F",7,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","estrc101","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"BAL196204140","BOS",1,1,0,0,0,"",0,0,"tempj101","R","tempj101","R","conlg101","R","conlg101","R","nixor101","runnp101","schic101","malzf101","brese101","yastc101","geigg101","hardc101","","","","7","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,5
"BAL196204140","BOS",1,1,1,0,0,"",0,0,"robie102","R","robie102","R","conlg101","R","conlg101","R","nixor101","runnp101","schic101","malzf101","brese101","yastc101","geigg101","hardc101","","","","1/BG","F","F",9,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","T","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"1","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,0,0,0,0,0,6
"BAL196204140","BOS",1,1,2,0,0,"",0,0,"poweb101","L","poweb101","L","conlg101","R","conlg101","R","nixor101","runnp101","schic101","malzf101","brese101","yastc101","geigg101","hardc101","","","","43","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"BAL196204140","BOS",2,0,0,0,0,"",0,0,"malzf101","R","malzf101","R","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","","","","D","T","F",5,5,21,"T","T",2,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"BAL196204140","BOS",2,0,0,0,0,"",0,0,"nixor101","L","nixor101","L","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","","malzf101","","6","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"6","","","","F","F","F","F","F","F","F","F","F","","estrc101","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,9
"BAL196204140","BOS",2,0,1,0,0,"",0,0,"hardc101","R","hardc101","R","estrc101","R","estrc101","R","triag101","gentj101","tempj101","robib104","adaij101","poweb101","branj101","robie102","","malzf101","","K","F","F",9,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","estrc101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
