"LAA196104270","MIN",1,0,0,0,0,"",0,0,"versz101","R","versz101","R","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","","","","2/FL","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","T","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"LAA196104270","MIN",1,0,1,0,0,"",0,0,"greel101","L","greel101","L","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","","","","S7/78S","F","F",8,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","78S",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"LAA196104270","MIN",1,0,1,0,0,"",0,0,"mincd101","L","mincd101","L","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","greel101","","","43.1-2","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"43","","","","F","F","F","F","F","F","F","F","F","grbae101","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,3
"LAA196104270","MIN",1,0,2,0,0,"",0,0,"allib103","R","allib103","R","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","","greel101","","53","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"53","","","","F","F","F","F","F","F","F","F","F","","grbae101","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,4
"LAA196104270","MIN",1,1,0,3,2,"",0,0,"peara102","L","peara102","L","pascc102","R","pascc102","R","batte101","mincd101","gardb101","bertr101","versz101","lemoj101","greel101","allib103","","","","S9/89","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","89",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"LAA196104270","MIN",1,1,0,0,0,"",0,0,"asprk101","R","asprk101","R","pascc102","R","pascc102","R","batte101","mincd101","gardb101","bertr101","versz101","lemoj101","greel101","allib103","peara102","","","6E4.1-2","F","F",4,2,2,"T","T",0,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",1,4,"D",0,"N",0,"N",1,2,0,0,"6E4","","","","F","F","F","F","F","F","F","F","F","pascc102","","","F","F","F","F","F","","","","",0,0,0,0,6,0,0,0,0,6
"LAA196104270","MIN",1,1,0,0,0,"",0,0,"klust101","L","klust101","L","pascc102","R","pascc102","R","batte101","mincd101","gardb101","bertr101","versz101","lemoj101","greel101","allib103","asprk101","peara102","","46(1)/FO.2-3","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","46","","","F","F","F","F","F","F","F","F","F","pascc102","pascc102","","F","F","F","F","F","","","","",0,6,0,0,4,0,0,0,0,7
"LAA196104270","MIN",1,1,1,0,0,"",0,0,"cervb101","R","cervb101","R","pascc102","R","pascc102","R","batte101","mincd101","gardb101","bertr101","versz101","lemoj101","greel101","allib103","klust101","","peara102","64(1)3/GDP","F","F",7,4,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"43","64","","","F","F","F","F","F","F","F","F","F","pascc102","","pascc102","F","F","F","F","F","","","","",0,4,3,0,6,4,0,0,0,8
"LAA196104270","MIN",2,0,0,0,0,"",0,0,"lemoj101","R","lemoj101","R","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","","","","K","T","F",7,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"LAA196104270","MIN",2,0,1,0,0,"",0,0,"batte101","R","batte101","R","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","","","","63","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,10
"LAA196104270","MIN",2,0,2,3,2,"",0,0,"bertr101","R","bertr101","R","grbae101","R","grbae101","R","avere102","klust101","asprk101","leekg101","hamlk101","cervb101","peara102","bilks101","","","","13","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,11
"LAA196104270","MIN",2,1,0,3,0,"",0,0,"bilks101","R","bilks101","R","pascc102","R","pascc102","R","batte101","mincd101","gardb101","bertr101","versz101","lemoj101","greel101","allib103","","","","W","T","F",9,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"LAA196104270","MIN",2,1,0,0,0,"",0,0,"avere102","R","avere102","R","pascc102","R","pascc102","R","batte101","mincd101","gardb101","bertr101","versz101","lemoj101","greel101","allib103","bilks101","","","HR/7D.1-H","F","F",2,6,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"","F","F","7D",0,0,"N",0,"N",0,"N",4,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","pascc102","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,13
