"NYN196304090","SLN",1,0,0,0,0,"",0,0,"flooc101","R","flooc101","R","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","","","","S5.B-2(E5)","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",5,"","F","F","",1,5,"F",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"NYN196304090","SLN",1,0,0,0,0,"",0,0,"groad101","R","groad101","R","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","","flooc101","","S.2-3","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","","","","F","F","F","F","F","F","F","F","F","","crair101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"NYN196304090","SLN",1,0,0,0,0,"",0,0,"whitb105","L","whitb105","L","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","groad101","","flooc101","8/SF.3-H","F","F",3,3,2,"T","F",0,"F","T",1,"F","F",1,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,4,"8","","","","F","F","F","F","F","F","F","F","F","crair101","","crair101","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,3
"NYN196304090","SLN",1,0,1,0,0,"",1,0,"altmg101","L","altmg101","L","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","groad101","","","S.1-2","F","F",9,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","crair101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"NYN196304090","SLN",1,0,1,0,0,"",1,0,"boyek101","R","boyek101","R","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","altmg101","groad101","","S.2-H;1-2","F","F",5,5,20,"T","T",1,"F","F",0,"F","F",1,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,4,0,"","","","","F","F","F","F","F","F","F","F","F","crair101","crair101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"NYN196304090","SLN",1,0,1,0,0,"",2,0,"musis101","L","musis101","L","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","boyek101","altmg101","","PO2(E1).2-3","F","F",7,6,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,1,"T",0,"N",0,"N",0,1,3,0,"","","E1","","F","F","F","F","F","F","F","T","F","crair101","crair101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"NYN196304090","SLN",1,0,1,0,0,"",2,0,"musis101","L","musis101","L","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","boyek101","","altmg101","5","F","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"5","","","","F","F","F","F","F","F","F","F","F","crair101","","crair101","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,7
"NYN196304090","SLN",1,0,2,0,0,"",2,0,"sawac101","L","sawac101","L","crair101","R","crair101","R","colec105","harkt101","burrl101","nealc101","moraa102","thomf103","snidd101","krane101","boyek101","","altmg101","K","F","F",2,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"2","","","","F","F","F","F","F","F","F","F","F","crair101","","crair101","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"NYN196304090","SLN",1,1,0,0,0,"",2,0,"burrl101","R","burrl101","R","broge101","R","broge101","R","sawac101","whitb105","javij101","boyek101","groad101","musis101","flooc101","altmg101","","","","S","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"NYN196304090","SLN",1,1,0,0,0,"",2,0,"colec105","L","colec105","L","broge101","R","broge101","R","sawac101","whitb105","javij101","boyek101","groad101","musis101","flooc101","altmg101","burrl101","","","2/FL","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","T","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","broge101","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"NYN196304090","SLN",1,1,1,0,0,"",2,0,"krane101","L","krane101","L","broge101","R","broge101","R","sawac101","whitb105","javij101","boyek101","groad101","musis101","flooc101","altmg101","burrl101","","","6","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"6","","","","F","F","F","F","F","F","F","F","F","broge101","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,11
