"SEA198104090","CAL",1,0,0,0,0,"",0,0,"carer001","L","carer001","L","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","","","","8","T","F",3,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1
"SEA198104090","CAL",1,0,1,0,0,"",0,0,"burlr001","R","burlr001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","","","","63","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,2
"SEA198104090","CAL",1,0,2,0,0,"",0,0,"lynnf001","L","lynnf001","L","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","","","","S8","F","F",8,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"SEA198104090","CAL",1,0,2,0,0,"",0,0,"bayld001","R","bayld001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","lynnf001","","","SB2","F","F",10,4,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","abbog001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"SEA198104090","CAL",1,0,2,0,0,"",0,0,"bayld001","R","bayld001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","","lynnf001","","W","F","F",10,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","abbog001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"SEA198104090","CAL",1,0,2,0,0,"",0,0,"fordd001","R","fordd001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","bayld001","lynnf001","","W.2-3;1-2","F","F",9,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","abbog001","abbog001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"SEA198104090","CAL",1,0,2,0,0,"",0,0,"downb001","R","downb001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","fordd001","bayld001","lynnf001","HR/F7.3-H;2-H;1-H","F","F",2,6,23,"T","T",4,"F","F",0,"F","F",4,"F","F",0,"F","F","F","7",0,0,"N",0,"N",0,"N",4,4,4,4,"","","","","F","F","F","F","F","F","F","F","F","abbog001","abbog001","abbog001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"SEA198104090","CAL",1,0,2,0,0,"",4,0,"brunt001","R","brunt001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","","","","E6/TH1","F","F",7,7,18,"T","T",0,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",1,6,"T",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"SEA198104090","CAL",1,0,2,0,0,"",4,0,"gricb001","R","gricb001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","brunt001","","","SB2","F","F",4,8,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","abbog001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"SEA198104090","CAL",1,0,2,0,0,"",4,0,"gricb001","R","gricb001","R","abbog001","R","abbog001","R","bullb101","bochb001","cruzj002","edled101","andej001","pacit001","hendd001","burrj001","","brunt001","","43","F","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"43","","","","F","F","F","F","F","F","F","F","F","","abbog001","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,10
