"MIN196504120","NYA",1,0,0,2,2,"",0,0,"trest101","R","trest101","R","kaatj101","L","kaatj101","L","zimmj101","killh102","kindj101","rollr101","versz101","allib103","hallj107","olivt102","","","","9","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,1
"MIN196504120","NYA",1,0,1,1,2,"",0,0,"richb102","R","richb102","R","kaatj101","L","kaatj101","L","zimmj101","killh102","kindj101","rollr101","versz101","allib103","hallj107","olivt102","","","","63","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,2
"MIN196504120","NYA",1,0,2,0,0,"",0,0,"marir101","L","marir101","L","kaatj101","L","kaatj101","L","zimmj101","killh102","kindj101","rollr101","versz101","allib103","hallj107","olivt102","","","","43","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,3
"MIN196504120","NYA",1,1,0,0,0,"",0,0,"versz101","R","versz101","R","boutj101","R","boutj101","R","howae101","pepij101","richb102","boyec102","kubet101","mantm101","trest101","marir101","","","","K","T","F",6,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"MIN196504120","NYA",1,1,1,0,0,"",0,0,"kindj101","R","kindj101","R","boutj101","R","boutj101","R","howae101","pepij101","richb102","boyec102","kubet101","mantm101","trest101","marir101","","","","W","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"MIN196504120","NYA",1,1,1,0,0,"",0,0,"rollr101","R","rollr101","R","boutj101","R","boutj101","R","howae101","pepij101","richb102","boyec102","kubet101","mantm101","trest101","marir101","kindj101","","","W.1-2","F","F",5,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","boutj101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"MIN196504120","NYA",1,1,1,0,0,"",0,0,"olivt102","L","olivt102","L","boutj101","R","boutj101","R","howae101","pepij101","richb102","boyec102","kubet101","mantm101","trest101","marir101","rollr101","kindj101","","WP.2-3;1-2","F","F",9,4,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","boutj101","boutj101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"MIN196504120","NYA",1,1,1,0,0,"",0,0,"olivt102","L","olivt102","L","boutj101","R","boutj101","R","howae101","pepij101","richb102","boyec102","kubet101","mantm101","trest101","marir101","","rollr101","kindj101","43.3-H;2-3","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",1,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,4,"43","","","","F","F","F","F","F","F","F","F","F","","boutj101","boutj101","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"MIN196504120","NYA",1,1,2,0,0,"",0,1,"killh102","R","killh102","R","boutj101","R","boutj101","R","howae101","pepij101","richb102","boyec102","kubet101","mantm101","trest101","marir101","","","rollr101","8/8XD","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8XD",0,0,"N",0,"N",0,"N",0,0,0,3,"8","","","","F","F","F","F","F","F","F","F","F","","","boutj101","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"MIN196504120","NYA",2,0,0,0,0,"",0,1,"mantm101","R","mantm101","R","kaatj101","L","kaatj101","L","zimmj101","killh102","kindj101","rollr101","versz101","allib103","hallj107","olivt102","","","","63","T","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,10
