"MIN196904180","CAL",1,0,0,0,0,"",0,0,"johnj002","L","johnj002","L","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","8","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1
"MIN196904180","CAL",1,0,1,0,0,"",0,0,"fregj101","R","fregj101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","T7","F","F",6,2,22,"T","T",3,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",3,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"MIN196904180","CAL",1,0,1,0,0,"",0,0,"johnl104","R","johnl104","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","fregj101","K","F","F",9,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"2","","","","F","F","F","F","F","F","F","F","F","","","hallt101","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"MIN196904180","CAL",1,0,2,0,0,"",0,0,"reicr101","R","reicr101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","fregj101","6/P","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"6","","","","F","F","F","F","F","F","F","F","F","","","hallt101","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,4
"MIN196904180","CAL",1,1,0,0,0,"",0,0,"tovac101","R","tovac101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","S8","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"MIN196904180","CAL",1,1,0,0,0,"",0,0,"carer001","L","carer001","L","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","tovac101","","","SB2#","F","F",4,2,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","T","F","F","F","F","F","F","F","F","may-r101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"MIN196904180","CAL",1,1,0,0,0,"",0,0,"carer001","L","carer001","L","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","tovac101","","K","F","F",4,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","may-r101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"MIN196904180","CAL",1,1,1,0,0,"",0,0,"killh102","R","killh102","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","tovac101","","8","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"8","","","","F","F","F","F","F","F","F","F","F","","may-r101","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,8
"MIN196904180","CAL",1,1,2,0,0,"",0,0,"olivt102","L","olivt102","L","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","tovac101","","6/P","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"6","","","","F","F","F","F","F","F","F","F","F","","may-r101","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,9
"MIN196904180","CAL",2,0,0,0,0,"",0,0,"stuad101","R","stuad101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","K","T","F",3,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
"MIN196904180","CAL",2,0,1,0,0,"",0,0,"rodra101","R","rodra101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","8/L","F","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,11
"MIN196904180","CAL",2,0,2,0,0,"",0,0,"egant101","R","egant101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","K/C","F","F",2,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,12
"MIN196904180","CAL",2,1,0,0,0,"",0,0,"allib103","R","allib103","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","4/P","T","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,13
"MIN196904180","CAL",2,1,1,0,0,"",0,0,"mittg101","R","mittg101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","23","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"23","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,14
"MIN196904180","CAL",2,1,2,0,0,"",0,0,"cardl101","R","cardl101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","43","F","F",6,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,15
"MIN196904180","CAL",3,0,0,0,0,"",0,0,"knoob101","R","knoob101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","8","T","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,16
"MIN196904180","CAL",3,0,1,0,0,"",0,0,"may-r101","L","may-r101","L","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","23","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"23","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,17
"MIN196904180","CAL",3,0,2,0,0,"",0,0,"johnj002","L","johnj002","L","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","8","F","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,18
"MIN196904180","CAL",3,1,0,0,0,"",0,0,"quilf101","R","quilf101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","63","T","F",5,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,19
"MIN196904180","CAL",3,1,1,0,0,"",0,0,"hallt101","L","hallt101","L","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","K","F","F",1,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,20
"MIN196904180","CAL",3,1,2,0,0,"",0,0,"tovac101","R","tovac101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","S8","F","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,21
"MIN196904180","CAL",3,1,2,0,0,"",0,0,"carer001","L","carer001","L","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","tovac101","","","K/C","F","F",4,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","may-r101","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,22
"MIN196904180","CAL",4,0,0,0,0,"",0,0,"fregj101","R","fregj101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","W","T","F",6,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,23
"MIN196904180","CAL",4,0,0,0,0,"",0,0,"johnl104","R","johnl104","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","fregj101","","","7(B)3(1)/DP","F","F",9,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","73","","","F","F","F","F","F","F","F","F","F","hallt101","","","F","F","F","F","F","","","","",0,7,3,0,7,0,0,0,0,24
"MIN196904180","CAL",4,0,2,0,0,"",0,0,"reicr101","R","reicr101","R","hallt101","L","hallt101","L","mittg101","killh102","carer001","quilf101","cardl101","allib103","tovac101","olivt102","","","","53","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,25
"MIN196904180","CAL",4,1,0,0,0,"",0,0,"killh102","R","killh102","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","","","W","T","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,26
"MIN196904180","CAL",4,1,0,0,0,"",0,0,"olivt102","L","olivt102","L","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","killh102","","","3/G.1-2","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"3","","","","F","F","F","F","F","F","F","F","F","may-r101","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,27
"MIN196904180","CAL",4,1,1,0,0,"",0,0,"allib103","R","allib103","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","","killh102","","W","F","F",7,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","may-r101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,28
"MIN196904180","CAL",4,1,1,0,0,"",0,0,"mittg101","R","mittg101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","allib103","killh102","","8","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"8","","","","F","F","F","F","F","F","F","F","F","may-r101","may-r101","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,29
"MIN196904180","CAL",4,1,2,0,0,"",0,0,"cardl101","R","cardl101","R","may-r101","L","may-r101","L","egant101","stuad101","knoob101","rodra101","fregj101","reicr101","johnj002","johnl104","allib103","killh102","","S6.2-H;1-2","F","F",6,7,20,"T","T",1,"F","F",0,"F","F",1,"F","F",6,"","F","F","",0,0,"N",0,"N",0,"N",1,2,4,0,"","","","","F","F","F","F","F","F","F","F","F","may-r101","may-r101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,30
