"WS1195504110","BAL",1,0,0,0,0,"",0,0,"cox-b101","R","cox-b101","R","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","K","T","F",5,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"WS1195504110","BAL",1,0,1,0,0,"",0,0,"leppd102","L","leppd102","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","7","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,2
"WS1195504110","BAL",1,0,2,0,0,"",0,0,"coang101","L","coang101","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","S9","F","F",7,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"WS1195504110","BAL",1,0,2,0,0,"",0,0,"woodg101","L","woodg101","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","coang101","","","PO1(16)","F","F",9,4,8,"F","F",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"","16","","","F","F","F","F","F","F","T","F","F","portb102","","","F","F","F","F","F","","","","",0,6,0,0,1,0,0,0,0,4
"WS1195504110","BAL",1,1,0,0,0,"",0,0,"yoste101","R","yoste101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","W","T","F",5,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"WS1195504110","BAL",1,1,0,0,0,"",0,0,"busbj101","R","busbj101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","yoste101","","","S7.1-2","F","F",8,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","kretl101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"WS1195504110","BAL",1,1,0,0,0,"",0,0,"vernm101","L","vernm101","L","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","busbj101","yoste101","","6/P","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"6","","","","F","F","F","F","F","F","F","F","F","kretl101","kretl101","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,7
"WS1195504110","BAL",1,1,1,0,0,"",0,0,"runnp101","L","runnp101","L","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","busbj101","yoste101","","K","F","F",4,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","kretl101","kretl101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"WS1195504110","BAL",1,1,2,0,0,"",0,0,"sievr101","R","sievr101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","busbj101","yoste101","","63","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"63","","","","F","F","F","F","F","F","F","F","F","kretl101","kretl101","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,9
"WS1195504110","BAL",2,0,0,0,0,"",0,0,"woodg101","L","woodg101","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","7","T","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,10
"WS1195504110","BAL",2,0,1,0,0,"",0,0,"waite101","L","waite101","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","13","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,11
"WS1195504110","BAL",2,0,2,0,0,"",0,0,"abrac101","L","abrac101","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","43","F","F",8,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,12
"WS1195504110","BAL",2,1,0,0,0,"",0,0,"umpht101","R","umpht101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","53","T","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,13
"WS1195504110","BAL",2,1,1,0,0,"",0,0,"edwab101","R","edwab101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","53","F","F",2,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,14
"WS1195504110","BAL",2,1,2,0,0,"",0,0,"klinb104","R","klinb104","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","2","F","F",6,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,15
"WS1195504110","BAL",3,0,0,0,0,"",0,0,"smith106","R","smith106","R","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","13","T","F",2,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,16
"WS1195504110","BAL",3,0,1,0,0,"",0,0,"miraw101","L","miraw101","L","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","7","F","F",6,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,17
"WS1195504110","BAL",3,0,2,0,0,"",0,0,"kretl101","R","kretl101","R","portb102","R","portb102","R","edwab101","vernm101","runnp101","yoste101","klinb104","sievr101","busbj101","umpht101","","","","13","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,18
"WS1195504110","BAL",3,1,0,0,0,"",0,0,"portb102","R","portb102","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","D8","T","F",1,9,21,"T","T",2,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,19
"WS1195504110","BAL",3,1,0,0,0,"",0,0,"yoste101","R","yoste101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","portb102","","HP","F","F",5,1,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","kretl101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,20
"WS1195504110","BAL",3,1,0,0,0,"",0,0,"busbj101","R","busbj101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","yoste101","portb102","","WP.2-3","F","F",8,2,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,3,0,"","","","","F","F","F","F","F","F","F","F","F","kretl101","kretl101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,21
"WS1195504110","BAL",3,1,0,0,0,"",0,0,"busbj101","R","busbj101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","yoste101","","portb102","SB2","F","F",8,2,4,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,3,"","","","","T","F","F","F","F","F","F","F","F","kretl101","","kretl101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,22
"WS1195504110","BAL",3,1,0,0,0,"",0,0,"busbj101","R","busbj101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","yoste101","portb102","K","F","F",8,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","kretl101","kretl101","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,23
"WS1195504110","BAL",3,1,1,0,0,"",0,0,"vernm101","L","vernm101","L","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","yoste101","portb102","FC3.3-H;2-3","F","F",3,3,19,"T","T",0,"F","F",0,"F","F",1,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,3,4,"","","","","F","F","F","F","F","F","F","F","F","","kretl101","kretl101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,24
"WS1195504110","BAL",3,1,1,0,0,"",0,1,"runnp101","L","runnp101","L","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","vernm101","","yoste101","23.3-H;1-2","F","F",4,4,2,"T","T",0,"F","F",1,"F","F",1,"F","F",2,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,4,"23","","","","F","F","F","F","F","F","F","F","F","kretl101","","kretl101","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,25
"WS1195504110","BAL",3,1,2,0,0,"",0,2,"sievr101","R","sievr101","R","kretl101","R","kretl101","R","smith106","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","vernm101","","W","F","F",7,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","kretl101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,26
