"SEA200104020","OAK",1,0,0,2,0,"BBX",0,0,"damoj001","L","damoj001","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","","","43/G","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,1
"SEA200104020","OAK",1,0,1,3,2,"CCBBBX",0,0,"ortij003","R","ortij003","R","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","","","8/F8","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,2
"SEA200104020","OAK",1,0,2,0,0,"X",0,0,"giamj001","L","giamj001","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","","","13/G","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,3
"SEA200104020","OAK",1,1,0,1,0,"BX",0,0,"suzui001","L","suzui001","L","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","43/G","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"SEA200104020","OAK",1,1,1,3,2,"BSCBBFFFB",0,0,"camem001","R","camem001","R","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","W","F","F",8,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"SEA200104020","OAK",1,1,1,0,1,"SX",0,0,"marte001","R","marte001","R","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","camem001","","","S7.1-2","F","F",10,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","hudst001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"SEA200104020","OAK",1,1,1,0,2,"SCX",0,0,"olerj001","L","olerj001","L","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","marte001","camem001","","8/L8","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","8",0,0,"N",0,"N",0,"N",0,1,2,0,"8","","","","F","F","F","F","F","F","F","F","F","hudst001","hudst001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"SEA200104020","OAK",1,1,2,1,1,"BCX",0,0,"boonb002","R","boonb002","R","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","marte001","camem001","","64(1)/FO.2-3","F","F",4,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","64","","","F","F","F","F","F","F","F","F","F","hudst001","hudst001","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,8
"SEA200104020","OAK",2,0,0,1,2,"CBCX",0,0,"saeno001","R","saeno001","R","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","","","8/F8","T","F",10,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"SEA200104020","OAK",2,0,1,3,0,"BBBB",0,0,"chave001","L","chave001","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","","","W","F","F",5,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"SEA200104020","OAK",2,0,1,3,0,"BBBB",0,0,"tejam001","R","tejam001","R","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","chave001","","","W.1-2","F","F",6,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","garcf002","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"SEA200104020","OAK",2,0,1,1,2,"BSSFS",0,0,"longt002","L","longt002","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","tejam001","chave001","","K","F","F",8,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","garcf002","garcf002","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,12
"SEA200104020","OAK",2,0,2,3,2,"BBBCSS",0,0,"giamj002","L","giamj002","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","tejam001","chave001","","K","F","F",9,8,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","garcf002","garcf002","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"SEA200104020","OAK",2,1,0,0,0,"X",0,0,"marta001","L","marta001","L","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","3/G","T","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,14
"SEA200104020","OAK",2,1,1,3,1,"BBCBX",0,0,"belld002","R","belld002","R","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","63/G","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,15
"SEA200104020","OAK",2,1,2,1,0,"BX",0,0,"wilsd001","R","wilsd001","R","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","53/G","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,16
"SEA200104020","OAK",3,0,0,3,1,"CBBBX",0,0,"hernr002","R","hernr002","R","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","","","D7","T","F",2,9,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,17
"SEA200104020","OAK",3,0,0,0,0,"X",0,0,"damoj001","L","damoj001","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","hernr002","","2/P2","F","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"P","F","F","2",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","garcf002","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,18
"SEA200104020","OAK",3,0,1,2,2,"CBBFS",0,0,"ortij003","R","ortij003","R","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","hernr002","","K","F","F",4,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","garcf002","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,19
"SEA200104020","OAK",3,0,2,3,0,"BBII",0,0,"giamj001","L","giamj001","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","hernr002","","IW","F","F",3,3,15,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","garcf002","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,20
"SEA200104020","OAK",3,0,2,1,0,"BX",0,0,"saeno001","R","saeno001","R","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","giamj001","hernr002","","D/78D.2-H;1-3","F","F",10,4,21,"T","T",2,"F","F",0,"F","F",1,"F","F",0,"","F","F","78D",0,0,"N",0,"N",0,"N",2,3,4,0,"","","","","F","F","F","F","F","F","F","F","F","garcf002","garcf002","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,21
"SEA200104020","OAK",3,0,2,1,2,"CBSS",1,0,"chave001","L","chave001","L","garcf002","R","garcf002","R","wilsd001","olerj001","boonb002","belld002","guilc001","marta001","camem001","suzui001","","saeno001","giamj001","K","F","F",5,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","garcf002","garcf002","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,22
"SEA200104020","OAK",3,1,0,0,2,"CCS",1,0,"guilc001","L","guilc001","L","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","K23","T","F",6,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"23","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,23
"SEA200104020","OAK",3,1,1,0,1,"SX",1,0,"suzui001","L","suzui001","L","hudst001","R","hudst001","R","hernr002","giamj001","ortij003","chave001","tejam001","damoj001","longt002","giamj002","","","","3/G","F","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,24
