"NYN197904100","MON",1,0,0,0,0,"",0,0,"dawsa001","R","dawsa001","R","swanc001","R","swanc001","R","steaj001","montw101","chapk001","hebnr001","flynd001","hends001","mazzl001","madde101","","","","6/L","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,1
"NYN197904100","MON",1,0,1,0,0,"",0,0,"scotr101","L","scotr101","L","swanc001","R","swanc001","R","steaj001","montw101","chapk001","hebnr001","flynd001","hends001","mazzl001","madde101","","","","W","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"NYN197904100","MON",1,0,1,0,0,"",0,0,"cromw101","L","cromw101","L","swanc001","R","swanc001","R","steaj001","montw101","chapk001","hebnr001","flynd001","hends001","mazzl001","madde101","scotr101","","","5/FL","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","T","",0,0,"N",0,"N",0,"N",0,1,0,0,"5","","","","F","F","F","F","F","F","F","F","F","swanc001","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,3
"NYN197904100","MON",1,0,2,0,0,"",0,0,"valee001","R","valee001","R","swanc001","R","swanc001","R","steaj001","montw101","chapk001","hebnr001","flynd001","hends001","mazzl001","madde101","scotr101","","","4/P","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","swanc001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,4
"NYN197904100","MON",1,1,0,0,0,"",0,0,"mazzl001","R","mazzl001","R","lee-b101","L","lee-b101","L","cartg001","peret001","scotr101","parrl002","speic001","cromw101","dawsa001","valee001","","","","W","T","F",8,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"NYN197904100","MON",1,1,0,0,0,"",0,0,"chapk001","R","chapk001","R","lee-b101","L","lee-b101","L","cartg001","peret001","scotr101","parrl002","speic001","cromw101","dawsa001","valee001","mazzl001","","","S7.1-2","F","F",4,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","lee-b101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"NYN197904100","MON",1,1,0,0,0,"",0,0,"hebnr001","L","hebnr001","L","lee-b101","L","lee-b101","L","cartg001","peret001","scotr101","parrl002","speic001","cromw101","dawsa001","valee001","chapk001","mazzl001","","8.2-3","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,3,0,"8","","","","F","F","F","F","F","F","F","F","F","lee-b101","lee-b101","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"NYN197904100","MON",1,1,1,0,0,"",0,0,"steaj001","R","steaj001","R","lee-b101","L","lee-b101","L","cartg001","peret001","scotr101","parrl002","speic001","cromw101","dawsa001","valee001","chapk001","","mazzl001","E5.3-H(RBI);1-2","F","F",2,4,18,"T","T",0,"F","F",0,"F","F",1,"F","F",5,"G","F","F","",1,5,"F",0,"N",0,"N",1,2,0,4,"","","","","F","F","F","F","F","F","F","F","F","lee-b101","","lee-b101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"NYN197904100","MON",1,1,1,0,0,"",0,1,"montw101","L","montw101","L","lee-b101","L","lee-b101","L","cartg001","peret001","scotr101","parrl002","speic001","cromw101","dawsa001","valee001","steaj001","chapk001","","K/C","F","F",3,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","lee-b101","lee-b101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"NYN197904100","MON",1,1,2,0,0,"",0,1,"hends001","R","hends001","R","lee-b101","L","lee-b101","L","cartg001","peret001","scotr101","parrl002","speic001","cromw101","dawsa001","valee001","steaj001","chapk001","","4(1)/FO","F","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","4","","","F","F","F","F","F","F","F","F","F","lee-b101","lee-b101","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,10
