"DET198104090","TOR",1,0,0,0,0,"",0,0,"grifa001","L","grifa001","L","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","","","","43","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,1
"DET198104090","TOR",1,0,1,0,0,"",0,0,"mosel001","L","mosel001","L","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","","","","7/F","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,2
"DET198104090","TOR",1,0,2,0,0,"",0,0,"veleo101","R","veleo101","R","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","","","","W","F","F",10,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"DET198104090","TOR",1,0,2,0,0,"",0,0,"maybj101","L","maybj101","L","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","veleo101","","","8/F","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","morrj001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,4
"DET198104090","TOR",1,1,0,0,0,"",0,0,"peter001","L","peter001","L","clanj001","R","clanj001","R","white002","maybj101","garcd001","aingd101","grifa001","upshw001","mosel001","bonnb001","","","","8/F","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,5
"DET198104090","TOR",1,1,1,0,0,"",0,0,"trama001","R","trama001","R","clanj001","R","clanj001","R","white002","maybj101","garcd001","aingd101","grifa001","upshw001","mosel001","bonnb001","","","","S7","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"DET198104090","TOR",1,1,1,0,0,"",0,0,"kemps001","L","kemps001","L","clanj001","R","clanj001","R","white002","maybj101","garcd001","aingd101","grifa001","upshw001","mosel001","bonnb001","trama001","","","S9.1-2","F","F",7,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","clanj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"DET198104090","TOR",1,1,1,0,0,"",0,0,"hebnr001","L","hebnr001","L","clanj001","R","clanj001","R","white002","maybj101","garcd001","aingd101","grifa001","upshw001","mosel001","bonnb001","kemps001","trama001","","6/P","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"6","","","","F","F","F","F","F","F","F","F","F","clanj001","clanj001","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,8
"DET198104090","TOR",1,1,2,0,0,"",0,0,"summc001","L","summc001","L","clanj001","R","clanj001","R","white002","maybj101","garcd001","aingd101","grifa001","upshw001","mosel001","bonnb001","kemps001","trama001","","8/F","F","F",10,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"8","","","","F","F","F","F","F","F","F","F","F","clanj001","clanj001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"DET198104090","TOR",2,0,0,0,0,"",0,0,"upshw001","L","upshw001","L","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","","","","T9","T","F",7,5,22,"T","T",3,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",3,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"DET198104090","TOR",2,0,0,0,0,"",0,0,"garcd001","R","garcd001","R","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","","","upshw001","K","F","F",4,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"2","","","","F","F","F","F","F","F","F","F","F","","","morrj001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,11
"DET198104090","TOR",2,0,1,0,0,"",0,0,"bonnb001","R","bonnb001","R","morrj001","R","morrj001","R","parrl001","hebnr001","whitl001","kellm101","trama001","kemps001","peter001","gibsk001","","","upshw001","FC5.3XH(52)","F","F",9,7,19,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","52","F","F","F","F","F","F","F","F","F","","","morrj001","F","F","F","F","F","","","","",0,2,0,0,5,0,0,0,0,12
