"KCA197704110","NYA",1,0,0,0,0,"",0,0,"rivem001","L","rivem001","L","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","3/G","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,1
"KCA197704110","NYA",1,0,1,0,0,"",0,0,"whitr101","R","whitr101","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","43","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2
"KCA197704110","NYA",1,0,2,0,0,"",0,0,"munst101","R","munst101","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","D9","F","F",2,3,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"KCA197704110","NYA",1,0,2,0,0,"",0,0,"wynnj101","R","wynnj101","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","munst101","","S7.2-H","F","F",10,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","splip001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"KCA197704110","NYA",1,0,2,0,0,"",1,0,"chamc001","L","chamc001","L","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","wynnj101","","","8","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","splip001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,5
"KCA197704110","NYA",1,1,0,0,0,"",1,0,"bretg001","L","bretg001","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","","","S8","T","F",5,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"KCA197704110","NYA",1,1,0,0,0,"",1,0,"mcrah001","R","mcrah001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","bretg001","","","43.1-2","F","F",10,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"43","","","","F","F","F","F","F","F","F","F","F","ellid101","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"KCA197704110","NYA",1,1,1,0,0,"",1,0,"maybj101","L","maybj101","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","bretg001","","43.2-3","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"43","","","","F","F","F","F","F","F","F","F","F","","ellid101","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"KCA197704110","NYA",1,1,2,0,0,"",1,0,"otisa001","R","otisa001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","","bretg001","E6.3-H(NR)(UR)","F","F",8,4,18,"T","T",0,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",1,6,"F",0,"N",0,"N",1,0,0,5,"","","","","F","F","F","F","F","F","F","F","F","","","ellid101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"KCA197704110","NYA",1,1,2,0,0,"",1,1,"portd001","L","portd001","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","otisa001","","","D7.1-H(UR)","F","F",2,5,21,"T","T",2,"F","F",0,"F","F",1,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,5,0,0,"","","","","F","F","F","F","F","F","F","F","F","ellid101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"KCA197704110","NYA",1,1,2,0,0,"",1,2,"cowea001","R","cowea001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","portd001","","9","F","F",9,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"9","","","","F","F","F","F","F","F","F","F","F","","ellid101","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,11
"KCA197704110","NYA",2,0,0,0,0,"",1,2,"jackr001","L","jackr001","L","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","W","T","F",9,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"KCA197704110","NYA",2,0,0,0,0,"",1,2,"nettg001","L","nettg001","L","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","jackr001","","","43.1-2","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"43","","","","F","F","F","F","F","F","F","F","F","splip001","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,13
"KCA197704110","NYA",2,0,1,0,0,"",1,2,"randw001","R","randw001","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","jackr001","","63.2-3","F","F",4,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"63","","","","F","F","F","F","F","F","F","F","F","","splip001","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,14
"KCA197704110","NYA",2,0,2,0,0,"",1,2,"dentb001","R","dentb001","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","jackr001","43","F","F",6,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"43","","","","F","F","F","F","F","F","F","F","F","","","splip001","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,15
"KCA197704110","NYA",2,1,0,0,0,"",1,2,"lacop101","L","lacop101","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","","","D7","T","F",7,7,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,16
"KCA197704110","NYA",2,1,0,0,0,"",1,2,"patef101","R","patef101","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","lacop101","","S9.2-3","F","F",6,8,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","","","","F","F","F","F","F","F","F","F","F","","ellid101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,17
"KCA197704110","NYA",2,1,0,0,0,"",1,2,"whitf001","R","whitf001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","patef101","","lacop101","9/SF.3-H","F","F",4,9,2,"T","F",0,"F","T",1,"F","F",1,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,4,"9","","","","F","F","F","F","F","F","F","F","F","ellid101","","ellid101","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,18
"KCA197704110","NYA",2,1,1,0,0,"",1,3,"bretg001","L","bretg001","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","patef101","","","3/G.1-2","F","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"3","","","","F","F","F","F","F","F","F","F","F","ellid101","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,19
"KCA197704110","NYA",2,1,2,0,0,"",1,3,"mcrah001","R","mcrah001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","patef101","","63","F","F",10,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"63","","","","F","F","F","F","F","F","F","F","F","","ellid101","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,20
"KCA197704110","NYA",3,0,0,0,0,"",1,3,"rivem001","L","rivem001","L","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","5/L","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,21
"KCA197704110","NYA",3,0,1,0,0,"",1,3,"whitr101","R","whitr101","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","43","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,22
"KCA197704110","NYA",3,0,2,0,0,"",1,3,"munst101","R","munst101","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","63","F","F",2,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,23
"KCA197704110","NYA",3,1,0,0,0,"",1,3,"maybj101","L","maybj101","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","","","3/G","T","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,24
"KCA197704110","NYA",3,1,1,0,0,"",1,3,"otisa001","R","otisa001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","","","","S5","F","F",8,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",5,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,25
"KCA197704110","NYA",3,1,1,0,0,"",1,3,"portd001","L","portd001","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","otisa001","","","W.1-2","F","F",2,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","ellid101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,26
"KCA197704110","NYA",3,1,1,0,0,"",1,3,"cowea001","R","cowea001","R","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","portd001","otisa001","","K","F","F",9,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","ellid101","ellid101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,27
"KCA197704110","NYA",3,1,2,0,0,"",1,3,"lacop101","L","lacop101","L","ellid101","R","ellid101","R","munst101","chamc001","randw001","nettg001","dentb001","whitr101","rivem001","jackr001","portd001","otisa001","","7","F","F",7,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"7","","","","F","F","F","F","F","F","F","F","F","ellid101","ellid101","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,28
"KCA197704110","NYA",4,0,0,0,0,"",1,3,"wynnj101","R","wynnj101","R","splip001","L","splip001","L","portd001","maybj101","whitf001","bretg001","patef101","lacop101","otisa001","cowea001","","","","63","T","F",10,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,29
