"BOS195604170","BAL",1,0,0,0,0,"",0,0,"marsf101","R","marsf101","R","sullf101","R","sullf101","R","whits103","vernm101","goodb101","malzf101","buddd101","willt103","pierj102","jensj101","","","","K","T","F",4,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"BOS195604170","BAL",1,0,1,0,0,"",0,0,"adamb103","R","adamb103","R","sullf101","R","sullf101","R","whits103","vernm101","goodb101","malzf101","buddd101","willt103","pierj102","jensj101","","","","S9","F","F",5,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"BOS195604170","BAL",1,0,1,0,0,"",0,0,"phild102","L","phild102","L","sullf101","R","sullf101","R","whits103","vernm101","goodb101","malzf101","buddd101","willt103","pierj102","jensj101","adamb103","","","16(1)/FO","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","16","","","F","F","F","F","F","F","F","F","F","sullf101","","","F","F","F","F","F","","","","",0,6,0,0,1,0,0,0,0,3
"BOS195604170","BAL",1,0,2,0,0,"",0,0,"triag101","R","triag101","R","sullf101","R","sullf101","R","whits103","vernm101","goodb101","malzf101","buddd101","willt103","pierj102","jensj101","phild102","","","64(1)/FO","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","sullf101","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,4
"BOS195604170","BAL",1,1,0,0,0,"",0,0,"goodb101","L","goodb101","L","wighb101","L","wighb101","L","smith106","triag101","marsf101","adamb103","miraw101","dyckj101","frant101","phild102","","","","S8","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"BOS195604170","BAL",1,1,0,0,0,"",0,0,"malzf101","R","malzf101","R","wighb101","L","wighb101","L","smith106","triag101","marsf101","adamb103","miraw101","dyckj101","frant101","phild102","goodb101","","","9","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","wighb101","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,6
"BOS195604170","BAL",1,1,1,0,0,"",0,0,"willt103","L","willt103","L","wighb101","L","wighb101","L","smith106","triag101","marsf101","adamb103","miraw101","dyckj101","frant101","phild102","goodb101","","","W.1-2","F","F",7,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","wighb101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"BOS195604170","BAL",1,1,1,0,0,"",0,0,"jensj101","R","jensj101","R","wighb101","L","wighb101","L","smith106","triag101","marsf101","adamb103","miraw101","dyckj101","frant101","phild102","willt103","goodb101","","S7.2-H;1-3;B-2(E7)","F","F",9,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",7,"","F","F","",1,7,"F",0,"N",0,"N",2,3,4,0,"","","","","F","F","F","F","F","F","F","F","F","wighb101","wighb101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"BOS195604170","BAL",1,1,1,0,0,"",0,1,"vernm101","L","vernm101","L","wighb101","L","wighb101","L","smith106","triag101","marsf101","adamb103","miraw101","dyckj101","frant101","phild102","","jensj101","willt103","S7.3-H;2-3","F","F",3,5,20,"T","T",1,"F","F",0,"F","F",1,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,3,4,"","","","","F","F","F","F","F","F","F","F","F","","wighb101","wighb101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"BOS195604170","BAL",1,1,1,0,0,"",0,2,"pierj102","R","pierj102","R","wighb101","L","wighb101","L","smith106","triag101","marsf101","adamb103","miraw101","dyckj101","frant101","phild102","vernm101","","jensj101","S8.3-H;1-3","F","F",8,6,20,"T","T",1,"F","F",0,"F","F",1,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,4,"","","","","F","F","F","F","F","F","F","F","F","wighb101","","wighb101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
