"COL199504260","NYN",1,0,0,0,0,"X",0,0,"butlb001","L","butlb001","L","swifb001","R","swifb001","R","giraj001","galaa001","mejir001","castv001","weisw001","bichd001","kingm001","walkl001","","","","S6/G56","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",6,"G","F","F","56",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"COL199504260","NYN",1,0,0,0,1,"1F>X",0,0,"vizcj001","L","vizcj001","L","swifb001","R","swifb001","R","giraj001","galaa001","mejir001","castv001","weisw001","bichd001","kingm001","walkl001","butlb001","","","6(1)3/GDP/G6M","F","F",6,2,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","6M",0,0,"N",0,"N",0,"N",0,0,0,0,"63","6","","","F","F","F","F","F","F","F","F","F","swifb001","","","F","F","F","F","F","","","","",0,6,3,0,6,0,0,0,0,2
"COL199504260","NYN",1,0,2,0,1,"FX",0,0,"brogr001","L","brogr001","L","swifb001","R","swifb001","R","giraj001","galaa001","mejir001","castv001","weisw001","bichd001","kingm001","walkl001","","","","63/G6","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","6",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,3
"COL199504260","NYN",1,1,0,1,2,"..CFBX",0,0,"weisw001","L","weisw001","L","joneb003","R","joneb003","R","hundt001","brogr001","kentj001","bonib001","vizcj001","segud001","butlb001","everc001","","","","S9/L9S","T","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","9S",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"COL199504260","NYN",1,1,0,2,0,"B1B>X",0,0,"giraj001","R","giraj001","R","joneb003","R","joneb003","R","hundt001","brogr001","kentj001","bonib001","vizcj001","segud001","butlb001","everc001","weisw001","","","S9/G34.1-3","F","F",2,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"G","F","F","34",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","joneb003","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"COL199504260","NYN",1,1,0,0,0,"X",0,0,"walkl001","L","walkl001","L","joneb003","R","joneb003","R","hundt001","brogr001","kentj001","bonib001","vizcj001","segud001","butlb001","everc001","giraj001","","weisw001","D7/L5D.3-H;1-3","F","F",9,3,21,"T","T",2,"F","F",0,"F","F",1,"F","F",7,"L","F","F","5D",0,0,"N",0,"N",0,"N",2,3,0,4,"","","","","F","F","F","F","F","F","F","F","F","joneb003","","joneb003","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"COL199504260","NYN",1,1,0,2,0,"BBX",0,1,"galaa001","R","galaa001","R","joneb003","R","joneb003","R","hundt001","brogr001","kentj001","bonib001","vizcj001","segud001","butlb001","everc001","","walkl001","giraj001","13/G13","F","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","13",0,0,"N",0,"N",0,"N",0,0,2,3,"13","","","","F","F","F","F","F","F","F","F","F","","joneb003","joneb003","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,7
"COL199504260","NYN",1,1,1,1,0,"BX",0,1,"bichd001","R","bichd001","R","joneb003","R","joneb003","R","hundt001","brogr001","kentj001","bonib001","vizcj001","segud001","butlb001","everc001","","walkl001","giraj001","9/SF/F9M.3-H;2-3","F","F",7,5,2,"T","F",0,"F","T",1,"F","F",1,"F","F",9,"F","F","F","9M",0,0,"N",0,"N",0,"N",0,0,3,4,"9","","","","F","F","F","F","F","F","F","F","F","","joneb003","joneb003","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,8
"COL199504260","NYN",1,1,2,2,1,"BBCX",0,2,"kingm001","L","kingm001","L","joneb003","R","joneb003","R","hundt001","brogr001","kentj001","bonib001","vizcj001","segud001","butlb001","everc001","","","walkl001","8/L8LM","F","F",8,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","8LM",0,0,"N",0,"N",0,"N",0,0,0,3,"8","","","","F","F","F","F","F","F","F","F","F","","","joneb003","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9
"COL199504260","NYN",2,0,0,2,0,"BBX",0,2,"bonib001","L","bonib001","L","swifb001","R","swifb001","R","giraj001","galaa001","mejir001","castv001","weisw001","bichd001","kingm001","walkl001","","","","31/G3L","T","F",5,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","3L",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,10
