"NYN196204130","PIT",1,0,0,0,0,"",0,0,"virdb101","L","virdb101","L","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","","63","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"NYN196204130","PIT",1,0,1,0,0,"",0,0,"groad101","R","groad101","R","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","","63","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,2
"NYN196204130","PIT",1,0,2,0,0,"",0,0,"skinb101","L","skinb101","L","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","","K","F","F",7,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"NYN196204130","PIT",1,1,0,0,0,"",0,0,"ashbr101","L","ashbr101","L","sturt101","R","sturt101","R","burgs101","stuad101","mazeb101","hoakd101","groad101","skinb101","virdb101","clemr101","","","","43","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"NYN196204130","PIT",1,1,1,0,0,"",0,0,"mantf101","R","mantf101","R","sturt101","R","sturt101","R","burgs101","stuad101","mazeb101","hoakd101","groad101","skinb101","virdb101","clemr101","","","","K","F","F",6,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"NYN196204130","PIT",1,1,2,0,0,"",0,0,"nealc101","R","nealc101","R","sturt101","R","sturt101","R","burgs101","stuad101","mazeb101","hoakd101","groad101","skinb101","virdb101","clemr101","","","","K","F","F",4,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"NYN196204130","PIT",2,0,0,0,0,"",0,0,"stuad101","R","stuad101","R","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","","2/F","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7
"NYN196204130","PIT",2,0,1,0,0,"",0,0,"clemr101","R","clemr101","R","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","","43","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"NYN196204130","PIT",2,0,2,0,0,"",0,0,"burgs101","L","burgs101","L","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","","S4","F","F",2,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",4,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"NYN196204130","PIT",2,0,2,0,0,"",0,0,"hoakd101","R","hoakd101","R","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","burgs101","","","D9.1-H;B-3(TH)","F","F",5,7,21,"T","T",2,"F","F",0,"F","F",1,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",3,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","jones102","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"NYN196204130","PIT",2,0,2,0,0,"",1,0,"mazeb101","R","mazeb101","R","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","hoakd101","T/89.3-H","F","F",4,8,22,"T","T",3,"F","F",0,"F","F",1,"F","F",0,"","F","F","89",0,0,"N",0,"N",0,"N",3,0,0,4,"","","","","F","F","F","F","F","F","F","F","F","","","jones102","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"NYN196204130","PIT",2,0,2,0,0,"",2,0,"sturt101","L","sturt101","L","jones102","R","jones102","R","ginsj101","marsj101","nealc101","zimmd101","mantf101","thomf103","ashbr101","bellg103","","","mazeb101","6/L","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"6","","","","F","F","F","F","F","F","F","F","F","","","jones102","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,12
"NYN196204130","PIT",2,1,0,0,0,"",2,0,"thomf103","R","thomf103","R","sturt101","R","sturt101","R","burgs101","stuad101","mazeb101","hoakd101","groad101","skinb101","virdb101","clemr101","","","","K","T","F",7,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"NYN196204130","PIT",2,1,1,0,0,"",2,0,"bellg103","L","bellg103","L","sturt101","R","sturt101","R","burgs101","stuad101","mazeb101","hoakd101","groad101","skinb101","virdb101","clemr101","","","","K","F","F",9,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,14
