"SLN198404130","PIT",1,0,0,0,0,"",0,0,"wynnm001","L","wynnm001","L","lapod001","L","lapod001","L","portd001","greed001","herrt001","howea001","smito001","smitl002","mcgew001","hendg001","","","","8","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1
"SLN198404130","PIT",1,0,1,0,0,"",0,0,"lacyl001","R","lacyl001","R","lapod001","L","lapod001","L","portd001","greed001","herrt001","howea001","smito001","smitl002","mcgew001","hendg001","","","","W","F","F",9,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"SLN198404130","PIT",1,0,1,0,0,"",0,0,"madlb001","R","madlb001","R","lapod001","L","lapod001","L","portd001","greed001","herrt001","howea001","smito001","smitl002","mcgew001","hendg001","lacyl001","","","W.1-2","F","F",5,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","lapod001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"SLN198404130","PIT",1,0,1,0,0,"",0,0,"thomj001","L","thomj001","L","lapod001","L","lapod001","L","portd001","greed001","herrt001","howea001","smito001","smitl002","mcgew001","hendg001","madlb001","lacyl001","","K","F","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","lapod001","lapod001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"SLN198404130","PIT",1,0,2,0,0,"",0,0,"otisa001","R","otisa001","R","lapod001","L","lapod001","L","portd001","greed001","herrt001","howea001","smito001","smitl002","mcgew001","hendg001","madlb001","lacyl001","","S/8.2-H;1-2","F","F",7,5,20,"T","T",1,"F","F",0,"F","F",1,"F","F",0,"","F","F","8",0,0,"N",0,"N",0,"N",1,2,4,0,"","","","","F","F","F","F","F","F","F","F","F","lapod001","lapod001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"SLN198404130","PIT",1,0,2,0,0,"",1,0,"ray-j001","R","ray-j001","R","lapod001","L","lapod001","L","portd001","greed001","herrt001","howea001","smito001","smitl002","mcgew001","hendg001","otisa001","madlb001","","6","F","F",4,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"6","","","","F","F","F","F","F","F","F","F","F","lapod001","lapod001","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,6
"SLN198404130","PIT",1,1,0,0,0,"",1,0,"smitl002","R","smitl002","R","candj001","L","candj001","L","penat001","thomj001","ray-j001","madlb001","berrd001","otisa001","wynnm001","lacyl001","","","","S/5","T","F",7,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","5",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"SLN198404130","PIT",1,1,0,0,0,"",1,0,"mcgew001","R","mcgew001","R","candj001","L","candj001","L","penat001","thomj001","ray-j001","madlb001","berrd001","otisa001","wynnm001","lacyl001","smitl002","","","E6.1-2;B-1","F","F",8,2,18,"T","T",0,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",1,6,"F",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","candj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"SLN198404130","PIT",1,1,0,0,0,"",1,0,"herrt001","R","herrt001","R","candj001","L","candj001","L","penat001","thomj001","ray-j001","madlb001","berrd001","otisa001","wynnm001","lacyl001","mcgew001","smitl002","","5(2)3/GDP.1-2","F","F",4,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"53","","5","","F","F","F","F","F","F","F","F","F","candj001","candj001","","F","F","F","F","F","","","","",0,5,3,0,5,0,0,0,0,9
"SLN198404130","PIT",1,1,2,0,0,"",1,0,"hendg001","R","hendg001","R","candj001","L","candj001","L","penat001","thomj001","ray-j001","madlb001","berrd001","otisa001","wynnm001","lacyl001","","mcgew001","","K","F","F",9,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","candj001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
