"LAN198704090","SFN",1,0,0,0,0,"",0,0,"clarw001","L","clarw001","L","welcb001","R","welcb001","R","sciom001","woodt001","sax-s001","anded001","duncm001","stubf001","ramsm002","marsm001","","","","S9","T","F",3,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"LAN198704090","SFN",1,0,0,0,0,"",0,0,"davic001","L","davic001","L","welcb001","R","welcb001","R","sciom001","woodt001","sax-s001","anded001","duncm001","stubf001","ramsm002","marsm001","clarw001","","","HR/9.1-H","F","F",8,2,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","welcb001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"LAN198704090","SFN",1,0,0,0,0,"",2,0,"leonj001","R","leonj001","R","welcb001","R","welcb001","R","sciom001","woodt001","sax-s001","anded001","duncm001","stubf001","ramsm002","marsm001","","","","S7","F","F",7,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"LAN198704090","SFN",1,0,0,0,0,"",2,0,"maldc001","R","maldc001","R","welcb001","R","welcb001","R","sciom001","woodt001","sax-s001","anded001","duncm001","stubf001","ramsm002","marsm001","leonj001","","","54(1)3/GDP","F","F",9,4,2,"T","T",0,"F","F",2,"T","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","54","","","F","F","F","F","F","F","F","F","F","welcb001","","","F","F","F","F","F","","","","",0,4,3,0,5,4,0,0,0,4
"LAN198704090","SFN",1,0,2,0,0,"",2,0,"browc002","R","browc002","R","welcb001","R","welcb001","R","sciom001","woodt001","sax-s001","anded001","duncm001","stubf001","ramsm002","marsm001","","","","K","F","F",5,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,5
"LAN198704090","SFN",1,1,0,0,0,"",2,0,"sax-s001","R","sax-s001","R","davim001","L","davim001","L","brenb001","clarw001","thomr003","browc002","uribj001","leonj001","davic001","maldc001","","","","53","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,6
"LAN198704090","SFN",1,1,1,0,0,"",2,0,"ramsm002","R","ramsm002","R","davim001","L","davim001","L","brenb001","clarw001","thomr003","browc002","uribj001","leonj001","davic001","maldc001","","","","S7","F","F",8,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"LAN198704090","SFN",1,1,1,0,0,"",2,0,"duncm001","R","duncm001","R","davim001","L","davim001","L","brenb001","clarw001","thomr003","browc002","uribj001","leonj001","davic001","maldc001","ramsm002","","","S9.1-3","F","F",6,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","davim001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"LAN198704090","SFN",1,1,1,0,0,"",2,0,"marsm001","R","marsm001","R","davim001","L","davim001","L","brenb001","clarw001","thomr003","browc002","uribj001","leonj001","davic001","maldc001","duncm001","","ramsm002","7/SF.3-H","F","F",9,4,2,"T","F",0,"F","T",1,"F","F",1,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,4,"7","","","","F","F","F","F","F","F","F","F","F","davim001","","davim001","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,9
"LAN198704090","SFN",1,1,2,0,0,"",2,1,"stubf001","L","stubf001","L","davim001","L","davim001","L","brenb001","clarw001","thomr003","browc002","uribj001","leonj001","davic001","maldc001","duncm001","","","S9.1-3","F","F",7,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","davim001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
