"CHN200104020","MON",1,0,0,0,0,"X",0,0,"bergp001","L","bergp001","L","liebj001","R","liebj001","R","giraj001","staim001","youne001","muelb001","gutir001","whitr001","bufod001","sosas001","","","","S/89","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","89",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"CHN200104020","MON",1,0,0,0,0,"X",0,0,"vidrj001","L","vidrj001","L","liebj001","R","liebj001","R","giraj001","staim001","youne001","muelb001","gutir001","whitr001","bufod001","sosas001","bergp001","","","HR/9.1-H","F","F",4,2,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"","F","F","9",0,0,"N",0,"N",0,"N",4,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","liebj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"CHN200104020","MON",1,0,0,1,2,"BSSS",2,0,"tatif001","R","tatif001","R","liebj001","R","liebj001","R","giraj001","staim001","youne001","muelb001","gutir001","whitr001","bufod001","sosas001","","","","K","F","F",5,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3
"CHN200104020","MON",1,0,1,0,2,"CFX",2,0,"guerv001","R","guerv001","R","liebj001","R","liebj001","R","giraj001","staim001","youne001","muelb001","gutir001","whitr001","bufod001","sosas001","","","","8/F8","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,4
"CHN200104020","MON",1,0,2,2,2,"CBFFBX",2,0,"stevl001","L","stevl001","L","liebj001","R","liebj001","R","giraj001","staim001","youne001","muelb001","gutir001","whitr001","bufod001","sosas001","","","","13/G","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,5
"CHN200104020","MON",1,1,0,3,1,"BBCBB",2,0,"youne001","R","youne001","R","vazqj001","R","vazqj001","R","barrm003","stevl001","vidrj001","tatif001","cabro001","bradm001","bergp001","guerv001","","","","W","T","F",4,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"CHN200104020","MON",1,1,0,0,1,"CX",2,0,"muelb001","L","muelb001","L","vazqj001","R","vazqj001","R","barrm003","stevl001","vidrj001","tatif001","cabro001","bradm001","bergp001","guerv001","youne001","","","8/F8D","F","F",5,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8D",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","vazqj001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"CHN200104020","MON",1,1,1,1,2,"CCBS",2,0,"sosas001","R","sosas001","R","vazqj001","R","vazqj001","R","barrm003","stevl001","vidrj001","tatif001","cabro001","bradm001","bergp001","guerv001","youne001","","","K+SB2","F","F",9,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"2","","","","T","F","F","F","F","F","F","F","F","vazqj001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"CHN200104020","MON",1,1,2,2,1,"BBSX",2,0,"whitr001","R","whitr001","R","vazqj001","R","vazqj001","R","barrm003","stevl001","vidrj001","tatif001","cabro001","bradm001","bergp001","guerv001","","youne001","","S.2-H","F","F",7,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","vazqj001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"CHN200104020","MON",1,1,2,1,2,"SCFBX",2,1,"staim001","L","staim001","L","vazqj001","R","vazqj001","R","barrm003","stevl001","vidrj001","tatif001","cabro001","bradm001","bergp001","guerv001","whitr001","","","63/G","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"63","","","","F","F","F","F","F","F","F","F","F","vazqj001","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,10
