"CHA200404130","KCA",1,0,0,0,1,"CX",0,0,"berra001","R","berra001","R","loaie001","R","loaie001","R","olivm001","konep001","uribj002","credj001","valej003","lee-c001","rowaa001","ordom001","","","","63/G","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"CHA200404130","KCA",1,0,1,2,2,"BBFSX",0,0,"beltc001","L","beltc001","L","loaie001","R","loaie001","R","olivm001","konep001","uribj002","credj001","valej003","lee-c001","rowaa001","ordom001","","","","13/G","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,2
"CHA200404130","KCA",1,0,2,3,2,"BBBCCX",0,0,"sweem002","R","sweem002","R","loaie001","R","loaie001","R","olivm001","konep001","uribj002","credj001","valej003","lee-c001","rowaa001","ordom001","","","","E4/P","F","F",3,3,18,"T","T",0,"F","F",0,"F","F",0,"F","F",4,"P","F","F","",1,4,"F",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"CHA200404130","KCA",1,0,2,2,1,"BTBX",0,0,"gonzj002","R","gonzj002","R","loaie001","R","loaie001","R","olivm001","konep001","uribj002","credj001","valej003","lee-c001","rowaa001","ordom001","sweem002","","","4/P","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","loaie001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,4
"CHA200404130","KCA",1,1,0,2,1,"BBCX",0,0,"uribj002","R","uribj002","R","may-d002","L","may-d002","L","santb001","sweem002","graft001","randj002","berra001","guiea001","beltc001","gonzj002","","","","63/G","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,5
"CHA200404130","KCA",1,1,1,1,1,"CBX",0,0,"valej003","R","valej003","R","may-d002","L","may-d002","L","santb001","sweem002","graft001","randj002","berra001","guiea001","beltc001","gonzj002","","","","S9/L.BX2(96)","F","F",6,2,20,"T","T",1,"F","F",1,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"96","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,9,0,0,0,0,6
"CHA200404130","KCA",1,1,2,3,2,"FBFBBX",0,0,"ordom001","R","ordom001","R","may-d002","L","may-d002","L","santb001","sweem002","graft001","randj002","berra001","guiea001","beltc001","gonzj002","","","","S8/L","F","F",9,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"CHA200404130","KCA",1,1,2,2,0,"*BBX",0,0,"thomf001","R","thomf001","R","may-d002","L","may-d002","L","santb001","sweem002","graft001","randj002","berra001","guiea001","beltc001","gonzj002","ordom001","","","54(1)/FO/G","F","F",10,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","54","","","F","F","F","F","F","F","F","F","F","may-d002","","","F","F","F","F","F","","","","",0,4,0,0,5,0,0,0,0,8
"CHA200404130","KCA",2,0,0,2,1,"BBTX",0,0,"staim001","L","staim001","L","loaie001","R","loaie001","R","olivm001","konep001","uribj002","credj001","valej003","lee-c001","rowaa001","ordom001","","","","3/G","T","F",10,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,9
"CHA200404130","KCA",2,0,1,3,2,"CBBSFBFB",0,0,"randj002","R","randj002","R","loaie001","R","loaie001","R","olivm001","konep001","uribj002","credj001","valej003","lee-c001","rowaa001","ordom001","","","","W","F","F",5,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
