"PHI200803310","WAS",2,0,2,3,2,"C*BBBC>B",0,1,"harrw001","L","harrw001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","lodup001","","johnn001","W.1-2","F","F",7,8,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,3,"","","","","F","F","F","F","F","F","F","F","F","myerb001","","myerb001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
"PHI200803310","WAS",2,0,2,2,2,"BBCCS",0,1,"chicm001","L","chicm001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","harrw001","lodup001","johnn001","K","F","F",1,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,3,"2","","","","F","F","F","F","F","F","F","F","F","myerb001","myerb001","myerb001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"PHI200803310","WAS",2,1,0,3,1,"CBBBB",0,1,"burrp001","R","burrp001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","W","T","F",7,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,14
"PHI200803310","WAS",2,1,0,1,1,"BFX",0,1,"felip001","R","felip001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","burrp001","","","64(1)3/GDP","F","F",5,6,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","64","","","F","F","F","F","F","F","F","F","F","chicm001","","","F","F","F","F","F","","","","",0,4,3,0,6,4,0,0,0,15
"PHI200803310","WAS",2,1,2,2,2,"BBCFX",0,1,"wertj001","R","wertj001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","D7/L+","F","F",9,7,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,16
"PHI200803310","WAS",2,1,2,2,2,"CCFFF*BBX",0,1,"ruizc001","R","ruizc001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","wertj001","","7/L","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"7","","","","F","F","F","F","F","F","F","F","F","","chicm001","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,17
"PHI200803310","WAS",3,0,0,0,0,"X",0,1,"guzmc001","L","guzmc001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","8/L-","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,18
"PHI200803310","WAS",3,0,1,0,0,"X",0,1,"milll002","R","milll002","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","3/P3F","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","T","3F",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,19
"PHI200803310","WAS",3,0,2,1,2,"BCFFX",0,1,"zimmr001","R","zimmr001","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","9/L","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,20
"PHI200803310","WAS",3,1,0,2,2,"BCBTC",0,1,"myerb001","R","myerb001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","K","T","F",1,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,21
"PHI200803310","WAS",3,1,1,3,1,"CBBBX",0,1,"rollj001","R","rollj001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","8/F","F","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,22
"PHI200803310","WAS",3,1,2,0,1,"CX",0,1,"victs001","R","victs001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","9/F","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,23
"PHI200803310","WAS",4,0,0,2,2,"BCTBFX",0,1,"johnn001","L","johnn001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","9/F","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,24
"PHI200803310","WAS",4,0,1,2,2,"CBCBX",0,1,"keara001","R","keara001","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","S7/G+","F","F",9,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,25
"PHI200803310","WAS",4,0,1,0,0,"X",0,1,"lodup001","R","lodup001","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","keara001","","","4/P-","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","myerb001","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,26
"PHI200803310","WAS",4,0,2,0,1,"CX",0,1,"bellr002","R","bellr002","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","keara001","","","53/G","F","F",4,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"53","","","","F","F","F","F","F","F","F","F","F","myerb001","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,27
"PHI200803310","WAS",4,1,0,3,1,"CBBBX",0,1,"utlec001","L","utlec001","L","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","S8/F-","T","F",4,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,28
"PHI200803310","WAS",4,1,0,2,2,"S1BSBX",0,1,"howar001","L","howar001","L","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","utlec001","","","S7/L.1-3","F","F",3,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","chicm001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,29
"PHI200803310","WAS",4,1,0,2,0,"*BBX",0,1,"burrp001","R","burrp001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","howar001","","utlec001","S7/L.3-H;1-2","F","F",7,5,20,"T","T",1,"F","F",0,"F","F",1,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",1,2,0,4,"","","","","F","F","F","F","F","F","F","F","F","chicm001","","chicm001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,30
"PHI200803310","WAS",4,1,0,2,2,"CBCBC",0,2,"felip001","R","felip001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","burrp001","howar001","","K","F","F",5,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","chicm001","chicm001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,31
"PHI200803310","WAS",4,1,1,1,2,"CCBS",0,2,"wertj001","R","wertj001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","burrp001","howar001","","K","F","F",9,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","chicm001","chicm001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,32
"PHI200803310","WAS",4,1,2,1,0,"*BX",0,2,"ruizc001","R","ruizc001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","burrp001","howar001","","4/P","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"4","","","","F","F","F","F","F","F","F","F","F","chicm001","chicm001","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,33
"PHI200803310","WAS",5,0,0,1,2,"CBCX",0,2,"harrw001","L","harrw001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","4/L+","T","F",7,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,34
"PHI200803310","WAS",5,0,1,0,2,"FFX",0,2,"chicm001","L","chicm001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","S8/G","F","F",1,9,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,35
"PHI200803310","WAS",5,0,1,1,0,"BX",0,2,"guzmc001","L","guzmc001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","chicm001","","","S8/G.1-2","F","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"G","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","myerb001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,36
"PHI200803310","WAS",5,0,1,1,2,"BCFH",0,2,"milll002","R","milll002","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","guzmc001","chicm001","","HP.2-3;1-2","F","F",8,2,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","myerb001","myerb001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,37
"PHI200803310","WAS",5,0,1,0,2,"FFFX",0,2,"zimmr001","R","zimmr001","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","milll002","guzmc001","chicm001","9/SF/F.3-H;2-3","F","F",5,3,2,"T","F",0,"F","T",1,"F","F",1,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,3,4,"9","","","","F","F","F","F","F","F","F","F","F","myerb001","myerb001","myerb001","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,38
"PHI200803310","WAS",5,0,2,3,1,"B*BBCB",1,2,"johnn001","L","johnn001","L","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","milll002","","guzmc001","W.1-2","F","F",3,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,3,"","","","","F","F","F","F","F","F","F","F","F","myerb001","","myerb001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,39
"PHI200803310","WAS",5,0,2,0,0,"X",1,2,"keara001","R","keara001","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","johnn001","milll002","guzmc001","D9/F.3-H;2-H;1-3","F","F",9,5,21,"T","T",2,"F","F",0,"F","F",2,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",2,3,4,4,"","","","","F","F","F","F","F","F","F","F","F","myerb001","myerb001","myerb001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,40
"PHI200803310","WAS",5,0,2,0,2,"CFX",3,2,"lodup001","R","lodup001","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","keara001","johnn001","E6/G.3-H(UR)(NR);2-3","F","F",2,6,18,"T","T",0,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",1,6,"F",0,"N",0,"N",1,0,3,5,"","","","","F","F","F","F","F","F","F","F","F","","myerb001","myerb001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,41
"PHI200803310","WAS",5,0,2,0,2,"SFX",4,2,"bellr002","R","bellr002","R","myerb001","R","myerb001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","lodup001","","keara001","4/P","F","F",4,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"4","","","","F","F","F","F","F","F","F","F","F","myerb001","","myerb001","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,42
"PHI200803310","WAS",5,1,0,2,1,".BFBX",4,2,"tagus001","R","tagus001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","13/G","T","T",11,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","myerb001",1,3,0,0,1,0,0,0,0,43
"PHI200803310","WAS",5,1,1,3,2,"CBBBCX",4,2,"rollj001","R","rollj001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","3/P3F","F","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","T","3F",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,44
"PHI200803310","WAS",5,1,2,0,1,"FX",4,2,"victs001","R","victs001","R","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","2/P2F","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"P","F","T","2F",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,45
"PHI200803310","WAS",6,0,0,0,1,".CX",4,2,"harrw001","L","harrw001","L","madsr001","R","madsr001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","63/G","T","F",7,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,46
"PHI200803310","WAS",6,0,1,1,2,"BCCFX",4,2,"chicm001","L","chicm001","L","madsr001","R","madsr001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","63/G","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,47
"PHI200803310","WAS",6,0,2,3,2,"BFBFBFX",4,2,"guzmc001","L","guzmc001","L","madsr001","R","madsr001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","S6/G","F","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,48
"PHI200803310","WAS",6,0,2,1,1,"B1FX",4,2,"milll002","R","milll002","R","madsr001","R","madsr001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","guzmc001","","","HR/7/F.1-H","F","F",8,2,23,"T","T",4,"F","F",0,"F","F",2,"F","F",0,"F","F","F","7",0,0,"N",0,"N",0,"N",4,4,0,0,"","","","","F","F","F","F","F","F","F","F","F","madsr001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,49
"PHI200803310","WAS",6,0,2,2,2,"CBBSX",6,2,"zimmr001","R","zimmr001","R","madsr001","R","madsr001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","8/F","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,50
"PHI200803310","WAS",6,1,0,2,2,"CBCBX",6,2,"utlec001","L","utlec001","L","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","HR/9/F","T","F",4,3,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"F","F","F","9",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,51
"PHI200803310","WAS",6,1,0,1,2,"FFBC",6,3,"howar001","L","howar001","L","chicm001","L","chicm001","L","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","K","F","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,52
"PHI200803310","WAS",6,1,1,1,2,".CSBS",6,3,"burrp001","R","burrp001","R","hanrj001","R","hanrj001","R","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","K","F","F",7,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,53
"PHI200803310","WAS",6,1,2,1,2,"SBCS",6,3,"felip001","R","felip001","R","hanrj001","R","hanrj001","R","lodup001","johnn001","bellr002","zimmr001","guzmc001","harrw001","milll002","keara001","","","","K","F","F",5,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,54
"PHI200803310","WAS",7,0,0,1,0,".BX",6,3,"johnn001","L","johnn001","L","durbc001","R","durbc001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","8/F","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,55
"PHI200803310","WAS",7,0,1,3,2,"CFBBBB",6,3,"keara001","R","keara001","R","durbc001","R","durbc001","R","ruizc001","howar001","utlec001","felip001","rollj001","burrp001","victs001","wertj001","","","","W","F","F",9,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,56
