"OAK200704090","CHA",1,0,0,2,1,"CBBX",0,0,"podss001","L","podss001","L","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","","","","D9/F","T","F",7,1,21,"T","T",2,"F","F",0,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"OAK200704090","CHA",1,0,0,0,2,"CSS",0,0,"erstd001","L","erstd001","L","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","","podss001","","K","F","F",8,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","hardr001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,2
"OAK200704090","CHA",1,0,1,3,2,"SFF*B*B*B*B",0,0,"konep001","R","konep001","R","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","","podss001","","W","F","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,2,0,"","","","","F","F","F","F","F","F","F","F","F","","hardr001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"OAK200704090","CHA",1,0,1,2,2,"*BFBCS",0,0,"thomj002","L","thomj002","L","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","konep001","podss001","","K","F","F",10,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"2","","","","F","F","F","F","F","F","F","F","F","hardr001","hardr001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4
"OAK200704090","CHA",1,0,2,1,0,"BB",0,0,"dye-j001","R","dye-j001","R","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","konep001","podss001","","PB.2-3;1-2","F","F",9,5,10,"F","F",0,"F","F",0,"F","F",0,"F","T",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","hardr001","hardr001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"OAK200704090","CHA",1,0,2,3,2,"BB.BCFFX",0,0,"dye-j001","R","dye-j001","R","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","","konep001","podss001","3/G-","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"3","","","","F","F","F","F","F","F","F","F","F","","hardr001","hardr001","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"OAK200704090","CHA",1,1,0,1,2,"BCCFX",0,0,"kendj001","R","kendj001","R","contj002","R","contj002","R","piera001","konep001","cinta001","credj001","uribj002","podss001","erstd001","dye-j001","","","","43/G","T","F",2,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"OAK200704090","CHA",1,1,1,1,1,"CBX",0,0,"stews002","R","stews002","R","contj002","R","contj002","R","piera001","konep001","cinta001","credj001","uribj002","podss001","erstd001","dye-j001","","","","5/L+","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,8
"OAK200704090","CHA",1,1,2,0,1,"CX",0,0,"bradm001","L","bradm001","L","contj002","R","contj002","R","piera001","konep001","cinta001","credj001","uribj002","podss001","erstd001","dye-j001","","","","43/G","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,9
"OAK200704090","CHA",2,0,0,1,0,"BX",0,0,"credj001","R","credj001","R","hardr001","R","hardr001","R","kendj001","swisn001","ellim001","chave001","crosb002","stews002","bradm001","buckt001","","","","9/F","T","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,10
